timestamp,pod,container_id,container_name,node,createdAt,startedAt,duration_ms
1779292823.4112148,mobilenet-00001-deployment-84db65c7f9-44kgl,afff65ea1e3fd97dd451346013053aab7bd28b00da8912b04c6c86fcf53a7e6f,queue-proxy,worker6,2026-05-20 16:00:25.742260740+00:00,2026-05-20 16:00:25.838693555+00:00,96.432815
1779292835.9562042,resnet-00001-deployment-5697b6d685-ngnlf,bacd30b290cbc233cd7a3c496a6ed9861eac8e223020efc4de868201dd28e2d8,queue-proxy,worker1,2026-05-20 16:00:25.918048712+00:00,2026-05-20 16:00:26.019573873+00:00,101.525161
1779293461.4268613,mobilenet-00001-deployment-84db65c7f9-8nch6,e4ee53c1a11bf44c9121a824e4f15f4b108a8523863efc690272dc7e63ce7594,queue-proxy,worker6,2026-05-20 16:11:03.213230956+00:00,2026-05-20 16:11:03.355799475+00:00,142.568519
1779293461.4268613,resnet-00001-deployment-5697b6d685-dm95j,b7f43e9ddf45e7ad876fa53d861430bfe2e701d89f5b3dd4c2625133ce338541,queue-proxy,worker7,2026-05-20 16:11:03.433485344+00:00,2026-05-20 16:11:03.527334584+00:00,93.84924
1779294390.579417,mobilenet-00001-deployment-84db65c7f9-hhttq,6d7014ebc857f54d71ae608c05eaf7bddf685e459304bb164ab072cb8b88b4fe,queue-proxy,worker6,2026-05-20 16:26:28.074023592+00:00,2026-05-20 16:26:28.176015360+00:00,101.991768
1779294390.579417,resnet-00001-deployment-5697b6d685-kwv8l,1dbb369e2313a92d5b5fa6b3c2851fc590336098e8bcc18c0312a1d21c95aa70,queue-proxy,worker7,2026-05-20 16:26:28.393360533+00:00,2026-05-20 16:26:28.490028043+00:00,96.66751
1779294943.7948315,mobilenet-00001-deployment-84db65c7f9-h295w,3660b82babb262a8c9bfa2a8fc12a95a3a3060ce572e528276f87b762363f013,queue-proxy,worker6,2026-05-20 16:35:46.029339948+00:00,2026-05-20 16:35:46.122104575+00:00,92.764627
1779294943.7948315,resnet-00001-deployment-5697b6d685-r65x2,9769b2f80b21d20866eca9706dc87c47b23927f71f0b87544d1a2032d2298ec2,queue-proxy,worker7,2026-05-20 16:35:46.043585630+00:00,2026-05-20 16:35:46.147524831+00:00,103.939201
1779295548.3382475,resnet-00001-deployment-5697b6d685-dhpjk,204e05ccf7d343063869b05f5028619cbb36c26e130c8155eb40f2656dd52152,queue-proxy,worker3,2026-05-20 16:45:49.395776676+00:00,2026-05-20 16:45:49.487410352+00:00,91.633676
1779295548.3382475,mobilenet-00001-deployment-84db65c7f9-z87st,166d38894b4b541e44bd9214a802b7c9816dcea01f8fa0cf87036235181ef800,queue-proxy,worker6,2026-05-20 16:45:49.135781171+00:00,2026-05-20 16:45:49.241144034+00:00,105.362863
1779296090.8964124,resnet-00001-deployment-5697b6d685-dhpjk,204e05ccf7d343063869b05f5028619cbb36c26e130c8155eb40f2656dd52152,queue-proxy,worker3,2026-05-20 16:45:49.395776676+00:00,2026-05-20 16:45:49.487410352+00:00,91.633676
1779296115.3149831,resnet-00001-deployment-5697b6d685-4f6q5,01d970634b7ad94d2004edcfec1e6a03af24335f06d46379bfa854f00a00b301,queue-proxy,worker6,2026-05-20 16:55:16.387868605+00:00,2026-05-20 16:55:16.479083824+00:00,91.215219
1779296115.3149831,mobilenet-00001-deployment-84db65c7f9-cgnv5,e56b02a589e5622e22cc6b16373c8b18fff7109fbbf633252eb444d8ddf650fe,queue-proxy,worker7,2026-05-20 16:55:16.206204540+00:00,2026-05-20 16:55:16.310321098+00:00,104.116558
1779296820.5307472,mobilenet-00001-deployment-84db65c7f9-7vftb,b0c0bbcc850416f3dcb5d1d16096e19931cfac0aa9b1fc540b3957517a6d5223,queue-proxy,worker6,2026-05-20 17:06:57.848153284+00:00,2026-05-20 17:06:57.931846271+00:00,83.692987
1779296820.5307472,resnet-00001-deployment-5697b6d685-ksb5q,a571105be7771d87a20be638eb5478a486b119303db9f7980fd3e9e054db7dc9,queue-proxy,worker7,2026-05-20 17:06:57.824902891+00:00,2026-05-20 17:06:57.910284419+00:00,85.381528
1779297478.4523537,resnet-00001-deployment-5697b6d685-clb6h,4b159094b7b983cf5bdd35e8b2ae84f3cd68184839085fd4d786b142ad9b50ef,queue-proxy,worker6,2026-05-20 17:18:00.259742702+00:00,2026-05-20 17:18:00.367527008+00:00,107.784306
1779297478.4523537,mobilenet-00001-deployment-84db65c7f9-jbl74,2c72d934bfd698b2710288155f0ff08cab4bc40d61f957b5683fcc5cd632d7f3,queue-proxy,worker7,2026-05-20 17:18:00.116868792+00:00,2026-05-20 17:18:00.252037164+00:00,135.168372
1779298058.2269375,resnet-00001-deployment-5697b6d685-z4fqd,5728e150e32c0bb96f34645f47516d56d945800cb5df1882ce1f7fe9f8a9c552,queue-proxy,worker6,2026-05-20 17:27:36.461624096+00:00,2026-05-20 17:27:36.549674821+00:00,88.050725
1779298058.2269375,mobilenet-00001-deployment-84db65c7f9-qr58n,da94176c5bc3894e44706fd5ec04f095a83b9b89711b167f98481b68ed1f2e4f,queue-proxy,worker7,2026-05-20 17:27:36.341798240+00:00,2026-05-20 17:27:36.431030742+00:00,89.23250200000001
1779298705.1387234,resnet-00001-deployment-5697b6d685-7vfkl,ff55277f61a0ec346f709c8843923aa8550553f57cf9f96f8f7427206f2da8d7,queue-proxy,worker6,2026-05-20 17:38:19.303285639+00:00,2026-05-20 17:38:19.404020644+00:00,100.735005
1779298705.1387234,mobilenet-00001-deployment-84db65c7f9-g89nj,b37f4ad336afdb954255441507c2c310e5e85fa6a582c8ad7667007b45d5ecd1,queue-proxy,worker7,2026-05-20 17:38:19.171619967+00:00,2026-05-20 17:38:19.270846572+00:00,99.22660499999999
