index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,5466.9,9.586,cold,200
1,grayscale,small,2124.7,15.737999999999998,cold,200
2,genmatrix,small,3927.5,9.759,cold,200
3,fastfouriertransform,large,5529.0,4.923,cold,200
4,pagerank,small,3306.0,275.51399999999995,cold,200
5,resnet,medium,3216.2,135.827,cold,200
6,graphgen,small,7429.0,4.359,cold,200
7,fastfouriertransform,small,4734.6,4.857,cold,200
8,genmatrix,large,2777.4,1.116,cold,200
9,resnet,small,2752.0,180.36599999999999,cold,200
10,pagerank,small,2121.4,11.724,cold,200
11,pagerank,medium,2025.2,49.935,cold,200
12,genmatrix,medium,1936.9,0.242,warm,200
13,resnet,medium,1768.7,151.07999999999998,warm,200
14,graphgen,small,6340.8,2.79,cold,200
15,matrixmul,medium,5817.7,573.298,cold,200
16,grayscale,small,14.5,7.0,warm,200
17,genmatrix,medium,943.1,0.23800000000000002,warm,200
18,fastfouriertransform,small,2540.9,4.822,cold,200
19,matrixmul,small,5028.3,5.6290000000000004,cold,200
20,linpack,medium,2675.2,649.9,cold,200
21,resnet,medium,493.9,141.30300000000003,warm,200
22,graphgen,large,4751.5,98.19200000000001,cold,200
23,mobilenet,large,6517.9,28.266,cold,200
24,fastfouriertransform,medium,1317.5,643.696,warm,200
25,fastfouriertransform,large,1123.6,5.001,warm,200
26,grayscale,large,2844.7,2728.2090000000003,cold,200
27,resnet,medium,208.8,203.32,warm,200
28,resnet,small,131.7,120.785,warm,200
29,fastfouriertransform,small,347.0,4.77,warm,200
30,genmatrix,medium,11.4,0.19799999999999998,warm,200
31,fastfouriertransform,small,17.4,4.8500000000000005,warm,200
32,fastfouriertransform,medium,623.7,610.621,warm,200
33,grayscale,medium,1471.4,80.85000000000001,warm,200
34,linpack,small,14.9,5.489,warm,200
35,linpack,medium,652.2,644.764,warm,200
36,genmatrix,large,37.3,0.775,warm,200
37,grayscale,large,3463.3,2697.355,cold,200
38,fastfouriertransform,large,19.0,4.9959999999999996,warm,200
39,fetchdata,large,2306.0,153.546,cold,200
40,genmatrix,small,5.2,0.112,warm,200
41,mobilenet,medium,2956.9,17.688,cold,200
42,grayscale,large,7872.0,2685.0429999999997,cold,200
43,pagerank,small,27.8,15.232000000000001,warm,200
44,linpack,small,13.8,5.125,warm,200
45,genmatrix,small,8.2,0.165,warm,200
46,linpack,medium,651.1,642.455,warm,200
47,grayscale,small,1428.4,7.381,warm,200
48,genmatrix,large,41.8,0.8,warm,200
49,linpack,small,56.9,5.0569999999999995,warm,200
50,mobilenet,medium,1175.3,17.52,warm,200
51,mobilenet,small,937.8,18.57,warm,200
52,grayscale,small,429.3,7.808,warm,200
53,genmatrix,large,36.2,0.789,warm,200
54,pagerank,large,467.7,291.574,warm,200
55,grayscale,large,5338.4,2700.972,cold,200
56,resnet,medium,140.3,132.27700000000002,warm,200
57,resnet,medium,126.7,121.186,warm,200
58,linpack,small,13.2,5.101999999999999,warm,200
59,fetchdata,large,92.8,87.254,warm,200
60,mobilenet,small,23.5,17.616,warm,200
61,graphgen,small,38.4,4.128,warm,200
62,fetchdata,large,89.4,83.982,warm,200
63,fetchdata,large,89.2,83.927,warm,200
64,matrixmul,large,23.2,5.033,warm,200
65,fastfouriertransform,medium,660.8,645.882,warm,200
66,matrixmul,large,21.9,5.037,warm,200
67,mobilenet,large,29.5,23.05,warm,200
68,grayscale,large,10874.4,2674.224,cold,200
69,graphgen,large,531.9,88.006,warm,200
70,fastfouriertransform,large,20.5,4.987,warm,200
71,pagerank,medium,84.3,46.428999999999995,warm,200
72,linpack,small,13.3,5.1000000000000005,warm,200
73,grayscale,medium,1756.4,58.772,warm,200
74,fetchdata,medium,102.9,97.093,warm,200
75,graphgen,large,486.4,63.752,warm,200
76,grayscale,large,9340.7,2675.364,cold,200
77,fetchdata,large,123.1,94.832,warm,200
78,fastfouriertransform,large,19.1,4.915,warm,200
79,grayscale,large,8769.5,2671.8199999999997,cold,200
80,pagerank,large,501.1,280.19,warm,200
81,genmatrix,small,8.9,0.13699999999999998,warm,200
82,linpack,small,16.8,8.121,warm,200
83,pagerank,large,447.3,281.30899999999997,warm,200
84,graphgen,large,493.8,63.300999999999995,warm,200
85,linpack,medium,694.5,686.043,warm,200
86,graphgen,small,85.9,2.786,warm,200
87,linpack,medium,942.5,645.879,warm,200
88,genmatrix,small,8.6,0.14200000000000002,warm,200
89,genmatrix,large,50.1,1.198,warm,200
90,fastfouriertransform,small,20.1,5.001,warm,200
91,mobilenet,small,41.7,33.048,warm,200
92,pagerank,small,22.2,10.273,warm,200
93,fetchdata,large,87.6,82.384,warm,200
94,mobilenet,large,23.4,18.196,warm,200
95,fetchdata,medium,107.0,102.11099999999999,warm,200
96,pagerank,large,497.7,283.27599999999995,warm,200
97,matrixmul,small,24.3,5.0809999999999995,warm,200
98,pagerank,large,451.1,285.754,warm,200
99,genmatrix,large,52.0,1.173,warm,200
100,grayscale,medium,4512.5,59.141,cold,200
101,linpack,medium,656.1,646.7199999999999,warm,200
102,pagerank,medium,87.1,48.095,warm,200
103,fastfouriertransform,small,21.4,7.244,warm,200
104,genmatrix,small,7.9,0.13899999999999998,warm,200
105,linpack,small,13.8,5.076,warm,200
106,resnet,large,144.6,138.487,warm,200
107,genmatrix,large,52.3,1.188,warm,200
108,genmatrix,small,6.5,0.136,warm,200
109,fastfouriertransform,large,17.3,4.859,warm,200
110,graphgen,small,40.1,4.5120000000000005,warm,200
111,fastfouriertransform,small,17.2,4.839,warm,200
112,linpack,small,16.7,8.039,warm,200
113,pagerank,small,23.3,10.952,warm,200
114,grayscale,large,2825.4,2714.224,cold,200
115,mobilenet,small,31.4,25.807,warm,200
116,pagerank,small,72.5,60.125,warm,200
117,resnet,large,127.1,122.021,warm,200
118,mobilenet,small,29.7,23.677,warm,200
119,mobilenet,medium,23.0,17.911,warm,200
120,genmatrix,small,7.2,0.13799999999999998,warm,200
121,fastfouriertransform,large,19.9,4.946,warm,200
122,matrixmul,medium,603.6,586.08,warm,200
123,matrixmul,medium,973.3,534.924,warm,200
124,mobilenet,large,22.7,17.865,warm,200
125,graphgen,large,532.3,93.822,warm,200
126,fastfouriertransform,small,19.0,4.954,warm,200
127,matrixmul,large,177.1,5.038,warm,200
128,linpack,small,13.5,6.072,warm,200
129,genmatrix,small,6.3,0.107,warm,200
130,genmatrix,large,37.2,0.789,warm,200
131,mobilenet,small,23.0,17.64,warm,200
132,matrixmul,small,21.6,5.072,warm,200
133,grayscale,medium,71.3,57.637,warm,200
134,genmatrix,small,5.6,0.10500000000000001,warm,200
135,mobilenet,large,23.0,17.682,warm,200
136,fastfouriertransform,small,22.8,7.694,warm,200
137,pagerank,small,31.0,17.375999999999998,warm,200
138,fastfouriertransform,small,21.7,7.6579999999999995,warm,200
139,fetchdata,medium,98.1,91.90299999999999,warm,200
140,mobilenet,medium,22.9,17.532,warm,200
141,genmatrix,medium,11.6,0.196,warm,200
142,graphgen,small,28.3,2.859,warm,200
143,matrixmul,small,21.4,5.042,warm,200
144,matrixmul,medium,551.6,535.686,warm,200
145,mobilenet,medium,28.7,22.697,warm,200
146,matrixmul,large,162.0,5.042,warm,200
147,pagerank,large,447.1,280.445,warm,200
148,mobilenet,small,29.3,22.936999999999998,warm,200
149,genmatrix,medium,14.4,0.28200000000000003,warm,200
150,genmatrix,small,6.4,0.13899999999999998,warm,200
151,resnet,large,156.0,147.738,warm,200
152,pagerank,small,22.3,10.054,warm,200
153,linpack,small,17.4,8.097999999999999,warm,200
154,graphgen,large,528.3,86.20800000000001,warm,200
155,mobilenet,large,29.4,22.918999999999997,warm,200
156,pagerank,small,22.3,10.112,warm,200
157,graphgen,large,488.3,64.899,warm,200
158,fastfouriertransform,small,21.4,6.463,warm,200
159,fastfouriertransform,large,21.1,7.66,warm,200
160,fastfouriertransform,large,21.0,7.688000000000001,warm,200
161,genmatrix,medium,15.4,0.28800000000000003,warm,200
162,fastfouriertransform,large,21.1,7.724,warm,200
163,genmatrix,large,51.0,1.216,warm,200
164,resnet,small,127.3,121.449,warm,200
165,resnet,small,126.3,121.21,warm,200
166,matrixmul,large,21.1,5.041,warm,200
167,resnet,large,126.6,121.265,warm,200
168,pagerank,medium,84.8,46.866,warm,200
169,grayscale,small,12.9,6.908,warm,200
170,linpack,small,18.0,8.064,warm,200
171,grayscale,medium,97.9,83.718,warm,200
172,fetchdata,large,90.9,85.34400000000001,warm,200
173,grayscale,medium,67.4,57.472,warm,200
174,linpack,small,17.4,8.072,warm,200
175,graphgen,medium,106.8,12.621,warm,200
176,resnet,large,128.3,122.55099999999999,warm,200
177,fastfouriertransform,small,18.3,4.894,warm,200
178,pagerank,small,208.6,14.753,warm,200
179,pagerank,medium,84.4,45.989000000000004,warm,200
180,fetchdata,medium,96.2,90.408,warm,200
181,fastfouriertransform,small,19.1,4.868,warm,200
182,linpack,medium,692.9,684.736,warm,200
183,fetchdata,medium,103.9,97.83,warm,200
184,pagerank,large,499.9,282.556,warm,200
185,grayscale,large,2823.3,2708.5849999999996,cold,200
186,pagerank,small,112.8,10.094000000000001,warm,200
187,pagerank,medium,82.9,44.951,warm,200
188,fastfouriertransform,small,19.2,4.856,warm,200
189,grayscale,small,13.4,6.8950000000000005,warm,200
190,fastfouriertransform,large,17.6,4.836,warm,200
191,pagerank,small,22.3,10.016,warm,200
192,grayscale,medium,71.7,58.573,warm,200
193,resnet,small,125.7,120.72800000000001,warm,200
194,linpack,small,13.4,5.095,warm,200
195,grayscale,large,2841.4,2718.919,cold,200
196,mobilenet,medium,23.6,17.715,warm,200
197,graphgen,small,40.6,4.38,warm,200
198,matrixmul,medium,590.5,573.587,warm,200
199,graphgen,small,42.0,4.457,warm,200
200,linpack,small,13.6,5.118,warm,200
201,grayscale,small,11.9,6.834,warm,200
202,mobilenet,large,23.8,18.46,warm,200
203,matrixmul,large,18.3,5.034000000000001,warm,200
204,graphgen,small,40.2,4.617,warm,200
205,fastfouriertransform,large,22.6,7.571,warm,200
206,fetchdata,large,151.4,145.5,warm,200
207,graphgen,medium,141.3,19.758000000000003,warm,200
208,resnet,large,151.9,145.333,warm,200
209,fetchdata,medium,89.5,84.111,warm,200
210,fetchdata,small,95.3,89.592,warm,200
211,grayscale,medium,70.1,58.738,warm,200
212,graphgen,medium,115.6,15.93,warm,200
213,genmatrix,large,51.9,1.17,warm,200
214,genmatrix,large,49.3,1.166,warm,200
215,fastfouriertransform,medium,660.7,645.244,warm,200
216,pagerank,medium,110.6,69.125,warm,200
217,resnet,large,127.1,122.181,warm,200
218,fetchdata,small,86.3,80.687,warm,200
219,fetchdata,small,88.2,83.104,warm,200
220,matrixmul,small,20.6,5.071,warm,200
221,fetchdata,large,85.9,80.418,warm,200
222,linpack,medium,693.1,684.867,warm,200
223,genmatrix,medium,15.1,0.287,warm,200
224,fetchdata,large,87.6,82.829,warm,200
225,fastfouriertransform,medium,619.3,605.101,warm,200
