invocation_index,latency_s,status,launch_time,start_time,end_time
1,2842.149247881025,200,3480711.34624644,3480711.346333675,3480714.188482923
2,3154.235026333481,200,3480711.348496444,3480711.348528315,3480714.502763341
3,3045.156362000853,200,3480711.35123844,3480711.351275411,3480714.396431773
4,3120.059687178582,200,3480711.352769083,3480711.352840936,3480714.472900623
5,3140.378111973405,200,3480711.354365085,3480711.35438944,3480714.494767552
6,3116.440353915096,200,3480711.356465896,3480711.356492809,3480714.472933163
7,3136.6874459199607,200,3480711.359036718,3480711.359073894,3480714.49576134
8,2997.4788571707904,200,3480711.360328263,3480711.360350952,3480714.357829809
9,3132.384271360934,200,3480711.363101109,3480711.363147529,3480714.4955318
10,3101.360115222633,200,3480711.364579492,3480711.364634535,3480714.46599465
11,3141.2647161632776,200,3480711.366408838,3480711.366437233,3480714.507701949
12,3169.4487403146923,200,3480711.369032454,3480711.369083359,3480714.538532099
13,3040.1537781581283,200,3480711.370635064,3480711.370704221,3480714.410857999
14,3136.085701175034,200,3480711.372333183,3480711.372402213,3480714.508487914
15,3128.768542781472,200,3480711.375187772,3480711.375226056,3480714.503994599
16,3137.426850851625,200,3480711.37645707,3480711.376531828,3480714.513958679
17,3159.946638625115,200,3480711.379120151,3480711.379158946,3480714.539105585
18,3034.115848131478,200,3480711.380509396,3480711.38054766,3480714.414663508
19,3091.868641320616,200,3480711.383246603,3480711.383286786,3480714.475155427
20,3129.2416132055223,200,3480711.384676517,3480711.384745978,3480714.513987591
21,3148.316676262766,200,3480711.386406346,3480711.386433485,3480714.534750161
22,3084.2454126104712,200,3480711.388988992,3480711.389040516,3480714.473285929
23,3143.6811950989068,200,3480711.390447066,3480711.390513183,3480714.534194378
24,3027.792599052191,200,3480711.392297143,3480711.392325812,3480714.420118411
25,3139.4544723443687,200,3480711.394736029,3480711.3947745,3480714.534228972
26,3103.8706181570888,200,3480711.396501187,3480711.396564221,3480714.500434839
27,3087.77118800208,200,3480711.399300238,3480711.39933853,3480714.487109718
28,3055.7850440964103,200,3480711.400922898,3480711.400990265,3480714.456775309
29,2990.556607022881,200,3480711.402440476,3480711.402512374,3480714.393068981
