invocation_index,latency_s,status,launch_time,start_time,end_time
1,2568.306884728372,200,3464468.324589249,3464468.324645018,3464470.892951903
2,2621.7233380302787,200,3464468.334951353,3464468.334994837,3464470.956718175
3,2616.884524933994,200,3464468.345378101,3464468.345417595,3464470.96230212
4,2592.657547444105,200,3464468.355478524,3464468.355519491,3464470.948177038
5,2571.640342939645,200,3464468.365688761,3464468.365727749,3464470.937368092
6,2579.018771648407,200,3464468.3750967,3464468.375140691,3464470.954159463
7,2598.454823717475,200,3464468.385454703,3464468.385495466,3464470.98395029
8,2566.9818511232734,200,3464468.395618126,3464468.395656521,3464470.962638372
9,2558.0727700144053,200,3464468.404733348,3464468.404786837,3464470.962859607
10,2546.19699716568,200,3464468.415202962,3464468.415241457,3464470.961438454
11,2515.504135750234,200,3464468.425354183,3464468.425394901,3464470.940899037
12,2504.0570530109107,200,3464468.435280299,3464468.435312991,3464470.939370044
13,2502.041163854301,200,3464468.445526373,3464468.445567587,3464470.947608751
14,2486.7031848989427,200,3464468.455360869,3464468.455395442,3464470.942098627
15,2479.739064350724,200,3464468.465169309,3464468.46520222,3464470.944941284
16,2497.3173197358847,200,3464468.474735047,3464468.474761763,3464470.972079083
17,2468.492609914392,200,3464468.485490503,3464468.485519045,3464470.954011655
18,2458.062923047692,200,3464468.495033863,3464468.495062454,3464470.953125377
19,2446.7324051074684,200,3464468.504671418,3464468.504701213,3464470.951433618
20,2422.920188866556,200,3464468.515127052,3464468.515159454,3464470.938079643
21,2415.328070987016,200,3464468.5248696,3464468.524899642,3464470.940227713
22,2414.4591419026256,200,3464468.535362642,3464468.535392392,3464470.949851534
23,2390.8559987321496,200,3464468.545331697,3464468.545374702,3464470.936230701
24,2399.1968347691,200,3464468.554955984,3464468.554987329,3464470.954184164
25,2386.1422799527645,200,3464468.564750155,3464468.564788602,3464470.950930882
26,2368.027619086206,200,3464468.575064977,3464468.575107179,3464470.943134798
27,2369.269812013954,200,3464468.584829637,3464468.584863842,3464470.954133654
28,2343.7686087563634,200,3464468.595287463,3464468.595331726,3464470.939100335
29,2333.5816669277847,200,3464468.605234864,3464468.605288878,3464470.938870545
30,2333.323991857469,200,3464468.615358261,3464468.615400291,3464470.948724283
31,2321.390386670828,200,3464468.625673176,3464468.625713514,3464470.947103901
32,2308.436037041247,200,3464468.635600628,3464468.635633957,3464470.944069994
33,2295.3266287222505,200,3464468.645754895,3464468.645794074,3464470.941120703
34,2290.015726350248,200,3464468.655488015,3464468.655521433,3464470.945537159
35,2274.761256761849,200,3464468.665394749,3464468.665428928,3464470.940190185
36,2271.533146034926,200,3464468.675294761,3464468.675332623,3464470.946865769
37,2257.535198237747,200,3464468.685492845,3464468.685532916,3464470.943068114
38,2247.070208191872,200,3464468.694733047,3464468.694773472,3464470.94184368
39,2228.114963043481,200,3464468.705536194,3464468.705575141,3464470.933690104
40,2227.9542181640863,200,3464468.715371018,3464468.715413728,3464470.943367946
41,2219.229840207845,200,3464468.725372574,3464468.725405599,3464470.944635439
42,2222.466814797372,200,3464468.734865619,3464468.734896853,3464470.957363668
43,2210.001960862428,200,3464468.74556705,3464468.74559012,3464470.955592081
44,2200.7217640057206,200,3464468.755148723,3464468.755175073,3464470.955896837
45,2190.970233175904,200,3464468.765218183,3464468.765242581,3464470.956212814
46,2171.11780308187,200,3464468.774813067,3464468.774836349,3464470.945954152
47,2172.505379654467,200,3464468.785417579,3464468.785441838,3464470.957947218
48,2194.017588160932,200,3464468.7953782,3464468.795400195,3464470.989417783
49,2168.1775976903737,200,3464468.804699224,3464468.804729578,3464470.972907176
50,2147.653746884316,200,3464468.815474907,3464468.815500163,3464470.96315391
51,2163.634774275124,200,3464468.824758063,3464468.824771377,3464470.988406151
52,2156.319403089583,200,3464468.835333019,3464468.835354069,3464470.991673472
53,2146.81118587032,200,3464468.844767716,3464468.844791652,3464470.991602838
54,2122.144902125001,200,3464468.855330929,3464468.85535305,3464470.977497952
55,2104.397450108081,200,3464468.864749622,3464468.864772919,3464470.969170369
56,2088.1769731640816,200,3464468.875572971,3464468.875594597,3464470.96377157
57,2060.311703011393,200,3464468.884890841,3464468.884925739,3464470.945237442
58,2058.360524941236,200,3464468.895721007,3464468.895745387,3464470.954105912
59,2040.4824730940163,200,3464468.90538161,3464468.905404594,3464470.945887067
60,2039.0820959582925,200,3464468.914948755,3464468.914972233,3464470.954054329
61,2017.3769700340927,200,3464468.925400746,3464468.925422974,3464470.942799944
62,2001.6242861747742,200,3464468.934598011,3464468.934631656,3464470.936255942
63,2035.0227551534772,200,3464468.944785232,3464468.944810161,3464470.979832916
64,1976.0739519260824,200,3464468.955575059,3464468.955596567,3464470.931670519
65,1968.6666228808465,200,3464468.964964271,3464468.964988702,3464470.933655325
66,2002.1730680018663,200,3464468.975586778,3464468.975609804,3464470.977782872
67,1991.893875878304,200,3464468.984873034,3464468.984896724,3464470.9767906
68,1936.4626598544417,200,3464468.995149497,3464468.995173415,3464470.931636075
69,1972.8035652078688,200,3464469.005727286,3464469.005750849,3464470.978554414
70,1988.583200611174,200,3464469.015375183,3464469.015397942,3464471.003981143
71,1974.5565969496963,200,3464469.024892204,3464469.024915705,3464470.999472302
72,1963.5770092718303,200,3464469.03565283,3464469.035675346,3464470.999252355
73,1959.2721066437664,200,3464469.045063434,3464469.045086209,3464471.004358316
74,1948.7643209286036,200,3464469.055671019,3464469.055694249,3464471.00445857
75,1942.2190012410283,200,3464469.065287963,3464469.065309825,3464471.007528826
76,1928.175862878561,200,3464469.07573534,3464469.075768148,3464471.003944011
77,1917.4331459216771,200,3464469.085403637,3464469.085427186,3464471.002860332
78,1904.4186091050503,200,3464469.094840334,3464469.094863648,3464470.999282257
79,1901.9735562615097,200,3464469.105569953,3464469.105592082,3464471.007565638
80,1887.6081299968064,200,3464469.115033557,3464469.115056576,3464471.002664706
81,1870.413598138839,200,3464469.124632601,3464469.124655765,3464470.995069363
82,1865.4326889663932,200,3464469.135148581,3464469.135183918,3464471.000616607
83,1854.8142928630116,200,3464469.144659502,3464469.14468539,3464470.999499683
84,1851.183230988681,200,3464469.155352339,3464469.155376639,3464471.00655987
85,1795.3129271045327,200,3464469.164748857,3464469.164771836,3464470.960084763
86,1792.5746100954711,200,3464469.175304374,3464469.175326739,3464470.967901349
87,1787.8717868588865,200,3464469.18479762,3464469.184820565,3464470.972692352
88,1767.2420470044017,200,3464469.195338116,3464469.195361523,3464470.96260357
89,1760.0852227769792,200,3464469.20463041,3464469.204653182,3464470.964738405
90,1744.0524199046197,200,3464469.215319559,3464469.215341939,3464470.959394359
91,1722.3269999958577,200,3464469.224819586,3464469.224842673,3464470.947169673
92,1712.4132770113647,200,3464469.235413007,3464469.235435931,3464470.947849208
