invocation_index,latency_s,status,launch_time,start_time,end_time
1,3559.708605054766,200,3479600.352964384,3479600.353025397,3479603.912734002
2,3472.1829467453063,200,3479600.453817329,3479600.453853959,3479603.926036906
3,3369.1492401994765,200,3479600.553632064,3479600.553657638,3479603.922806878
4,3266.440163832158,200,3479600.653614805,3479600.653639484,3479603.920079648
5,3171.893094666302,200,3479600.753010213,3479600.753035161,3479603.924928256
6,3070.6662791781127,200,3479600.85396223,3479600.853986493,3479603.924652772
7,2966.4431256242096,200,3479600.952962023,3479600.952985958,3479603.919429084
8,2875.9555527940392,200,3479601.053554356,3479601.053578228,3479603.929533781
9,2770.4225862398744,200,3479601.153908851,3479601.153941292,3479603.924363878
10,2671.009126119316,200,3479601.253291016,3479601.253323555,3479603.924332681
11,2566.777729894966,200,3479601.35361239,3479601.353638065,3479603.920415795
12,2470.298748929053,200,3479601.453255829,3479601.453279036,3479603.923577785
13,2376.114346086979,200,3479601.553435534,3479601.553459428,3479603.929573774
14,2275.5976230837405,200,3479601.653179975,3479601.653205032,3479603.928802655
15,2173.017303925008,200,3479601.75309097,3479601.753114069,3479603.926131373
16,2070.562340784818,200,3479601.853029904,3479601.853054156,3479603.923616497
17,1974.4261279702189,200,3479601.953825772,3479601.953843124,3479603.928269252
18,1875.03891158849,200,3479602.053992158,3479602.054031967,3479603.929070879
19,1775.3559667617085,200,3479602.153098854,3479602.153124764,3479603.928480731
20,1674.9492078088224,200,3479602.253542226,3479602.253567226,3479603.928516434
21,1573.782883118838,200,3479602.35297564,3479602.352991187,3479603.92677407
22,1465.9885158762336,200,3479602.453748223,3479602.453763618,3479603.919752134
23,1372.4910942837596,200,3479602.553860047,3479602.553885114,3479603.926376208
24,1275.0446940772235,200,3479602.653112071,3479602.653136804,3479603.928181498
25,1166.483434382826,200,3479602.753487559,3479602.7535117,3479603.919995134
26,1074.375062249601,200,3479602.853742258,3479602.853767445,3479603.928142507
27,1021.6755168512464,200,3479602.95392494,3479602.953958317,3479603.975633834
28,1022.1456359140575,200,3479603.053349072,3479603.053373843,3479604.075519479
29,1007.1187042631209,200,3479603.153968503,3479603.154008283,3479604.161126987
30,1007.6185208745301,200,3479603.253119856,3479603.253142766,3479604.260761287
31,1005.8421608991921,200,3479603.353666186,3479603.353695299,3479604.35953746
32,1019.9479260481894,200,3479603.453306155,3479603.453329699,3479604.473277625
33,1010.6228529475629,200,3479603.553588672,3479603.55361243,3479604.564235283
34,1008.3895139396191,200,3479603.653017177,3479603.653035175,3479604.661424689
35,1008.919539861381,200,3479603.753710206,3479603.753726078,3479604.762645618
36,1006.79975701496,200,3479603.853569877,3479603.853603051,3479604.860402808
37,1005.3297909907997,200,3479603.953051388,3479603.953084123,3479604.958413914
38,1006.2134121544659,200,3479604.053610946,3479604.053643046,3479605.059856458
39,1005.9724031016231,200,3479604.153320713,3479604.153355125,3479605.159327528
40,1004.8729721456766,200,3479604.253205,3479604.253240902,3479605.258113874
41,1004.686061758548,200,3479604.353609992,3479604.353645692,3479605.358331754
42,1005.6921658106148,200,3479604.453034487,3479604.453058549,3479605.458750715
43,1005.5407178588212,200,3479604.55378802,3479604.553813023,3479605.559353741
44,1008.9870458468797,200,3479604.6532595,3479604.653284571,3479605.662271617
45,1006.2795882113278,200,3479604.753449138,3479604.753476413,3479605.759756001
46,1005.0632692873478,200,3479604.85308453,3479604.853101107,3479605.858164376
47,1004.8791361041367,200,3479604.953129789,3479604.95315493,3479605.958034066
48,1005.7572452351451,200,3479605.053478155,3479605.053496616,3479606.059253861
49,1007.4032852426171,200,3479605.153013114,3479605.153039468,3479606.160442753
50,1006.0991458594799,200,3479605.253990728,3479605.254021409,3479606.260120555
51,1004.8566819168627,200,3479605.353153797,3479605.353178694,3479606.358035376
52,1006.1343559063971,200,3479605.454040078,3479605.454073251,3479606.460207607
53,1004.9771862104535,200,3479605.553120095,3479605.553157127,3479606.558134313
54,1005.0471420399845,200,3479605.653468537,3479605.653502196,3479606.658549338
55,1006.9788163527846,200,3479605.753494589,3479605.753527431,3479606.760506247
56,1004.4655189849436,200,3479605.853497076,3479605.853530912,3479606.857996431
57,1005.0885630771518,200,3479605.953125578,3479605.95315047,3479606.958239033
58,1004.4641173444688,200,3479606.053633156,3479606.053666169,3479607.058130286
59,1005.3346366621554,200,3479606.153375937,3479606.153417596,3479607.158752233
60,1006.0856696218252,200,3479606.25360855,3479606.253633769,3479607.259719439
61,1007.3765008710325,200,3479606.35357839,3479606.353602915,3479607.360979416
62,1004.7987559810281,200,3479606.454125532,3479606.454150209,3479607.458948965
63,1003.6792359314859,200,3479606.553407622,3479606.553441286,3479607.557120522
64,1004.5257415622473,200,3479606.653337314,3479606.653378431,3479607.657904173
65,1007.1061961352823,200,3479606.753813041,3479606.753851403,3479607.760957599
66,1006.2164049595594,200,3479606.853114569,3479606.853140867,3479607.859357272
67,1005.3199036046865,200,3479606.953280152,3479606.953306726,3479607.95862663
68,1004.6943943016231,200,3479607.053112663,3479607.05313746,3479608.057831854
69,1005.2840411663055,200,3479607.153040744,3479607.153065206,3479608.158349247
70,1010.1600107736886,200,3479607.253255482,3479607.253280607,3479608.263440618
71,1005.8087869547307,200,3479607.353888581,3479607.353913788,3479608.359722575
72,1005.481471773237,200,3479607.453737467,3479607.45376277,3479608.459244242
73,1004.7948928549886,200,3479607.553172658,3479607.553198549,3479608.557993442
74,1005.0454991869628,200,3479607.654085161,3479607.65411061,3479608.659156109
75,1005.3234077058733,200,3479607.753259118,3479607.753283602,3479608.75860701
76,1004.6919090673327,200,3479607.853642243,3479607.853678201,3479608.85837011
77,1004.6639139764011,200,3479607.953476827,3479607.953503615,3479608.958167529
78,1004.5027150772512,200,3479608.053160661,3479608.053185909,3479609.057688624
79,1003.4017250873148,200,3479608.153540588,3479608.153566946,3479609.156968671
80,1006.620469968766,200,3479608.253199853,3479608.253224456,3479609.259844926
81,1005.7631521485746,200,3479608.354139857,3479608.354173245,3479609.359936397
82,1005.4804389365015,200,3479608.453083035,3479608.453125855,3479609.458606294
83,1005.0822431221604,200,3479608.553351517,3479608.553376768,3479609.558459011
84,1004.1406364180148,200,3479608.653218609,3479608.653242849,3479609.657383485
85,1005.7558282278478,200,3479608.753378633,3479608.753396994,3479609.759152822
86,1005.3082467056811,200,3479608.853978594,3479608.85399792,3479609.859306167
87,1005.0596939399838,200,3479608.953868989,3479608.95389447,3479609.958954164
88,1004.3374220840633,200,3479609.053135203,3479609.053170729,3479610.057508151
89,1004.3798699043691,200,3479609.154100577,3479609.154125866,3479610.158505736
90,1006.6192732192576,200,3479609.253042176,3479609.253095843,3479610.259715116
91,1005.86480461061,200,3479609.353359794,3479609.353384991,3479610.359249796
92,1004.3086470104754,200,3479609.453571996,3479609.453596676,3479610.457905323
93,1004.8606172204018,200,3479609.553625129,3479609.553664115,3479610.558524732
94,1004.579832777381,200,3479609.653494338,3479609.653527661,3479610.658107494
95,1004.6210661530497,200,3479609.753131532,3479609.753166347,3479610.757787413
96,1005.3963456302879,200,3479609.853881556,3479609.853917002,3479610.859313348
97,1005.3757857531309,200,3479609.953296762,3479609.953332894,3479610.95870868
98,1005.1692412234845,200,3479610.05354893,3479610.053582198,3479611.058751439
99,1004.5253769494591,200,3479610.153415368,3479610.153448339,3479611.157973716
100,1004.308664239943,200,3479610.253567981,3479610.253611549,3479611.257920213
101,1005.8564553037286,200,3479610.353450667,3479610.353484504,3479611.359340959
102,1005.7754199951887,200,3479610.453407564,3479610.453439527,3479611.459214947
103,1005.4308939725161,200,3479610.553361962,3479610.55337921,3479611.558810104
104,1005.0960429944098,200,3479610.65296381,3479610.652997188,3479611.658093231
105,1003.6393031477928,200,3479610.753443912,3479610.753476551,3479611.757115854
106,1005.521799903363,200,3479610.853270581,3479610.853304634,3479611.858826434
107,1004.9387919716537,200,3479610.95304965,3479610.953085377,3479611.958024169
108,1004.7953831963241,200,3479611.053714716,3479611.05374661,3479612.058541993
109,1004.9428059719503,200,3479611.153939083,3479611.15396635,3479612.158909156
110,1003.593813162297,200,3479611.253867931,3479611.253901715,3479612.257495528
111,1006.8873977288604,200,3479611.353205772,3479611.353240448,3479612.360127846
112,1005.1869410090148,200,3479611.453135968,3479611.453176713,3479612.458363654
113,1004.6359789557755,200,3479611.553891364,3479611.553923243,3479612.558559222
114,1004.068766720593,200,3479611.653380739,3479611.653405338,3479612.657474105
115,1004.6909218654037,200,3479611.754116532,3479611.7541489,3479612.758839822
116,1005.8887116611004,200,3479611.853429678,3479611.853463793,3479612.859352505
117,1005.7002366520464,200,3479611.953131629,3479611.953167049,3479612.958867286
118,1005.6366873905065,200,3479612.053887924,3479612.053921194,3479613.059557881
119,1003.9508170448244,200,3479612.153419756,3479612.153444905,3479613.157395722
120,1004.1048652492464,200,3479612.253359477,3479612.25338553,3479613.257490395
121,1008.2990219816566,200,3479612.353055058,3479612.353083988,3479613.36138301
122,1006.1831953935323,200,3479612.453146306,3479612.453171795,3479613.45935499
123,1005.9883859939871,200,3479612.55353743,3479612.553564013,3479613.559552399
124,1004.7935112379491,200,3479612.653634283,3479612.653659267,3479613.658452778
125,1003.7845498882234,200,3479612.754055752,3479612.754100868,3479613.757885418
126,1006.7931730300188,200,3479612.853663946,3479612.853698108,3479613.860491281
127,1005.6456690654161,200,3479612.954083353,3479612.954117044,3479613.959762713
128,1004.7084633260963,200,3479613.053669947,3479613.053723253,3479614.058431716
129,1003.3841319382191,200,3479613.153738808,3479613.153777929,3479614.157162061
130,1004.6781706623733,200,3479613.253522148,3479613.253548317,3479614.258226488
131,1005.8369338512421,200,3479613.353341772,3479613.353378144,3479614.359215078
132,1004.8532970249653,200,3479613.453513756,3479613.453559055,3479614.458412352
133,1005.3720530122521,200,3479613.553171381,3479613.553202218,3479614.558574271
134,1005.068909842521,200,3479613.653493391,3479613.653530498,3479614.658599408
135,1004.3990821577609,200,3479613.753145379,3479613.75317325,3479614.757572332
136,1006.8425717763605,200,3479613.853666598,3479613.853692198,3479614.86053477
137,1006.4677582122386,200,3479613.953313092,3479613.953337363,3479614.959805121
138,1005.616975016892,200,3479614.053149979,3479614.053174791,3479615.058791766
139,1004.5193913392725,200,3479614.154016121,3479614.154042172,3479615.158561563
140,1003.9803069084885,200,3479614.253451611,3479614.253490744,3479615.257471051
141,1007.0279100909829,200,3479614.353472187,3479614.353498134,3479615.360526044
142,1006.1887139454484,200,3479614.453337089,3479614.453362406,3479615.45955112
143,1005.8616860769689,200,3479614.553019149,3479614.553053618,3479615.558915304
144,1003.9422740228474,200,3479614.653252782,3479614.653277902,3479615.657220176
145,1004.7723772004249,200,3479614.752984988,3479614.753033334,3479615.757805711
146,1007.0541249588132,200,3479614.85311032,3479614.853136373,3479615.860190498
147,1007.7166040427985,200,3479614.953896686,3479614.953912995,3479615.961629599
148,1005.7340208441019,200,3479615.053109284,3479615.053134393,3479616.058868414
149,1005.1366277039051,200,3479615.153758419,3479615.153795137,3479616.158931765
150,1003.5532587207854,200,3479615.253975567,3479615.254006904,3479616.257560163
151,1005.1232958212497,200,3479615.353761863,3479615.353797209,3479616.358920505
152,1004.9909842200575,200,3479615.453958169,3479615.453996542,3479616.458987526
153,1005.0450437702241,200,3479615.554187527,3479615.554275655,3479616.559320699
154,1005.0282781012356,200,3479615.653198881,3479615.653233469,3479616.658261747
155,1005.0531816668808,200,3479615.753029494,3479615.753059916,3479616.758113098
156,1005.2998969331384,200,3479615.853221953,3479615.853247324,3479616.858547221
157,1010.1264948025346,200,3479615.953778076,3479615.953806573,3479616.963933068
158,1004.2456272058189,200,3479616.053223824,3479616.053249647,3479617.057495274
159,1003.9753308519721,200,3479616.153306557,3479616.153332325,3479617.157307656
160,1004.3079797178509,200,3479616.25376702,3479616.25379088,3479617.25809886
161,1005.3446269594133,200,3479616.353323088,3479616.353356339,3479617.358700966
