index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,in_flight
0,0,mobilenet,small,cold,200,1857.28,1857.27,0.01,57.86,1799.41,1
1,1,resnet,small,cold,200,1793.7,1793.69,0.01,219.88,1573.81,2
2,2,mobilenet,small,cold,200,2118.36,2118.35,0.01,17.36,2101.0,3
3,3,mobilenet,large,cold,200,2076.93,2076.92,0.01,17.51,2059.41,4
4,4,mobilenet,large,cold,200,2024.48,2024.47,0.01,17.54,2006.94,5
5,5,resnet,small,cold,200,8859.54,8859.54,0.01,464.03,8395.5,6
6,6,mobilenet,small,cold,200,1967.21,1967.21,0.01,18.86,1948.35,7
7,7,mobilenet,small,cold,200,1916.68,1916.68,0.01,18.14,1898.54,8
8,8,mobilenet,large,cold,200,1865.98,1865.97,0.01,17.76,1848.21,9
9,9,mobilenet,large,cold,200,1843.99,1843.99,0.01,17.92,1826.06,10
10,10,resnet,small,cold,200,7575.22,7575.21,0.01,296.16,7279.05,11
11,11,resnet,large,cold,200,3900.98,3900.97,0.0,210.8,3690.17,12
12,12,resnet,small,cold,200,3679.35,3679.34,0.0,190.88,3488.46,13
13,13,mobilenet,large,cold,200,1781.17,1781.17,0.01,20.1,1761.06,14
14,14,resnet,medium,cold,200,3277.05,3277.04,0.0,168.78,3108.26,15
15,15,resnet,small,cold,200,2913.27,2913.26,0.01,197.0,2716.27,16
16,16,mobilenet,medium,cold,200,1731.0,1730.99,0.01,20.35,1710.64,17
17,17,mobilenet,small,cold,200,2612.53,2612.52,0.01,17.71,2594.81,18
18,18,resnet,small,cold,200,1786.35,1786.34,0.0,160.6,1625.74,19
19,19,resnet,medium,cold,200,10610.41,10610.4,0.0,549.07,10061.34,20
20,20,resnet,small,cold,200,2143.23,2143.23,0.01,124.5,2018.73,21
21,21,resnet,large,cold,200,2006.98,2006.97,0.0,125.24,1881.74,22
22,22,mobilenet,medium,cold,200,2599.5,2599.5,0.01,17.72,2581.78,23
23,23,mobilenet,large,cold,200,2568.18,2568.18,0.01,17.82,2550.35,24
24,24,resnet,large,cold,200,1857.82,1857.81,0.0,127.23,1730.59,25
25,25,resnet,large,cold,200,9619.04,9619.04,0.0,451.42,9167.62,26
26,26,mobilenet,large,cold,200,2571.32,2571.32,0.01,17.84,2553.47,27
27,27,mobilenet,small,cold,200,2483.61,2483.6,0.0,19.42,2464.18,28
28,28,mobilenet,medium,cold,200,2461.5,2461.5,0.0,17.64,2443.86,29
29,29,mobilenet,small,cold,200,2434.82,2434.81,0.01,17.95,2416.87,30
30,30,mobilenet,medium,cold,200,2584.42,2584.41,0.01,25.55,2558.86,31
31,31,resnet,medium,cold,200,2299.89,2299.89,0.0,135.32,2164.57,32
32,32,resnet,small,cold,200,2151.93,2151.93,0.01,126.63,2025.3,33
33,33,resnet,medium,cold,200,4083.51,4083.5,0.01,211.34,3872.16,34
34,34,mobilenet,large,cold,200,2518.64,2518.64,0.01,18.37,2500.27,35
35,35,resnet,large,cold,200,3859.99,3859.99,0.0,194.46,3665.53,36
36,36,mobilenet,large,cold,200,2322.7,2322.69,0.01,19.69,2303.0,37
37,37,mobilenet,large,cold,200,2271.12,2271.11,0.0,20.14,2250.97,38
38,38,mobilenet,small,cold,200,2215.1,2215.09,0.01,27.57,2187.52,39
39,39,resnet,medium,cold,200,2856.06,2856.05,0.01,177.77,2678.28,40
40,40,resnet,large,cold,200,3213.82,3213.82,0.0,184.0,3029.82,41
41,41,mobilenet,large,cold,200,2291.21,2291.21,0.01,17.9,2273.31,42
42,42,resnet,small,cold,200,2451.02,2451.02,0.01,128.74,2322.28,43
43,43,mobilenet,small,cold,200,2227.88,2227.87,0.0,18.14,2209.73,44
