index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,genmatrix,small,cold,200,1790.29,1790.29,0.01,54.7,1735.59,True,,0.0,0.05,,54.64,54.7,1
1,1,fastfouriertransform,large,cold,200,1644.81,1644.81,0.01,22.79,1622.01,True,,0.0,4.07,0.01,18.71,22.79,2
2,2,matrixmul,small,cold,200,3359.31,3343.07,16.25,4.96,3338.1,False,,0.0,0.36,4.02,0.57,4.96,3
3,3,mobilenet,small,cold,200,2464.74,2464.74,0.0,58.62,2406.12,True,,,,,,,4
4,4,genmatrix,small,cold,200,1896.45,1896.45,0.0,0.12,1896.33,False,,0.0,0.02,,0.09,0.12,5
5,5,genmatrix,large,cold,200,2017.14,1916.96,100.18,0.83,1916.13,False,,0.0,0.02,,0.81,0.83,6
6,6,resnet,small,cold,200,2561.86,2561.85,0.01,177.13,2384.72,True,,,,,,,7
7,7,resnet,medium,cold,200,2930.61,2930.6,0.01,121.85,2808.75,False,,,,,,,8
8,8,fastfouriertransform,small,cold,200,1632.51,1632.5,0.01,4.69,1627.81,False,,0.0,3.91,0.0,0.77,4.69,9
9,9,fastfouriertransform,small,cold,200,1573.31,1573.31,0.01,4.72,1568.58,False,,0.0,3.84,0.01,0.87,4.72,10
10,10,mobilenet,large,cold,200,2811.1,2811.1,0.0,17.84,2793.26,False,,,,,,,11
11,11,resnet,small,cold,200,3005.43,3005.43,0.0,127.44,2877.99,False,,,,,,,12
12,12,resnet,small,cold,200,3125.16,3125.16,0.01,121.2,3003.96,False,,,,,,,13
13,13,genmatrix,large,cold,200,1867.35,1807.06,60.28,0.81,1806.26,False,,0.0,0.02,,0.78,0.81,14
14,14,genmatrix,large,cold,200,1938.9,1869.4,69.5,0.84,1868.56,False,,0.0,0.02,,0.78,0.81,15
15,15,fetchdata,small,cold,200,1940.29,1940.28,0.01,126.08,1814.2,True,126.04,0.0,0.03,0.0,,126.08,16
16,16,fetchdata,large,cold,200,2907.44,2907.44,0.0,74.2,2833.24,False,74.13,0.0,0.02,0.0,,74.2,17
17,17,matrixmul,small,cold,200,3146.11,3139.59,6.51,4.96,3134.63,False,,0.0,0.38,4.01,0.57,4.96,18
18,18,linpack,small,cold,200,1966.22,1966.22,0.0,11.19,1955.03,True,,0.0,0.44,8.29,2.45,11.18,19
19,19,genmatrix,medium,cold,200,1793.77,1786.7,7.07,0.22,1786.49,False,,0.0,0.03,,0.19,0.22,20
20,20,matrixmul,medium,cold,200,2588.7,2582.88,5.82,508.99,2073.89,False,,0.0,0.35,4.0,504.64,508.98,21
21,21,mobilenet,small,cold,200,2716.61,2716.6,0.01,17.63,2698.97,False,,,,,,,22
22,22,linpack,medium,cold,200,6053.69,6053.69,0.01,744.52,5309.17,False,,0.0,0.45,3.99,740.07,744.52,23
23,23,fastfouriertransform,small,cold,200,1443.03,1443.03,0.01,4.78,1438.24,False,,0.0,3.9,0.01,0.88,4.78,24
24,24,fetchdata,small,cold,200,1917.74,1917.73,0.01,74.67,1843.06,False,74.64,0.0,0.02,0.0,,74.67,25
