index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,fastfouriertransform,small,cold,200,3266.17,3266.16,0.0,14.17,3251.99,True,,0.0,7.48,0.01,6.67,14.17,1
1,1,genmatrix,small,cold,200,3303.44,3303.44,0.0,9.75,3293.69,True,,0.0,0.05,,9.69,9.75,2
2,2,fetchdata,small,cold,200,2846.13,2846.12,0.01,155.26,2690.86,True,155.23,0.0,0.03,0.0,,155.26,3
3,3,fastfouriertransform,large,cold,200,3662.83,3662.82,0.0,4.53,3658.29,False,,0.0,3.82,0.0,0.71,4.53,4
4,4,linpack,small,cold,200,2747.15,2747.15,0.0,5.27,2741.88,False,,0.0,0.37,4.06,0.83,5.27,5
5,5,linpack,medium,cold,200,3316.99,3316.99,0.0,668.3,2648.69,False,,0.0,0.39,4.08,663.82,668.3,6
6,6,fastfouriertransform,small,cold,200,3356.57,3356.57,0.01,4.56,3352.01,False,,0.0,3.84,0.0,0.72,4.56,7
7,7,fastfouriertransform,small,cold,200,3893.28,3893.27,0.0,4.56,3888.72,False,,0.0,3.83,0.0,0.72,4.56,8
8,8,fetchdata,large,cold,200,2416.42,2416.42,0.0,84.67,2331.75,False,84.63,0.0,0.03,0.0,,84.67,9
9,9,linpack,small,cold,200,4923.36,4923.36,0.0,5.08,4918.28,False,,0.0,0.36,3.98,0.73,5.08,10
10,10,linpack,small,cold,200,2821.45,2821.44,0.0,5.1,2816.34,False,,0.0,0.36,4.02,0.72,5.1,11
11,11,linpack,medium,cold,200,4021.99,4021.99,0.0,651.06,3370.93,False,,0.0,0.37,4.07,646.6,651.06,12
12,12,fetchdata,medium,cold,200,2092.9,2092.9,0.0,84.25,2008.65,False,84.22,0.0,0.02,0.0,,84.24,13
13,13,linpack,medium,cold,200,5174.5,5174.49,0.0,655.14,4519.35,False,,0.0,0.36,4.02,650.75,655.14,14
14,14,fastfouriertransform,small,cold,200,3216.8,3216.8,0.0,4.52,3212.28,False,,0.0,3.79,0.0,0.73,4.52,15
15,15,matrixmul,medium,cold,200,3660.56,3652.01,8.55,512.7,3139.32,True,,0.0,0.38,4.18,508.13,512.69,16
16,16,genmatrix,small,cold,200,1819.14,1819.14,0.0,0.16,1818.98,False,,0.0,0.03,,0.12,0.15,17
17,17,fetchdata,medium,cold,200,1423.85,1423.84,0.0,80.73,1343.11,False,80.7,0.0,0.02,0.0,,80.73,18
18,18,fastfouriertransform,small,cold,200,2173.41,2173.41,0.0,4.55,2168.86,False,,0.0,3.83,0.0,0.72,4.55,19
19,19,matrixmul,small,cold,200,3293.73,3284.69,9.04,5.44,3279.25,False,,0.0,0.36,4.51,0.57,5.44,20
20,20,genmatrix,medium,cold,200,1467.44,1457.7,9.75,0.24,1457.45,False,,0.0,0.04,,0.2,0.24,21
21,21,linpack,medium,cold,200,2372.64,2372.64,0.0,649.95,1722.69,False,,0.0,0.35,3.97,645.62,649.95,22
22,22,fastfouriertransform,large,cold,200,1089.85,1089.84,0.0,4.91,1084.93,False,,0.0,4.06,0.01,0.83,4.91,23
23,23,matrixmul,large,cold,200,2883.48,2873.59,9.89,4.97,2868.62,False,,0.0,0.41,3.98,0.57,4.97,24
24,24,fastfouriertransform,medium,warm,200,1551.57,1551.57,0.0,652.22,899.34,False,,0.0,3.98,0.01,648.23,652.22,25
25,25,fastfouriertransform,large,cold,200,1451.55,1451.55,0.0,4.65,1446.9,False,,0.0,3.87,0.0,0.77,4.65,26
26,26,genmatrix,large,warm,200,892.92,856.2,36.72,1.08,855.12,False,,0.0,0.03,,1.04,1.08,27
27,27,linpack,medium,cold,200,3116.21,3116.21,0.0,689.18,2427.02,False,,0.0,0.36,3.98,684.84,689.18,28
28,28,linpack,small,warm,200,335.34,335.34,0.0,5.51,329.83,True,,0.0,0.43,4.13,0.94,5.51,29
29,29,fastfouriertransform,small,cold,200,1713.61,1713.61,0.0,4.52,1709.09,False,,0.0,3.79,0.0,0.72,4.52,30
30,30,fetchdata,medium,warm,200,378.71,378.71,0.0,84.93,293.78,False,84.9,0.0,0.02,0.0,,84.93,31
31,31,fastfouriertransform,small,cold,200,1504.8,1504.8,0.0,4.57,1500.23,False,,0.0,3.83,0.0,0.73,4.57,31
32,32,fastfouriertransform,medium,warm,200,1392.65,1392.64,0.0,617.64,775.01,False,,0.0,3.79,0.0,613.84,617.64,29
33,33,genmatrix,medium,warm,200,123.2,118.74,4.46,0.32,118.42,False,,0.0,0.05,,0.27,0.32,26
34,34,genmatrix,small,warm,200,61.24,61.23,0.0,0.14,61.09,False,,0.0,0.03,,0.11,0.14,26
35,35,genmatrix,medium,warm,200,25.6,15.65,9.95,0.21,15.44,False,,0.0,0.02,,0.18,0.21,21
36,36,fetchdata,large,warm,200,95.45,95.45,0.0,84.21,11.23,False,84.18,0.0,0.02,0.0,,84.21,21
37,37,genmatrix,large,warm,200,72.56,36.89,35.67,0.79,36.1,False,,0.0,0.03,,0.75,0.78,21
38,38,fastfouriertransform,large,warm,200,819.34,819.33,0.0,4.54,814.79,False,,0.0,3.79,0.0,0.75,4.54,21
39,39,fetchdata,large,warm,200,107.0,107.0,0.0,90.94,16.06,False,90.89,0.0,0.03,0.0,,90.93,20
40,40,fetchdata,small,warm,200,98.13,98.13,0.0,86.46,11.66,False,86.42,0.0,0.03,0.0,,86.46,16
41,41,matrixmul,medium,cold,200,1602.84,1593.99,8.85,509.56,1084.43,False,,0.0,0.35,4.51,504.7,509.56,16
42,42,genmatrix,large,warm,200,53.44,37.24,16.19,0.79,36.46,False,,0.0,0.02,,0.76,0.79,16
43,43,linpack,small,cold,200,2182.71,2182.71,0.0,5.04,2177.66,False,,0.0,0.33,3.97,0.73,5.04,16
44,44,genmatrix,small,warm,200,14.24,14.24,0.0,0.11,14.13,False,,0.0,0.02,,0.09,0.11,17
45,45,fetchdata,small,warm,200,101.86,101.85,0.01,87.5,14.35,False,87.46,0.0,0.03,0.0,,87.5,16
46,46,genmatrix,medium,warm,200,19.76,19.74,0.01,0.2,19.54,False,,0.0,0.02,,0.18,0.2,13
47,47,genmatrix,small,warm,200,14.51,14.51,0.0,0.11,14.39,False,,0.0,0.02,,0.09,0.11,10
48,48,fetchdata,large,warm,200,100.95,100.94,0.0,86.01,14.93,False,85.99,0.0,0.02,0.0,,86.01,10
49,49,genmatrix,small,warm,200,15.95,15.94,0.0,0.11,15.84,False,,0.0,0.02,,0.09,0.11,11
50,50,matrixmul,medium,warm,200,1218.86,1210.67,8.19,511.16,699.52,False,,0.0,0.33,4.38,506.44,511.15,10
51,51,matrixmul,small,cold,200,1127.89,1127.89,0.0,5.45,1122.44,False,,0.0,0.38,4.49,0.57,5.45,11
52,52,genmatrix,small,warm,200,13.58,13.57,0.0,0.11,13.47,False,,0.0,0.02,,0.08,0.11,8
53,53,fetchdata,large,warm,200,103.07,103.07,0.0,91.25,11.82,False,91.22,0.0,0.02,0.0,,91.25,8
54,54,linpack,large,warm,200,22.26,22.25,0.0,5.25,17.01,True,,0.0,0.36,4.04,0.84,5.24,9
55,55,genmatrix,large,warm,200,66.04,35.36,30.68,0.82,34.54,False,,0.0,0.02,,0.8,0.82,8
56,56,linpack,medium,warm,200,660.44,660.44,0.0,641.5,18.94,False,,0.0,0.35,3.96,637.18,641.5,8
57,57,linpack,medium,warm,200,1204.84,1204.84,0.0,641.82,563.02,False,,0.0,0.33,3.98,637.49,641.81,9
58,58,genmatrix,small,warm,200,11.49,11.48,0.0,0.1,11.38,False,,0.0,0.02,,0.08,0.1,9
59,59,fetchdata,large,warm,200,107.12,107.11,0.0,92.89,14.22,False,92.86,0.0,0.03,0.0,,92.89,7
60,60,matrixmul,small,warm,200,243.58,233.64,9.94,5.21,228.43,False,,0.0,0.36,4.28,0.56,5.21,8
61,61,fastfouriertransform,small,warm,200,31.72,31.71,0.0,9.27,22.44,True,,0.0,6.16,0.0,3.1,9.27,8
62,62,fetchdata,large,warm,200,104.97,104.97,0.0,90.0,14.97,False,89.97,0.0,0.02,0.0,,90.0,8
63,63,fetchdata,large,warm,200,100.38,100.37,0.0,87.74,12.63,False,87.72,0.0,0.02,0.0,,87.74,4
64,64,matrixmul,large,warm,200,33.9,25.06,8.84,4.89,20.16,False,,0.0,0.34,3.97,0.58,4.89,5
65,65,fastfouriertransform,medium,warm,200,645.89,645.88,0.0,620.0,25.88,False,,0.0,6.08,0.0,613.9,619.99,2
66,66,matrixmul,large,warm,200,37.51,29.62,7.9,5.6,24.01,False,,0.0,0.35,4.54,0.7,5.6,3
67,67,matrixmul,large,warm,200,31.75,23.42,8.32,4.88,18.54,False,,0.0,0.34,3.98,0.56,4.88,3
68,68,genmatrix,large,warm,200,53.8,36.99,16.81,0.8,36.19,False,,0.0,0.02,,0.78,0.8,3
69,69,fastfouriertransform,large,warm,200,23.21,23.2,0.01,4.64,18.56,False,,0.0,3.82,0.0,0.81,4.64,2
70,70,fastfouriertransform,large,warm,200,26.45,26.44,0.0,4.68,21.77,False,,0.0,3.87,0.0,0.8,4.68,2
71,71,linpack,medium,warm,200,655.34,655.34,0.0,640.94,14.39,False,,0.0,0.37,3.96,636.61,640.94,2
72,72,genmatrix,small,warm,200,13.26,13.25,0.01,0.1,13.15,False,,0.0,0.02,,0.08,0.1,2
73,73,genmatrix,medium,warm,200,15.8,15.79,0.0,0.2,15.59,False,,0.0,0.02,,0.18,0.2,2
74,74,fetchdata,medium,warm,200,111.11,111.11,0.0,91.66,19.45,False,91.63,0.0,0.02,0.0,,91.66,2
75,75,fastfouriertransform,large,warm,200,29.66,29.66,0.0,7.16,22.5,False,,0.0,6.06,0.0,1.09,7.15,3
76,76,genmatrix,large,warm,200,69.77,37.92,31.85,0.8,37.12,False,,0.0,0.02,,0.78,0.8,2
77,77,fetchdata,large,warm,200,112.27,112.27,0.0,91.13,21.14,False,91.1,0.0,0.02,0.0,,91.13,2
78,78,fastfouriertransform,large,warm,200,26.24,26.23,0.0,4.6,21.64,False,,0.0,3.84,0.0,0.75,4.6,2
79,79,genmatrix,large,warm,200,56.92,39.12,17.8,0.8,38.32,False,,0.0,0.02,,0.78,0.8,1
80,80,linpack,large,warm,200,19.52,19.52,0.0,5.09,14.43,False,,0.0,0.35,4.0,0.73,5.09,1
81,81,fetchdata,small,warm,200,102.8,102.79,0.0,90.94,11.85,False,90.91,0.0,0.02,0.0,,90.94,1
82,82,genmatrix,small,warm,200,15.76,15.75,0.0,0.11,15.65,False,,0.0,0.02,,0.08,0.1,2
83,83,linpack,large,warm,200,20.45,20.44,0.0,5.09,15.35,False,,0.0,0.35,3.98,0.76,5.09,1
84,84,fastfouriertransform,large,warm,200,28.17,28.16,0.0,4.54,23.62,False,,0.0,3.79,0.0,0.74,4.54,1
85,85,genmatrix,medium,warm,200,26.11,18.01,8.09,0.29,17.72,False,,0.0,0.02,,0.26,0.29,1
86,86,fastfouriertransform,small,warm,200,28.66,28.66,0.0,7.19,21.47,False,,0.0,6.08,0.0,1.11,7.19,1
87,87,genmatrix,medium,warm,200,26.6,18.52,8.09,0.29,18.22,False,,0.0,0.02,,0.26,0.29,1
88,88,fetchdata,small,warm,200,103.71,103.7,0.0,92.5,11.2,False,92.47,0.0,0.02,0.0,,92.5,1
89,89,fetchdata,large,warm,200,111.69,111.68,0.0,91.81,19.88,False,91.77,0.0,0.03,0.0,,91.81,2
90,90,fastfouriertransform,small,warm,200,27.13,27.12,0.0,4.58,22.54,False,,0.0,3.82,0.0,0.75,4.58,2
91,91,matrixmul,small,warm,200,29.37,25.24,4.13,4.93,20.31,False,,0.0,0.34,4.03,0.56,4.93,1
92,92,linpack,small,warm,200,18.68,18.68,0.0,5.11,13.57,False,,0.0,0.35,4.0,0.76,5.11,1
93,93,fetchdata,large,warm,200,103.79,103.79,0.0,92.0,11.78,False,91.97,0.0,0.03,0.0,,92.0,1
94,94,matrixmul,large,warm,200,30.86,30.86,0.0,7.7,23.15,False,,0.0,0.51,6.32,0.87,7.7,2
95,95,fetchdata,medium,warm,200,102.94,102.94,0.0,90.05,12.89,False,90.02,0.0,0.02,0.0,,90.05,1
96,96,linpack,large,warm,200,21.7,21.7,0.0,5.08,16.62,False,,0.0,0.35,4.0,0.73,5.08,2
