request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,genmatrix,small,cold,200,1767.59,1767.1,0.49,6.26,1760.84,True,,0.0,0.03,,6.23,6.26,1
1,fastfouriertransform,large,cold,200,1373.13,1373.12,0.01,6.06,1367.06,True,,0.0,3.89,0.0,2.16,6.06,1
2,matrixmul,small,cold,200,2167.32,2163.08,4.24,5.21,2157.88,True,,0.0,0.35,4.23,0.62,5.2,1
3,mobilenet,small,cold,200,1510.88,1510.87,0.01,27.68,1483.19,True,,,,,,,2
4,genmatrix,small,warm,200,11.73,10.36,1.37,0.16,10.2,False,,0.0,0.04,,0.11,0.16,1
5,genmatrix,large,warm,200,56.04,46.68,9.36,1.38,45.31,False,,0.0,0.03,,1.34,1.37,1
6,resnet,small,cold,200,2607.42,2607.41,0.01,128.88,2478.52,True,,,,,,,1
7,resnet,medium,warm,200,727.19,727.19,0.01,120.6,606.58,False,,,,,,,2
8,fastfouriertransform,small,warm,200,25.9,25.9,0.01,7.32,18.58,False,,0.0,6.17,0.0,1.14,7.32,1
9,fastfouriertransform,small,warm,200,24.46,24.45,0.01,7.3,17.15,False,,0.0,6.15,0.0,1.14,7.3,1
10,mobilenet,large,warm,200,39.62,39.61,0.01,32.11,7.51,False,,,,,,,1
11,resnet,small,warm,200,158.04,158.03,0.01,151.04,6.99,False,,,,,,,1
12,resnet,small,warm,200,130.34,130.33,0.01,123.83,6.5,False,,,,,,,1
13,genmatrix,large,warm,200,58.95,47.37,11.58,1.13,46.23,False,,0.0,0.03,,1.09,1.13,1
14,genmatrix,large,warm,200,103.47,45.16,58.31,1.2,43.96,False,,0.0,0.03,,1.17,1.2,1
15,fetchdata,small,cold,200,2579.14,2579.13,0.01,127.75,2451.38,True,127.72,0.0,0.02,0.0,,127.75,1
