index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,genmatrix,small,cold,200,1687.83,1687.82,0.0,10.02,1677.8,True,,0.0,0.03,,9.99,10.02,1
1,1,fastfouriertransform,large,cold,200,1422.76,1422.75,0.0,6.49,1416.26,True,,0.0,3.96,0.01,2.52,6.49,2
2,2,matrixmul,small,cold,200,1495.64,1489.54,6.1,5.0,1484.54,True,,0.0,0.35,4.03,0.61,4.99,3
3,3,mobilenet,small,cold,200,1739.59,1739.59,0.0,27.16,1712.42,True,,,,,,,4
4,4,genmatrix,small,cold,200,1356.24,1356.24,0.01,0.55,1355.69,False,,0.0,0.11,,0.43,0.55,5
5,5,genmatrix,large,cold,200,1337.82,1280.12,57.69,1.35,1278.77,False,,0.0,0.03,,1.32,1.35,6
6,6,resnet,small,cold,200,1879.29,1879.29,0.0,131.09,1748.2,True,,,,,,,7
7,7,resnet,medium,cold,200,2241.45,2241.45,0.0,129.56,2111.89,False,,,,,,,8
8,8,fastfouriertransform,small,warm,200,740.17,740.16,0.01,4.89,735.26,False,,0.0,3.94,0.01,0.94,4.89,9
9,9,fastfouriertransform,small,warm,200,631.05,631.05,0.01,4.76,626.29,False,,0.0,3.89,0.01,0.86,4.76,10
10,10,mobilenet,large,cold,200,1057.95,1057.95,0.0,18.32,1039.63,False,,,,,,,11
11,11,resnet,small,cold,200,1523.33,1523.33,0.0,146.65,1376.68,False,,,,,,,12
12,12,resnet,small,cold,200,1617.98,1617.97,0.01,194.79,1423.19,False,,,,,,,13
13,13,genmatrix,large,warm,200,457.46,420.59,36.88,1.03,419.55,False,,0.0,0.03,,1.0,1.03,14
14,14,genmatrix,large,warm,200,401.69,354.97,46.73,1.75,353.21,False,,0.0,0.16,,1.59,1.75,15
15,15,fetchdata,small,cold,200,1675.44,1675.43,0.01,124.06,1551.37,True,124.03,0.0,0.03,0.0,,124.06,16
16,16,fetchdata,large,cold,200,1649.96,1649.95,0.0,73.29,1576.66,False,73.27,0.0,0.02,0.0,,73.29,14
17,17,matrixmul,small,warm,200,32.96,27.3,5.66,4.95,22.35,False,,0.0,0.35,4.02,0.57,4.94,13
18,18,linpack,small,cold,200,1500.11,1500.1,0.01,5.26,1494.84,True,,0.0,0.38,4.04,0.83,5.26,10
19,19,genmatrix,medium,warm,200,18.43,18.43,0.01,0.22,18.21,False,,0.0,0.03,,0.18,0.22,10
20,20,matrixmul,medium,warm,200,532.62,532.61,0.01,508.82,23.79,False,,0.0,0.35,3.99,504.47,508.82,10
21,21,mobilenet,small,warm,200,31.87,31.87,0.01,17.88,13.99,False,,,,,,,9
22,22,linpack,medium,cold,200,1764.92,1764.91,0.01,643.58,1121.33,False,,0.0,0.35,3.99,639.23,643.58,9
23,23,fastfouriertransform,small,warm,200,27.56,27.55,0.0,4.58,22.97,False,,0.0,3.83,0.0,0.74,4.58,10
24,24,fetchdata,small,warm,200,931.39,931.39,0.0,73.9,857.49,False,73.87,0.0,0.02,0.0,,73.9,10
25,25,matrixmul,medium,warm,200,545.29,545.29,0.0,513.17,32.12,False,,0.0,0.34,3.97,508.85,513.17,10
26,26,resnet,medium,warm,200,471.91,471.9,0.01,122.98,348.92,False,,,,,,,10
27,27,linpack,small,cold,200,1286.58,1286.58,0.01,5.13,1281.44,False,,0.0,0.42,3.98,0.73,5.13,10
28,28,genmatrix,medium,warm,200,24.07,15.29,8.79,0.22,15.07,False,,0.0,0.03,,0.19,0.22,11
29,29,resnet,small,warm,200,302.22,302.22,0.0,122.18,180.04,False,,,,,,,10
30,30,fetchdata,small,warm,200,405.22,405.22,0.01,74.44,330.78,False,74.4,0.0,0.03,0.0,,74.44,10
31,31,resnet,medium,warm,200,240.3,240.29,0.01,133.76,106.53,False,,,,,,,9
32,32,linpack,large,warm,200,124.96,124.96,0.01,5.08,119.88,False,,0.0,0.34,4.0,0.74,5.08,8
33,33,resnet,medium,warm,200,150.93,150.93,0.01,120.55,30.38,False,,,,,,,8
34,34,resnet,small,warm,200,170.3,170.3,0.01,122.9,47.4,False,,,,,,,4
35,35,genmatrix,small,warm,200,11.84,11.84,0.01,0.12,11.72,False,,0.0,0.03,,0.09,0.12,4
36,36,fastfouriertransform,large,warm,200,31.57,31.57,0.01,4.61,26.96,False,,0.0,3.83,0.0,0.77,4.61,3
37,37,mobilenet,medium,warm,200,29.69,29.68,0.01,18.12,11.56,False,,,,,,,3
38,38,fastfouriertransform,small,warm,200,23.84,23.84,0.0,4.6,19.24,False,,0.0,3.86,0.0,0.73,4.6,3
39,39,linpack,small,warm,200,83.2,83.2,0.0,5.05,78.14,False,,0.0,0.33,3.99,0.73,5.05,3
