index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,genmatrix,small,cold,200,1533.27,1533.26,0.0,6.66,1526.6,True,,0.0,0.03,,6.63,6.66,1
1,1,fastfouriertransform,large,cold,200,1356.96,1356.95,0.01,6.23,1350.72,True,,0.0,3.95,0.01,2.27,6.23,2
2,2,matrixmul,small,cold,200,1519.74,1514.5,5.25,5.11,1509.38,True,,0.0,0.35,4.11,0.64,5.11,3
3,3,mobilenet,small,cold,200,1561.97,1561.97,0.0,28.73,1533.24,True,,,,,,,4
4,4,genmatrix,small,cold,200,1236.55,1236.54,0.0,0.51,1236.04,False,,0.0,0.04,,0.46,0.5,5
5,5,genmatrix,large,cold,200,1102.37,1071.1,31.27,3.15,1067.95,False,,0.0,0.03,,3.11,3.15,6
6,6,resnet,small,cold,200,2764.44,2764.43,0.01,137.42,2627.01,True,,,,,,,7
7,7,resnet,medium,cold,200,3287.52,3287.52,0.0,123.44,3164.08,False,,,,,,,8
8,8,fastfouriertransform,small,warm,200,669.54,669.53,0.01,4.77,664.77,False,,0.0,3.93,0.0,0.83,4.76,9
9,9,fastfouriertransform,small,warm,200,579.5,579.49,0.01,4.74,574.75,False,,0.0,3.96,0.0,0.77,4.74,10
10,10,mobilenet,large,warm,200,878.46,878.45,0.0,19.31,859.15,False,,,,,,,11
11,11,resnet,small,cold,200,3018.43,3018.42,0.0,125.11,2893.31,False,,,,,,,12
12,12,resnet,small,cold,200,2296.03,2296.02,0.0,129.43,2166.6,False,,,,,,,13
13,13,genmatrix,large,warm,200,344.44,301.41,43.02,1.84,299.58,False,,0.0,0.03,,1.8,1.83,14
14,14,genmatrix,large,warm,200,278.64,231.12,47.52,1.55,229.56,False,,0.0,0.26,,1.29,1.55,15
15,15,fetchdata,small,cold,200,1661.68,1661.68,0.0,136.77,1524.91,True,136.73,0.0,0.02,0.0,,136.76,13
16,16,fetchdata,large,cold,200,1794.97,1794.97,0.0,74.7,1720.27,False,74.67,0.0,0.02,0.0,,74.7,13
