index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,2780.4,7.13,cold,200
1,grayscale,small,2286.9,18.046,cold,200
2,genmatrix,small,5300.0,10.107,cold,200
3,fastfouriertransform,large,3961.3,4.8999999999999995,cold,200
4,pagerank,small,4507.2,299.435,cold,200
5,resnet,medium,4029.3,187.532,cold,200
6,graphgen,small,7528.2,4.36,cold,200
7,fastfouriertransform,small,3755.0,4.881,cold,200
8,genmatrix,large,5241.0,1.6900000000000002,cold,200
9,resnet,small,5188.6,180.38199999999998,cold,200
10,pagerank,small,4237.7,9.942,cold,200
11,pagerank,medium,4296.2,45.498999999999995,cold,200
12,genmatrix,medium,4899.5,0.22599999999999998,cold,200
13,resnet,medium,4810.1,192.86,cold,200
14,graphgen,small,10039.4,2.7950000000000004,cold,200
15,matrixmul,medium,4786.9,542.215,cold,200
16,grayscale,small,1549.5,9.274,warm,200
17,genmatrix,medium,4646.1,0.503,cold,200
18,fastfouriertransform,small,3188.7,4.946,cold,200
19,matrixmul,small,4625.2,5.056,cold,200
20,linpack,medium,4191.0,653.162,cold,200
21,resnet,medium,3460.3,225.518,cold,200
22,graphgen,large,9981.5,108.442,cold,200
23,mobilenet,large,2897.8,34.028999999999996,cold,200
24,fastfouriertransform,medium,2242.0,660.764,cold,200
25,fastfouriertransform,large,2204.1,4.991,cold,200
26,grayscale,large,9684.2,2712.64,cold,200
27,resnet,medium,3393.0,230.971,cold,200
28,resnet,small,3488.1,142.163,cold,200
29,fastfouriertransform,small,2649.9,4.9350000000000005,cold,200
30,genmatrix,medium,3973.1,0.728,cold,200
31,fastfouriertransform,small,1898.6,4.973,warm,200
32,fastfouriertransform,medium,2482.5,628.327,cold,200
33,grayscale,medium,796.6,89.587,warm,200
34,linpack,small,6226.3,5.42,cold,200
35,linpack,medium,4097.0,647.282,cold,200
36,genmatrix,large,3683.9,2.968,cold,200
37,grayscale,large,9282.3,2703.845,cold,200
38,fastfouriertransform,large,2193.5,4.954,cold,200
39,fetchdata,large,2130.8,128.494,cold,200
40,genmatrix,small,3459.4,0.216,cold,200
41,mobilenet,medium,2145.5,24.564,cold,200
42,grayscale,large,9057.8,2729.702,cold,200
43,pagerank,small,2575.8,10.987,cold,200
44,linpack,small,2998.8,5.074999999999999,cold,200
45,genmatrix,small,3331.4,0.159,cold,200
46,linpack,medium,4212.1,655.7669999999999,cold,200
47,grayscale,small,103.6,6.898,warm,200
48,genmatrix,large,3186.3,1.97,cold,200
49,linpack,small,4081.3,5.305,cold,200
50,mobilenet,medium,1695.5,33.260999999999996,warm,200
51,mobilenet,small,1514.7,18.657,warm,200
52,grayscale,small,8128.6,6.982,cold,200
53,genmatrix,large,2908.2,0.9700000000000001,cold,200
54,pagerank,large,2886.3,279.11,cold,200
55,grayscale,large,22134.1,2740.627,cold,200
56,resnet,medium,2306.9,212.12900000000002,cold,200
57,resnet,medium,2412.5,159.672,cold,200
58,linpack,small,3618.0,5.3020000000000005,cold,200
59,fetchdata,large,1528.2,77.905,warm,200
60,mobilenet,small,1090.2,23.85,warm,200
61,graphgen,small,4802.3,2.821,cold,200
62,fetchdata,large,1295.9,78.283,warm,200
63,fetchdata,large,1045.7,76.80499999999999,warm,200
64,matrixmul,large,2377.9,4.969,cold,200
65,fastfouriertransform,medium,1489.3,626.994,warm,200
66,matrixmul,large,2282.0,5.038,cold,200
67,mobilenet,large,775.0,34.592,warm,200
68,grayscale,large,21564.7,2731.0910000000003,cold,200
69,graphgen,large,7549.4,64.339,cold,200
70,fastfouriertransform,large,1245.7,4.84,warm,200
71,pagerank,medium,1350.1,45.055,warm,200
72,linpack,small,2925.4,5.357,cold,200
73,grayscale,medium,7157.3,58.293,cold,200
74,fetchdata,medium,538.3,78.08500000000001,warm,200
75,graphgen,large,7290.9,62.260999999999996,cold,200
76,grayscale,large,21122.0,2719.133,cold,200
77,fetchdata,large,466.6,76.491,warm,200
78,fastfouriertransform,large,851.9,4.848,warm,200
79,grayscale,large,20992.6,2764.944,cold,200
80,pagerank,large,1901.8,283.329,warm,200
81,genmatrix,small,1479.0,0.10500000000000001,warm,200
82,linpack,small,1752.6,5.059,warm,200
83,pagerank,large,1072.4,285.154,warm,200
84,graphgen,large,7000.1,62.141000000000005,cold,200
85,linpack,medium,2988.0,692.111,cold,200
86,graphgen,small,5960.0,2.8249999999999997,cold,200
87,linpack,medium,3568.0,680.179,cold,200
88,genmatrix,small,1130.2,0.326,warm,200
89,genmatrix,large,1067.6,1.32,warm,200
90,fastfouriertransform,small,257.9,4.8180000000000005,warm,200
91,mobilenet,small,38.2,28.864,warm,200
92,pagerank,small,191.6,51.94,warm,200
93,fetchdata,large,105.6,100.028,warm,200
94,mobilenet,large,23.5,18.502000000000002,warm,200
95,fetchdata,medium,90.1,82.982,warm,200
96,pagerank,large,1518.5,297.452,warm,200
97,matrixmul,small,722.2,5.015000000000001,warm,200
98,pagerank,large,1785.1,283.814,warm,200
99,genmatrix,large,661.6,1.433,warm,200
100,grayscale,medium,5856.0,57.787,cold,200
101,linpack,medium,3583.6,699.211,cold,200
102,pagerank,medium,860.0,48.527,warm,200
103,fastfouriertransform,small,18.0,4.916,warm,200
104,genmatrix,small,331.9,0.11,warm,200
105,linpack,small,1288.7,5.271999999999999,warm,200
106,resnet,large,506.9,164.439,warm,200
107,genmatrix,large,87.3,1.092,warm,200
108,genmatrix,small,240.6,0.125,warm,200
109,fastfouriertransform,large,37.6,4.906,warm,200
110,graphgen,small,4280.3,2.954,cold,200
111,fastfouriertransform,small,25.6,4.898,warm,200
112,linpack,small,944.5,5.2379999999999995,warm,200
113,pagerank,small,322.8,10.485,warm,200
114,grayscale,large,19293.3,2745.784,cold,200
115,mobilenet,small,32.0,25.069000000000003,warm,200
116,pagerank,small,185.5,10.039,warm,200
117,resnet,large,248.1,238.65900000000002,warm,200
118,mobilenet,small,34.5,25.805000000000003,warm,200
119,mobilenet,medium,31.1,26.398999999999997,warm,200
120,genmatrix,small,10.7,0.135,warm,200
121,fastfouriertransform,large,18.4,4.944999999999999,warm,200
122,matrixmul,medium,529.1,515.582,warm,200
123,matrixmul,medium,1015.7,530.158,warm,200
124,mobilenet,large,81.1,73.464,warm,200
125,graphgen,large,4690.6,64.755,cold,200
