request_id,function,size,type,status,latency_ms,ttfb_ms,execution_time_ms,system_overhead_ms,in_flight
0,mobilenet,small,cold,200,1605.67,1605.66,26.0,1579.67,1
1,resnet,small,cold,200,1691.66,1691.65,128.62,1563.02,1
2,mobilenet,small,warm,200,23.81,23.79,18.07,5.72,1
3,mobilenet,large,warm,200,28.08,28.07,21.09,6.98,1
4,mobilenet,large,warm,200,30.42,30.41,23.13,7.28,1
5,resnet,small,warm,200,149.91,149.91,140.89,9.02,1
6,mobilenet,small,warm,200,30.36,30.36,23.29,7.07,1
7,mobilenet,small,warm,200,33.68,33.68,23.43,10.24,1
8,mobilenet,large,warm,200,34.49,34.49,23.73,10.75,1
9,mobilenet,large,warm,200,31.82,31.81,23.71,8.1,1
10,resnet,small,warm,200,150.96,150.95,143.5,7.46,1
11,resnet,large,warm,200,129.03,129.02,119.36,9.66,1
12,resnet,small,warm,200,126.99,126.99,120.38,6.61,1
13,mobilenet,large,warm,200,113.58,113.58,22.44,91.13,1
14,resnet,medium,warm,200,145.42,145.42,138.71,6.71,1
15,resnet,small,warm,200,130.69,130.68,122.0,8.68,1
16,mobilenet,medium,warm,200,31.99,31.97,23.5,8.48,1
17,mobilenet,small,warm,200,30.17,30.16,23.03,7.13,1
18,resnet,small,warm,200,155.63,155.63,148.51,7.11,1
19,resnet,medium,warm,200,126.27,126.27,120.13,6.14,1
20,resnet,small,warm,200,125.59,125.58,119.61,5.97,1
21,resnet,large,warm,200,155.77,155.76,149.08,6.69,1
22,mobilenet,medium,warm,200,29.79,29.78,22.9,6.88,1
23,mobilenet,large,warm,200,30.46,30.46,23.21,7.25,1
24,resnet,large,warm,200,143.77,143.76,136.74,7.02,1
25,resnet,large,warm,200,127.5,127.49,119.57,7.92,1
26,mobilenet,large,warm,200,30.29,30.29,23.38,6.9,1
27,mobilenet,small,warm,200,29.87,29.86,23.32,6.53,1
28,mobilenet,medium,warm,200,31.85,31.85,23.22,8.63,1
29,mobilenet,small,warm,200,30.16,30.15,23.25,6.9,1
30,mobilenet,medium,warm,200,31.62,31.62,23.52,8.1,1
31,resnet,medium,warm,200,150.44,150.43,143.7,6.73,1
32,resnet,small,warm,200,126.83,126.82,119.62,7.19,1
33,resnet,medium,warm,200,127.31,127.29,119.41,7.88,1
34,mobilenet,large,warm,200,30.66,30.66,23.05,7.6,1
35,resnet,large,warm,200,149.2,149.19,142.62,6.58,1
36,mobilenet,large,warm,200,39.48,39.47,33.28,6.19,1
37,mobilenet,large,warm,200,26.26,26.25,18.04,8.21,1
38,mobilenet,small,warm,200,24.57,24.56,18.01,6.55,1
39,resnet,medium,warm,200,152.95,152.94,146.53,6.41,1
40,resnet,large,warm,200,125.21,125.2,118.84,6.36,1
41,mobilenet,large,warm,200,30.19,30.17,22.95,7.22,1
42,resnet,small,warm,200,140.04,140.03,133.45,6.58,1
43,mobilenet,small,warm,200,30.28,30.27,23.33,6.94,1
44,resnet,medium,warm,200,127.11,127.1,120.97,6.13,1
45,resnet,small,warm,200,151.64,151.63,143.41,8.22,1
46,mobilenet,large,warm,200,31.38,31.37,23.42,7.96,1
47,resnet,small,warm,200,126.47,126.46,119.56,6.89,1
48,resnet,medium,warm,200,154.24,154.22,145.58,8.64,1
49,resnet,small,warm,200,126.32,126.31,120.11,6.2,1
50,resnet,small,warm,200,126.12,126.12,119.88,6.24,1
51,mobilenet,large,warm,200,30.85,30.84,23.49,7.35,1
52,resnet,large,warm,200,347.15,347.15,135.96,211.19,1
53,resnet,large,warm,200,353.21,353.2,126.1,227.1,1
54,resnet,medium,warm,200,126.29,126.27,119.66,6.61,1
55,mobilenet,small,warm,200,35.01,35.01,26.48,8.53,1
56,resnet,small,warm,200,159.13,159.12,149.52,9.6,1
57,mobilenet,small,warm,200,45.21,45.2,38.12,7.08,1
58,mobilenet,large,warm,200,24.05,24.04,18.14,5.9,1
59,mobilenet,large,warm,200,25.46,25.45,18.07,7.38,1
60,resnet,large,warm,200,140.51,140.5,134.27,6.23,1
61,mobilenet,medium,warm,200,28.92,28.91,22.87,6.04,1
62,resnet,large,warm,200,128.77,128.73,122.1,6.63,1
63,resnet,large,warm,200,148.22,148.21,141.68,6.53,1
64,resnet,large,warm,200,127.44,127.43,120.82,6.62,1
65,mobilenet,large,warm,200,32.16,32.15,23.52,8.63,1
66,mobilenet,large,warm,200,236.5,236.49,23.02,213.47,1
67,resnet,large,warm,200,154.07,154.06,147.03,7.03,1
68,resnet,small,warm,200,126.38,126.38,120.26,6.11,1
69,resnet,medium,warm,200,127.65,127.64,119.65,7.99,1
70,mobilenet,medium,warm,200,30.35,30.34,23.06,7.28,1
71,mobilenet,large,warm,200,32.19,32.18,23.41,8.77,1
72,resnet,large,warm,200,155.51,155.51,145.47,10.04,1
73,mobilenet,large,warm,200,31.78,31.77,25.13,6.64,1
74,mobilenet,large,warm,200,235.75,235.74,22.8,212.94,1
75,resnet,large,warm,200,358.63,358.62,145.63,212.99,1
76,mobilenet,small,warm,200,29.6,29.59,23.38,6.21,1
77,resnet,small,warm,200,125.8,125.79,119.54,6.26,1
78,mobilenet,large,warm,200,30.54,30.52,23.0,7.52,1
79,resnet,medium,warm,200,149.06,149.06,142.39,6.66,1
80,mobilenet,small,warm,200,30.44,30.43,23.44,6.99,1
81,resnet,medium,warm,200,125.79,125.78,119.46,6.32,1
82,mobilenet,small,warm,200,31.47,31.46,23.46,8.0,1
83,mobilenet,large,warm,200,235.5,235.49,22.77,212.72,1
84,mobilenet,small,warm,200,30.51,30.5,23.73,6.77,1
85,resnet,small,warm,200,151.41,151.41,144.45,6.96,1
86,mobilenet,small,warm,200,29.87,29.86,23.18,6.68,1
87,resnet,large,warm,200,126.12,126.12,119.48,6.63,1
88,mobilenet,medium,warm,200,29.64,29.64,23.13,6.5,1
89,resnet,small,warm,200,152.61,152.61,146.11,6.5,1
90,mobilenet,large,warm,200,34.34,34.33,27.5,6.83,1
91,resnet,medium,warm,200,125.9,125.89,119.39,6.5,1
92,resnet,medium,warm,200,153.12,153.11,146.63,6.49,1
93,resnet,small,warm,200,125.46,125.45,118.99,6.46,1
94,mobilenet,small,warm,200,30.5,30.49,23.53,6.95,1
95,mobilenet,medium,warm,200,30.06,30.05,23.41,6.63,1
96,mobilenet,large,warm,200,238.21,238.21,23.93,214.28,1
97,mobilenet,large,warm,200,32.1,32.09,23.57,8.53,1
98,mobilenet,small,warm,200,31.22,31.21,23.44,7.77,1
99,mobilenet,large,warm,200,30.22,30.21,23.02,7.19,1
100,mobilenet,small,warm,200,238.46,238.45,25.59,212.87,1
101,mobilenet,small,warm,200,29.91,29.9,23.26,6.64,1
102,resnet,small,warm,200,155.92,155.9,149.06,6.84,1
103,mobilenet,medium,warm,200,30.03,30.02,23.28,6.75,1
104,resnet,small,warm,200,126.44,126.43,119.5,6.94,1
105,mobilenet,large,warm,200,32.31,32.3,23.34,8.96,1
106,resnet,small,warm,200,150.66,150.65,144.04,6.61,1
107,resnet,medium,warm,200,127.51,127.5,119.73,7.77,1
108,mobilenet,small,warm,200,30.17,30.16,23.3,6.86,1
109,mobilenet,large,warm,200,30.44,30.43,23.29,7.13,1
110,resnet,medium,warm,200,347.76,347.75,134.33,213.42,1
111,resnet,medium,warm,200,125.5,125.49,119.15,6.33,1
112,resnet,large,warm,200,126.18,126.17,119.85,6.32,1
113,mobilenet,large,warm,200,30.79,30.78,23.21,7.57,1
114,mobilenet,small,warm,200,29.46,29.46,22.74,6.72,1
115,resnet,large,warm,200,364.93,364.93,148.1,216.83,1
116,resnet,small,warm,200,128.81,128.8,119.15,9.65,1
117,mobilenet,small,warm,200,31.81,31.8,23.09,8.71,1
118,mobilenet,large,warm,200,30.25,30.24,23.33,6.91,1
119,resnet,small,warm,200,151.44,151.43,144.65,6.78,1
120,resnet,small,warm,200,126.33,126.32,119.79,6.53,1
121,resnet,medium,warm,200,125.89,125.88,119.62,6.27,1
122,mobilenet,small,warm,200,30.18,30.17,22.89,7.28,1
123,resnet,large,warm,200,152.13,152.13,145.44,6.69,1
124,mobilenet,small,warm,200,29.54,29.53,22.47,7.06,1
125,mobilenet,small,warm,200,34.24,34.23,23.5,10.73,1
126,mobilenet,small,warm,200,29.65,29.64,22.99,6.65,1
127,resnet,medium,warm,200,154.54,154.53,144.66,9.88,1
128,resnet,small,warm,200,127.54,127.53,120.13,7.41,1
129,resnet,small,warm,200,130.79,130.78,119.89,10.89,1
130,mobilenet,medium,warm,200,131.6,131.59,23.85,107.74,1
131,mobilenet,medium,warm,200,29.98,29.98,23.1,6.87,1
132,resnet,medium,warm,200,355.83,355.82,141.01,214.82,1
133,resnet,medium,warm,200,126.09,126.07,119.9,6.17,1
