request_id,function,size,type,status,latency_ms,ttfb_ms,execution_time_ms,system_overhead_ms,in_flight
0,mobilenet,small,cold,200,1580.34,1580.33,26.38,1553.96,1
1,resnet,small,cold,200,2363.44,2363.44,156.39,2207.04,1
2,mobilenet,small,warm,200,31.15,31.14,23.73,7.41,1
3,mobilenet,large,warm,200,110.45,110.44,23.88,86.56,1
4,mobilenet,large,warm,200,32.16,32.15,23.34,8.81,1
5,resnet,small,warm,200,153.67,153.66,146.63,7.03,1
6,mobilenet,small,warm,200,30.21,30.2,23.42,6.78,1
7,mobilenet,small,warm,200,30.09,30.08,23.78,6.3,1
8,mobilenet,large,warm,200,30.17,30.17,23.09,7.08,1
9,mobilenet,large,warm,200,33.07,33.07,23.74,9.33,1
10,resnet,small,warm,200,156.22,156.21,149.22,6.99,1
11,resnet,large,warm,200,352.07,352.06,137.72,214.34,1
12,resnet,small,warm,200,155.73,155.72,148.93,6.79,1
13,mobilenet,large,warm,200,29.81,29.81,23.39,6.42,1
14,resnet,medium,warm,200,150.74,150.73,143.76,6.98,1
15,resnet,small,warm,200,144.87,144.86,138.23,6.63,1
16,mobilenet,medium,warm,200,35.16,35.15,26.83,8.32,1
17,mobilenet,small,warm,200,29.74,29.73,22.57,7.16,1
18,resnet,small,warm,200,152.37,152.35,141.82,10.52,1
19,resnet,medium,warm,200,145.95,145.94,139.75,6.19,1
20,resnet,small,warm,200,156.16,156.15,145.99,10.16,1
21,resnet,large,warm,200,147.5,147.5,141.25,6.25,1
22,mobilenet,medium,warm,200,39.45,39.45,30.1,9.34,1
23,mobilenet,large,warm,200,29.09,29.08,23.25,5.83,1
24,resnet,large,warm,200,152.67,152.66,145.3,7.36,1
25,resnet,large,warm,200,151.3,151.29,142.97,8.32,1
26,mobilenet,large,warm,200,33.53,33.5,23.6,9.9,1
27,mobilenet,small,warm,200,30.38,30.37,23.05,7.32,1
28,mobilenet,medium,warm,200,32.57,32.56,23.11,9.45,1
29,mobilenet,small,warm,200,29.89,29.89,23.08,6.8,1
30,mobilenet,medium,warm,200,30.88,30.88,23.22,7.66,1
31,resnet,medium,warm,200,158.31,158.3,149.78,8.52,1
32,resnet,small,warm,200,151.56,151.55,141.22,10.33,1
33,resnet,medium,warm,200,153.61,153.6,146.59,7.02,1
34,mobilenet,large,warm,200,30.11,30.09,23.19,6.9,1
35,resnet,large,warm,200,353.88,353.88,142.83,211.04,1
36,mobilenet,large,warm,200,30.02,30.02,23.08,6.93,1
37,mobilenet,large,warm,200,29.57,29.56,23.01,6.55,1
38,mobilenet,small,warm,200,30.78,30.77,23.53,7.24,1
39,resnet,medium,warm,200,148.59,148.59,141.57,7.02,1
40,resnet,large,warm,200,185.9,185.9,147.39,38.5,1
41,mobilenet,large,warm,200,41.38,41.37,23.33,18.04,1
42,resnet,small,warm,200,160.44,160.43,149.82,10.61,1
43,mobilenet,small,warm,200,31.42,31.41,22.86,8.55,1
44,resnet,medium,warm,200,152.5,152.49,146.51,5.99,1
45,resnet,small,warm,200,150.41,150.41,139.7,10.71,1
46,mobilenet,large,warm,200,119.13,119.12,33.25,85.87,1
47,resnet,small,warm,200,149.92,149.91,141.26,8.65,1
48,resnet,medium,warm,200,325.65,325.64,144.29,181.35,1
49,resnet,small,warm,200,149.0,148.98,142.02,6.96,1
50,resnet,small,warm,200,156.12,156.11,149.36,6.75,1
51,mobilenet,large,warm,200,31.12,31.11,23.58,7.53,1
52,resnet,large,warm,200,238.36,238.35,148.23,90.12,1
53,resnet,large,warm,200,142.58,142.58,134.67,7.91,1
54,resnet,medium,warm,200,152.78,152.78,146.49,6.29,1
55,mobilenet,small,warm,200,29.65,29.64,22.8,6.83,1
56,resnet,small,warm,200,151.33,151.31,144.63,6.68,1
57,mobilenet,small,warm,200,30.04,30.03,22.72,7.31,1
58,mobilenet,large,warm,200,31.19,31.19,23.54,7.64,1
59,mobilenet,large,warm,200,30.6,30.6,23.78,6.81,1
60,resnet,large,warm,200,158.82,158.81,151.8,7.01,1
61,mobilenet,medium,warm,200,40.27,40.26,33.22,7.04,1
62,resnet,large,warm,200,154.56,154.55,147.31,7.24,1
63,resnet,large,warm,200,145.82,145.82,139.46,6.36,1
64,resnet,large,warm,200,158.93,158.92,150.8,8.12,1
65,mobilenet,large,warm,200,33.89,33.88,27.14,6.73,1
