index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,2053.0,7.420999999999999,cold,200
1,grayscale,small,1385.5,20.698999999999998,warm,200
2,genmatrix,small,1577.0,13.139,warm,200
3,fastfouriertransform,large,2023.2,5.283,cold,200
4,pagerank,small,1919.3,296.626,warm,200
5,resnet,medium,2948.8,189.252,cold,200
6,graphgen,small,1896.3,5.6899999999999995,warm,200
7,fastfouriertransform,small,1982.1,5.012,warm,200
8,genmatrix,large,1611.6,1.4909999999999999,warm,200
9,resnet,small,2048.3,133.119,cold,200
10,pagerank,small,1952.2,56.254,warm,200
11,pagerank,medium,1980.9,44.197,warm,200
12,genmatrix,medium,1722.5,0.195,warm,200
13,resnet,medium,2293.4,151.756,cold,200
14,graphgen,small,1805.4,3.366,warm,200
15,matrixmul,medium,2481.2,514.029,cold,200
16,grayscale,small,1285.0,6.988,warm,200
17,genmatrix,medium,1674.9,0.221,warm,200
18,fastfouriertransform,small,1885.3,5.574,warm,200
19,matrixmul,small,2463.2,5.1450000000000005,cold,200
20,linpack,medium,6105.9,705.055,cold,200
21,resnet,medium,2932.2,157.304,cold,200
22,graphgen,large,3834.7,75.496,cold,200
23,mobilenet,large,2214.5,43.475,cold,200
24,fastfouriertransform,medium,3984.1,717.756,cold,200
25,fastfouriertransform,large,2483.2,5.936,cold,200
26,grayscale,large,26868.2,3099.888,cold,200
27,resnet,medium,3043.1,164.168,cold,200
28,resnet,small,1992.4,131.88400000000001,warm,200
29,fastfouriertransform,small,1772.4,5.157,warm,200
30,genmatrix,medium,1538.6,0.27099999999999996,warm,200
31,fastfouriertransform,small,1742.7,5.274,warm,200
32,fastfouriertransform,medium,3168.2,740.395,cold,200
33,grayscale,medium,1507.8,60.836,warm,200
34,linpack,small,3906.5,5.061999999999999,cold,200
35,linpack,medium,5242.4,681.012,cold,200
36,genmatrix,large,1600.8,1.024,warm,200
37,grayscale,large,26518.7,2900.5679999999998,cold,200
38,fastfouriertransform,large,1672.9,5.034000000000001,warm,200
39,fetchdata,large,2410.9,132.13400000000001,cold,200
40,genmatrix,small,1309.2,0.261,warm,200
41,mobilenet,medium,2349.6,21.354000000000003,cold,200
42,grayscale,large,26493.8,3387.931,cold,200
43,pagerank,small,1530.1,11.232000000000001,warm,200
44,linpack,small,3816.3,5.058,cold,200
45,genmatrix,small,1213.1,0.13999999999999999,warm,200
46,linpack,medium,4455.0,651.0709999999999,cold,200
47,grayscale,small,957.2,7.18,warm,200
48,genmatrix,large,1258.1,0.858,warm,200
49,linpack,small,6522.5,5.765000000000001,cold,200
50,mobilenet,medium,2369.8,23.455000000000002,cold,200
51,mobilenet,small,2333.5,25.826,cold,200
52,grayscale,small,915.6,7.065,warm,200
53,genmatrix,large,1398.9,1.268,warm,200
54,pagerank,large,3135.2,292.173,cold,200
55,grayscale,large,27362.5,3171.7219999999998,cold,200
56,resnet,medium,2234.8,175.808,cold,200
57,resnet,medium,2046.3,190.42899999999997,cold,200
58,linpack,small,2346.2,5.471,cold,200
59,fetchdata,large,2375.0,80.71499999999999,cold,200
60,mobilenet,small,2189.1,24.038,cold,200
61,graphgen,small,1421.4,3.6270000000000002,warm,200
62,fetchdata,large,2746.5,79.575,cold,200
63,fetchdata,large,2682.8,77.958,cold,200
64,matrixmul,large,2025.0,5.223,cold,200
65,fastfouriertransform,medium,2076.3,660.192,cold,200
66,matrixmul,large,1983.6,5.046,warm,200
67,mobilenet,large,2143.5,29.201999999999998,cold,200
68,grayscale,large,26259.9,2957.681,cold,200
69,graphgen,large,3309.3,79.641,cold,200
70,fastfouriertransform,large,1352.6,5.127,warm,200
71,pagerank,medium,1343.1,43.951,warm,200
72,linpack,small,6286.2,5.239,cold,200
73,grayscale,medium,1025.0,61.451,warm,200
74,fetchdata,medium,2789.6,78.766,cold,200
75,graphgen,large,3150.8,79.832,cold,200
76,grayscale,large,26203.6,3430.543,cold,200
77,fetchdata,large,2678.9,79.919,cold,200
78,fastfouriertransform,large,1272.0,5.007000000000001,warm,200
79,grayscale,large,26199.2,2857.482,cold,200
80,pagerank,large,2169.9,285.082,cold,200
81,genmatrix,small,892.5,0.13799999999999998,warm,200
82,linpack,small,6174.2,5.718,cold,200
83,pagerank,large,2481.3,284.254,cold,200
84,graphgen,large,3003.7,106.57,cold,200
85,linpack,medium,2067.7,685.978,cold,200
86,graphgen,small,2972.5,5.1419999999999995,cold,200
87,linpack,medium,2703.5,647.846,cold,200
88,genmatrix,small,750.7,0.132,warm,200
89,genmatrix,large,915.5,0.832,warm,200
90,fastfouriertransform,small,1162.9,5.204000000000001,warm,200
91,mobilenet,small,1554.5,18.28,warm,200
92,pagerank,small,1038.7,11.998999999999999,warm,200
93,fetchdata,large,2278.7,81.304,cold,200
94,mobilenet,large,1579.7,18.406,warm,200
95,fetchdata,medium,2178.1,78.83999999999999,cold,200
96,pagerank,large,1622.5,288.81600000000003,warm,200
97,matrixmul,small,2222.0,5.215,cold,200
98,pagerank,large,3059.1,287.929,cold,200
99,genmatrix,large,762.9,0.945,warm,200
100,grayscale,medium,954.8,59.187999999999995,warm,200
101,linpack,medium,3222.7,660.307,cold,200
102,pagerank,medium,1124.4,45.509,warm,200
103,fastfouriertransform,small,1023.2,4.983,warm,200
104,genmatrix,small,801.3,0.104,warm,200
105,linpack,small,3190.6,5.138,cold,200
106,resnet,large,991.7,175.60799999999998,warm,200
107,genmatrix,large,963.9,0.9779999999999999,warm,200
108,genmatrix,small,771.2,0.133,warm,200
109,fastfouriertransform,large,962.8,5.552,warm,200
110,graphgen,small,850.7,3.0109999999999997,warm,200
111,fastfouriertransform,small,2389.2,5.921,cold,200
112,linpack,small,5865.8,5.393,cold,200
113,pagerank,small,1030.5,10.905,warm,200
114,grayscale,large,27147.6,2734.6879999999996,cold,200
115,mobilenet,small,1334.4,18.474,warm,200
116,pagerank,small,1011.0,9.971,warm,200
117,resnet,large,5172.5,329.295,cold,200
118,mobilenet,small,1353.3,28.108999999999998,warm,200
119,mobilenet,medium,1444.5,18.453,warm,200
120,genmatrix,small,850.0,0.107,warm,200
121,fastfouriertransform,large,2285.7,5.4510000000000005,cold,200
122,matrixmul,medium,1968.9,515.021,warm,200
123,matrixmul,medium,2498.6,523.635,cold,200
124,mobilenet,large,1372.8,26.323,warm,200
125,graphgen,large,4124.4,93.239,cold,200
126,fastfouriertransform,small,2969.5,5.275,cold,200
127,matrixmul,large,2467.9,5.107,cold,200
128,linpack,small,3635.5,5.104,cold,200
129,genmatrix,small,804.8,0.108,warm,200
130,genmatrix,large,845.4,0.9319999999999999,warm,200
131,mobilenet,small,1276.5,26.909,warm,200
132,matrixmul,small,2441.7,5.435,cold,200
133,grayscale,medium,23619.6,58.951,cold,200
134,genmatrix,small,758.3,0.096,warm,200
135,mobilenet,large,1208.7,22.328,warm,200
136,fastfouriertransform,small,2880.9,5.019,cold,200
137,pagerank,small,829.9,10.189,warm,200
138,fastfouriertransform,small,2856.0,5.2,cold,200
139,fetchdata,medium,1655.2,77.41000000000001,warm,200
140,mobilenet,medium,1310.7,26.186999999999998,warm,200
141,genmatrix,medium,704.4,0.192,warm,200
142,graphgen,small,2910.5,3.1580000000000004,cold,200
143,matrixmul,small,2321.3,5.105,cold,200
144,matrixmul,medium,3408.5,510.828,cold,200
145,mobilenet,medium,1232.5,23.321,warm,200
146,matrixmul,large,3397.2,5.116,cold,200
147,pagerank,large,3286.4,286.918,cold,200
148,mobilenet,small,1238.1,24.42,warm,200
149,genmatrix,medium,681.5,0.19699999999999998,warm,200
150,genmatrix,small,684.5,0.101,warm,200
151,resnet,large,1931.4,133.682,warm,200
152,pagerank,small,1076.8,10.029,warm,200
153,linpack,small,4070.7,5.337,cold,200
154,graphgen,large,3758.3,71.565,cold,200
155,mobilenet,large,1106.6,23.630000000000003,warm,200
156,pagerank,small,2479.8,11.283,cold,200
157,graphgen,large,4508.0,80.86200000000001,cold,200
158,fastfouriertransform,small,2667.6,5.135,cold,200
159,fastfouriertransform,large,2666.9,5.008,cold,200
160,fastfouriertransform,large,2658.8,5.111,cold,200
