index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,4937.9,12.347999999999999,cold,200
1,grayscale,small,3891.4,30.758,cold,200
2,genmatrix,small,4479.1,6.297,cold,200
3,fastfouriertransform,large,7416.0,5.449,cold,200
4,pagerank,small,5564.5,277.271,cold,200
5,resnet,medium,5472.0,166.666,cold,200
6,graphgen,small,4401.0,5.851,cold,200
7,fastfouriertransform,small,7376.4,5.335,cold,200
8,genmatrix,large,4618.9,0.866,cold,200
9,resnet,small,5646.9,210.598,cold,200
10,pagerank,small,5623.2,10.161,cold,200
11,pagerank,medium,5861.9,101.914,cold,200
12,genmatrix,medium,4540.2,0.211,cold,200
13,resnet,medium,6895.6,235.179,cold,200
14,graphgen,small,6418.0,5.832999999999999,cold,200
15,matrixmul,medium,5725.2,558.36,cold,200
16,grayscale,small,3762.2,7.352,cold,200
17,genmatrix,medium,4441.6,0.19799999999999998,cold,200
18,fastfouriertransform,small,4766.2,5.744,cold,200
19,matrixmul,small,7001.4,4.9719999999999995,cold,200
20,linpack,medium,4948.8,695.308,cold,200
21,resnet,medium,6542.9,255.17499999999998,cold,200
22,graphgen,large,6420.8,76.306,cold,200
23,mobilenet,large,4986.8,115.60199999999999,cold,200
24,fastfouriertransform,medium,5623.2,912.748,cold,200
25,fastfouriertransform,large,5615.7,5.403,cold,200
26,grayscale,large,22743.4,3622.0099999999998,cold,200
27,resnet,medium,6190.7,135.186,cold,200
28,resnet,small,6043.5,173.88500000000002,cold,200
29,fastfouriertransform,small,5588.0,9.221,cold,200
30,genmatrix,medium,4207.4,0.22,cold,200
31,fastfouriertransform,small,5583.3,9.055,cold,200
32,fastfouriertransform,medium,6416.2,746.405,cold,200
33,grayscale,medium,3646.9,62.493,cold,200
34,linpack,small,8497.9,5.646,cold,200
35,linpack,medium,6248.8,701.395,cold,200
36,genmatrix,large,4257.4,0.8170000000000001,cold,200
37,grayscale,large,22769.7,2776.919,cold,200
38,fastfouriertransform,large,6358.3,4.88,cold,200
39,fetchdata,large,5707.0,124.675,cold,200
40,genmatrix,small,4112.2,0.126,cold,200
41,mobilenet,medium,5336.5,44.079,cold,200
42,grayscale,large,22549.5,2873.317,cold,200
43,pagerank,small,5196.7,12.587,cold,200
44,linpack,small,8382.7,6.787,cold,200
45,genmatrix,small,4124.6,0.121,cold,200
46,linpack,medium,9276.3,873.726,cold,200
47,grayscale,small,3432.0,7.9399999999999995,cold,200
48,genmatrix,large,4097.9,3.851,cold,200
49,linpack,small,8349.4,5.774,cold,200
50,mobilenet,medium,5334.9,82.718,cold,200
51,mobilenet,small,4951.6,50.512,cold,200
52,grayscale,small,3382.0,14.482,cold,200
53,genmatrix,large,4017.9,0.934,cold,200
54,pagerank,large,6002.6,296.263,cold,200
55,grayscale,large,22310.6,2745.4700000000003,cold,200
56,resnet,medium,5571.7,197.74,cold,200
57,resnet,medium,6868.1,173.903,cold,200
58,linpack,small,8244.5,5.874,cold,200
59,fetchdata,large,6438.2,93.34299999999999,cold,200
60,mobilenet,small,4810.3,32.598,cold,200
61,graphgen,small,4388.1,4.751,cold,200
62,fetchdata,large,5638.1,77.649,cold,200
63,fetchdata,large,5713.6,82.453,cold,200
64,matrixmul,large,5264.8,5.311,cold,200
65,fastfouriertransform,medium,6796.7,718.673,cold,200
66,matrixmul,large,5262.5,5.483,cold,200
67,mobilenet,large,5023.5,93.307,cold,200
68,grayscale,large,22176.9,2793.815,cold,200
69,graphgen,large,6277.0,76.902,cold,200
70,fastfouriertransform,large,5183.9,5.212,cold,200
71,pagerank,medium,5082.4,45.727,cold,200
72,linpack,small,8093.2,6.1000000000000005,cold,200
73,grayscale,medium,3313.2,61.131,cold,200
74,fetchdata,medium,5765.7,78.583,cold,200
75,graphgen,large,6007.7,108.02499999999999,cold,200
76,grayscale,large,22070.5,3272.879,cold,200
77,fetchdata,large,5966.6,77.149,cold,200
78,fastfouriertransform,large,5121.7,5.0280000000000005,cold,200
79,grayscale,large,25891.1,3565.613,cold,200
80,pagerank,large,6134.6,303.418,cold,200
81,genmatrix,small,3680.6,0.09899999999999999,cold,200
82,linpack,small,7969.1,6.322,cold,200
83,pagerank,large,6540.1,342.07300000000004,cold,200
84,graphgen,large,5992.1,80.499,cold,200
85,linpack,medium,4996.9,698.92,cold,200
86,graphgen,small,4664.3,7.872000000000001,cold,200
87,linpack,medium,7921.3,777.37,cold,200
88,genmatrix,small,3814.9,0.111,cold,200
89,genmatrix,large,3787.7,0.8180000000000001,cold,200
90,fastfouriertransform,small,5016.6,8.398,cold,200
91,mobilenet,small,4610.8,54.547,cold,200
92,pagerank,small,4719.0,10.052999999999999,cold,200
93,fetchdata,large,5490.7,76.45,cold,200
94,mobilenet,large,4625.3,44.471,cold,200
95,fetchdata,medium,5652.2,77.764,cold,200
96,pagerank,large,6837.3,391.73400000000004,cold,200
97,matrixmul,small,4899.7,5.252,cold,200
98,pagerank,large,7255.3,400.22400000000005,cold,200
99,genmatrix,large,3614.5,0.78,cold,200
100,grayscale,medium,2978.9,71.206,cold,200
101,linpack,medium,6986.3,712.941,cold,200
102,pagerank,medium,4829.6,47.007,cold,200
103,fastfouriertransform,small,5703.4,5.804,cold,200
104,genmatrix,small,3566.6,0.104,cold,200
105,linpack,small,7756.6,6.7299999999999995,cold,200
106,resnet,large,6441.6,263.503,cold,200
107,genmatrix,large,3657.9,0.78,cold,200
108,genmatrix,small,3644.2,0.134,cold,200
109,fastfouriertransform,large,5647.3,4.9319999999999995,cold,200
110,graphgen,small,5517.3,6.857,cold,200
111,fastfouriertransform,small,5627.1,4.886,cold,200
112,linpack,small,8617.0,6.247,cold,200
113,pagerank,small,4571.9,52.633,cold,200
114,grayscale,large,6980.1,2821.0769999999998,cold,200
115,mobilenet,small,4554.0,38.903,cold,200
116,pagerank,small,4549.3,11.105,cold,200
117,resnet,large,4780.5,212.269,cold,200
118,mobilenet,small,4087.1,38.811,cold,200
119,mobilenet,medium,4195.3,47.800000000000004,cold,200
120,genmatrix,small,3525.3,0.096,cold,200
121,fastfouriertransform,large,5527.2,4.902,cold,200
122,matrixmul,medium,5250.8,545.288,cold,200
123,matrixmul,medium,5869.5,528.74,cold,200
124,mobilenet,large,4100.2,62.775999999999996,cold,200
125,graphgen,large,6471.6,77.138,cold,200
126,fastfouriertransform,small,6186.8,5.133,cold,200
127,matrixmul,large,5760.4,5.082,cold,200
128,linpack,small,3887.9,5.213,cold,200
129,genmatrix,small,3886.9,0.106,cold,200
130,genmatrix,large,3923.7,0.7879999999999999,cold,200
131,mobilenet,small,4600.5,73.46900000000001,cold,200
132,matrixmul,small,5762.8,5.014,cold,200
133,grayscale,medium,6330.3,69.131,cold,200
134,genmatrix,small,4038.2,0.10900000000000001,cold,200
135,mobilenet,large,4632.7,73.147,cold,200
136,fastfouriertransform,small,4061.8,8.854000000000001,cold,200
137,pagerank,small,4366.3,11.366,cold,200
138,fastfouriertransform,small,4059.2,6.528,cold,200
139,fetchdata,medium,5363.1,77.654,cold,200
140,mobilenet,medium,4631.0,45.821,cold,200
141,genmatrix,medium,4132.4,0.268,cold,200
142,graphgen,small,4142.8,5.51,cold,200
143,matrixmul,small,6213.4,5.002000000000001,cold,200
144,matrixmul,medium,6726.3,510.56100000000004,cold,200
145,mobilenet,medium,4618.1,32.53,cold,200
146,matrixmul,large,6911.0,5.009,cold,200
147,pagerank,large,7273.6,365.035,cold,200
148,mobilenet,small,4619.9,56.528,cold,200
149,genmatrix,medium,4155.8,0.23399999999999999,cold,200
150,genmatrix,small,4192.3,0.115,cold,200
151,resnet,large,6171.9,247.545,cold,200
152,pagerank,small,4344.6,10.377,cold,200
153,linpack,small,4189.1,8.286,cold,200
154,graphgen,large,5839.1,106.751,cold,200
155,mobilenet,large,4616.8,42.124,cold,200
156,pagerank,small,4425.3,10.940999999999999,cold,200
157,graphgen,large,5967.5,67.464,cold,200
158,fastfouriertransform,small,4171.7,5.019,cold,200
159,fastfouriertransform,large,4162.8,5.054,cold,200
160,fastfouriertransform,large,4170.9,5.1370000000000005,cold,200
161,genmatrix,medium,4170.2,0.20900000000000002,cold,200
162,fastfouriertransform,large,4151.6,5.031,cold,200
163,genmatrix,large,4179.2,0.85,cold,200
164,resnet,small,6434.5,194.389,cold,200
165,resnet,small,9525.9,166.209,cold,200
166,matrixmul,large,6695.4,5.012,cold,200
167,resnet,large,9666.8,174.243,cold,200
168,pagerank,medium,4367.4,44.881,cold,200
169,grayscale,small,5902.5,9.350999999999999,cold,200
170,linpack,small,4179.4,5.167,cold,200
171,grayscale,medium,5985.9,60.281,cold,200
172,fetchdata,large,5125.7,79.289,cold,200
173,grayscale,medium,6056.8,66.071,cold,200
174,linpack,small,4153.7,5.225,cold,200
175,graphgen,medium,5197.6,18.136,cold,200
176,resnet,large,9746.5,173.16,cold,200
177,fastfouriertransform,small,4129.4,5.002999999999999,cold,200
178,pagerank,small,4277.2,10.383,cold,200
179,pagerank,medium,4321.9,46.580999999999996,cold,200
180,fetchdata,medium,5131.2,77.416,cold,200
181,fastfouriertransform,small,4117.0,5.44,cold,200
182,linpack,medium,4913.0,777.852,cold,200
183,fetchdata,medium,4350.3,80.138,cold,200
184,pagerank,large,7284.5,324.821,cold,200
185,grayscale,large,14684.8,2757.3650000000002,cold,200
186,pagerank,small,4251.3,10.325000000000001,cold,200
187,pagerank,medium,4319.0,46.112,cold,200
188,fastfouriertransform,small,4086.2,5.603999999999999,cold,200
189,grayscale,small,5702.3,8.513,cold,200
190,fastfouriertransform,large,4086.9,5.189,cold,200
191,pagerank,small,4229.8,10.13,cold,200
192,grayscale,medium,20833.5,269.853,cold,200
193,resnet,small,6202.7,260.24199999999996,cold,200
194,linpack,small,4805.4,5.2589999999999995,cold,200
195,grayscale,large,14384.5,2702.317,cold,200
196,mobilenet,medium,4259.5,54.718999999999994,cold,200
197,graphgen,small,4880.8,6.49,cold,200
198,matrixmul,medium,5666.0,512.2919999999999,cold,200
199,graphgen,small,4953.3,3.402,cold,200
200,linpack,small,4751.4,5.2940000000000005,cold,200
201,grayscale,small,5582.5,8.815999999999999,cold,200
202,mobilenet,large,4236.4,32.948,cold,200
203,matrixmul,large,5619.2,5.168,cold,200
204,graphgen,small,4887.1,3.458,cold,200
205,fastfouriertransform,large,4146.0,5.3420000000000005,cold,200
206,fetchdata,large,5134.4,89.234,cold,200
207,graphgen,medium,5180.8,14.205,cold,200
208,resnet,large,6440.3,204.192,cold,200
209,fetchdata,medium,10082.7,5089.420999999999,cold,200
210,fetchdata,small,15229.7,5083.106,cold,200
211,grayscale,medium,20838.5,140.695,cold,200
212,graphgen,medium,5312.0,18.8,cold,200
213,genmatrix,large,4381.4,0.786,cold,200
214,genmatrix,large,4442.8,0.889,cold,200
215,fastfouriertransform,medium,5223.7,782.463,cold,200
216,pagerank,medium,4868.1,419.33500000000004,cold,200
217,resnet,large,6379.0,241.726,cold,200
218,fetchdata,small,15215.6,82.4,cold,200
219,fetchdata,small,15241.6,83.449,cold,200
220,matrixmul,small,5403.6,5.211,cold,200
221,fetchdata,large,15312.4,79.99000000000001,cold,200
222,linpack,medium,5225.7,678.631,cold,200
223,genmatrix,medium,4501.9,0.201,cold,200
224,fetchdata,large,15402.9,96.293,cold,200
225,fastfouriertransform,medium,5414.8,794.899,cold,200
226,graphgen,medium,5334.7,21.737,cold,200
227,genmatrix,small,4568.5,0.526,cold,200
228,mobilenet,medium,4564.5,49.673,cold,200
229,grayscale,small,20614.7,9.129,cold,200
230,genmatrix,small,4544.2,0.133,cold,200
231,genmatrix,medium,4529.8,0.27,cold,200
232,linpack,medium,5191.5,720.84,cold,200
233,fastfouriertransform,medium,6104.3,751.478,cold,200
234,linpack,large,5169.2,5.144,cold,200
235,pagerank,medium,5023.9,434.366,cold,200
236,pagerank,medium,4749.7,55.050000000000004,cold,200
237,graphgen,small,5133.6,4.969,cold,200
238,grayscale,small,5224.6,8.161,cold,200
239,resnet,medium,6345.6,186.468,cold,200
240,graphgen,small,5187.0,3.229,cold,200
241,resnet,medium,6754.8,428.97400000000005,cold,200
242,linpack,large,5025.3,5.096,cold,200
243,linpack,medium,5726.9,652.513,cold,200
244,resnet,large,9291.1,209.00900000000001,cold,200
245,fastfouriertransform,medium,6134.6,959.816,cold,200
246,resnet,small,9691.0,203.94899999999998,cold,200
