index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,3241.2,11.753,cold,200
1,grayscale,small,4003.6,25.939,cold,200
2,genmatrix,small,3513.9,8.812999999999999,cold,200
3,fastfouriertransform,large,5079.1,4.792,cold,200
4,pagerank,small,4210.9,270.13100000000003,cold,200
5,resnet,medium,6173.2,290.08099999999996,cold,200
6,graphgen,small,4653.0,4.503,cold,200
7,fastfouriertransform,small,4885.8,5.1770000000000005,cold,200
8,genmatrix,large,3364.5,0.9859999999999999,cold,200
9,resnet,small,7229.9,123.229,cold,200
10,pagerank,small,3941.1,9.991999999999999,cold,200
11,pagerank,medium,3985.7,43.505,cold,200
12,genmatrix,medium,3069.7,0.281,cold,200
13,resnet,medium,6463.6,120.477,cold,200
14,graphgen,small,6181.0,3.075,cold,200
15,matrixmul,medium,3974.3,503.024,cold,200
16,grayscale,small,3301.6,16.549,cold,200
17,genmatrix,medium,2823.3,0.526,cold,200
18,fastfouriertransform,small,2351.1,5.2589999999999995,cold,200
19,matrixmul,small,3807.9,5.202,cold,200
20,linpack,medium,3358.3,664.826,cold,200
21,resnet,medium,6771.3,139.958,cold,200
22,graphgen,large,5875.3,66.356,cold,200
23,mobilenet,large,2893.3,51.054,cold,200
24,fastfouriertransform,medium,2737.1,684.945,cold,200
25,fastfouriertransform,large,2693.2,5.059,cold,200
26,grayscale,large,35089.8,4487.845,cold,200
27,resnet,medium,6071.1,124.999,cold,200
28,resnet,small,5767.8,121.94099999999999,cold,200
29,fastfouriertransform,small,2500.5,4.953,cold,200
30,genmatrix,medium,2176.5,0.435,cold,200
31,fastfouriertransform,small,2407.1,4.8580000000000005,cold,200
32,fastfouriertransform,medium,2981.2,624.958,cold,200
33,grayscale,medium,2590.5,126.493,cold,200
34,linpack,small,2680.4,5.0489999999999995,cold,200
35,linpack,medium,3281.9,650.4830000000001,cold,200
36,genmatrix,large,1937.1,2.076,warm,200
37,grayscale,large,30131.2,4369.813,cold,200
38,fastfouriertransform,large,2687.4,4.987,cold,200
39,fetchdata,large,2324.0,139.763,cold,200
40,genmatrix,small,1673.0,0.207,warm,200
41,mobilenet,medium,2075.0,27.629,cold,200
42,grayscale,large,29842.9,4387.813999999999,cold,200
43,pagerank,small,2278.3,10.738,cold,200
44,linpack,small,2843.0,5.056,cold,200
45,genmatrix,small,1452.9,0.149,warm,200
46,linpack,medium,3397.5,651.809,cold,200
47,grayscale,small,1731.3,11.631,warm,200
48,genmatrix,large,1254.3,1.071,warm,200
49,linpack,small,1918.4,5.154,warm,200
50,mobilenet,medium,1543.5,18.797,warm,200
51,mobilenet,small,1503.1,18.705,warm,200
52,grayscale,small,1471.5,11.239,warm,200
53,genmatrix,large,1055.4,0.925,warm,200
54,pagerank,large,2248.6,281.092,cold,200
55,grayscale,large,29171.1,4461.973,cold,200
56,resnet,medium,3927.0,298.43399999999997,cold,200
57,resnet,medium,4705.3,132.625,cold,200
58,linpack,small,1474.3,5.066,warm,200
59,fetchdata,large,1650.5,78.322,warm,200
60,mobilenet,small,1072.7,18.277,warm,200
61,graphgen,small,2412.2,2.777,cold,200
62,fetchdata,large,1256.6,80.11200000000001,warm,200
63,fetchdata,large,1532.5,80.764,warm,200
64,matrixmul,large,1536.8,4.9719999999999995,warm,200
65,fastfouriertransform,medium,1965.9,628.464,warm,200
66,matrixmul,large,1448.5,5.256,warm,200
67,mobilenet,large,747.0,26.023,warm,200
68,grayscale,large,28614.6,4572.117,cold,200
69,graphgen,large,3624.8,63.851000000000006,cold,200
70,fastfouriertransform,large,1722.6,4.862,warm,200
71,pagerank,medium,1035.8,43.246,warm,200
72,linpack,small,1437.9,5.119000000000001,warm,200
73,grayscale,medium,685.6,93.77000000000001,warm,200
74,fetchdata,medium,737.7,79.629,warm,200
75,graphgen,large,3170.2,66.145,cold,200
76,grayscale,large,32436.2,4411.195000000001,cold,200
77,fetchdata,large,672.4,81.245,warm,200
78,fastfouriertransform,large,1354.6,4.849,warm,200
79,grayscale,large,27815.8,4590.945,cold,200
80,pagerank,large,1267.1,276.909,warm,200
81,genmatrix,small,11.7,0.107,warm,200
82,linpack,small,2259.1,5.082,cold,200
83,pagerank,large,1456.2,303.78,warm,200
84,graphgen,large,2825.8,99.97399999999999,cold,200
85,linpack,medium,2863.8,681.636,cold,200
86,graphgen,small,2086.1,2.817,cold,200
87,linpack,medium,3369.9,675.2439999999999,cold,200
88,genmatrix,small,6.2,0.108,warm,200
89,genmatrix,large,37.8,0.7919999999999999,warm,200
90,fastfouriertransform,small,736.7,5.158,warm,200
91,mobilenet,small,23.0,17.88,warm,200
