index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,fastfouriertransform,small,cold,200,3699.34,3699.33,0.0,9.26,3690.07,True,,0.0,5.16,0.01,4.07,9.25,1
1,1,genmatrix,small,cold,200,3438.39,3438.39,0.01,10.34,3428.05,True,,0.0,0.03,,10.29,10.33,2
2,2,fetchdata,small,cold,200,3138.48,3138.48,0.0,132.48,3006.0,True,132.41,0.0,0.05,0.0,,132.47,3
3,3,fastfouriertransform,large,cold,200,4964.47,4964.46,0.0,4.91,4959.55,False,,0.0,3.97,0.01,0.92,4.91,4
4,4,linpack,small,cold,200,2898.02,2898.01,0.01,6.33,2891.69,True,,0.01,0.97,4.36,0.98,6.33,5
5,5,linpack,medium,cold,200,6208.3,6208.29,0.0,667.67,5540.62,False,,0.0,0.4,3.95,663.32,667.67,6
6,6,fastfouriertransform,small,cold,200,4674.25,4674.24,0.01,4.95,4669.29,False,,0.0,3.97,0.01,0.97,4.95,7
7,7,fastfouriertransform,small,cold,200,4582.75,4582.75,0.0,4.9,4577.85,False,,0.0,4.03,0.01,0.86,4.9,8
8,8,fetchdata,large,cold,200,2612.78,2612.78,0.0,78.51,2534.27,False,78.47,0.0,0.03,0.0,,78.51,9
9,9,linpack,small,cold,200,5817.99,5817.98,0.0,5.54,5812.45,False,,0.0,0.47,4.1,0.95,5.53,10
10,10,linpack,small,cold,200,2306.49,2306.49,0.01,5.43,2301.06,False,,0.0,0.41,4.15,0.86,5.42,11
11,11,linpack,medium,cold,200,4264.81,4264.8,0.01,681.54,3583.27,False,,0.0,0.43,4.01,677.1,681.54,12
12,12,fetchdata,medium,cold,200,2370.12,2370.12,0.0,76.96,2293.16,False,76.93,0.0,0.02,0.0,,76.96,13
13,13,linpack,medium,cold,200,2698.53,2698.53,0.0,690.18,2008.34,False,,0.0,0.41,4.51,685.25,690.18,14
14,14,fastfouriertransform,small,cold,200,3886.13,3886.12,0.0,4.89,3881.24,False,,0.0,3.99,0.0,0.89,4.89,15
15,15,matrixmul,medium,cold,200,4035.15,4030.99,4.15,601.37,3429.62,True,,0.0,0.38,5.63,595.35,601.37,16
16,16,genmatrix,small,cold,200,2006.5,2006.49,0.01,0.16,2006.33,False,,0.0,0.04,,0.11,0.16,17
17,17,fetchdata,medium,cold,200,1793.39,1793.38,0.0,73.66,1719.72,False,73.63,0.0,0.02,0.0,,73.66,18
18,18,fastfouriertransform,small,cold,200,3494.45,3494.45,0.0,4.78,3489.67,False,,0.0,3.92,0.0,0.84,4.77,19
19,19,matrixmul,small,cold,200,4243.11,4236.49,6.61,5.29,4231.21,False,,0.0,0.48,4.15,0.65,5.29,20
20,20,genmatrix,medium,cold,200,1556.0,1550.74,5.26,0.26,1550.47,False,,0.0,0.04,,0.22,0.26,21
21,21,linpack,medium,cold,200,2577.95,2577.94,0.0,676.32,1901.63,False,,0.0,0.39,4.07,671.85,676.31,22
22,22,fastfouriertransform,large,cold,200,3106.27,3106.27,0.01,4.82,3101.45,False,,0.0,3.93,0.0,0.88,4.82,23
23,23,matrixmul,large,cold,200,3821.79,3816.4,5.39,5.27,3811.14,False,,0.0,0.42,4.15,0.68,5.26,24
