index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,fastfouriertransform,small,cold,200,1622.55,1622.55,0.01,8.34,1614.2,True,,0.0,5.9,0.0,2.43,8.34,1
1,1,genmatrix,small,cold,200,1656.74,1656.73,0.01,9.6,1647.13,True,,0.0,0.03,,9.56,9.59,2
2,2,fetchdata,small,cold,200,1738.42,1738.41,0.0,128.15,1610.26,True,128.1,0.0,0.04,0.0,,128.15,3
3,3,fastfouriertransform,large,cold,200,2834.77,2834.77,0.01,4.59,2830.18,False,,0.0,3.86,0.0,0.72,4.58,4
4,4,linpack,small,cold,200,1634.9,1634.9,0.0,5.65,1629.24,True,,0.0,0.43,4.27,0.95,5.65,5
5,5,linpack,medium,cold,200,4871.47,4871.47,0.0,649.03,4222.44,False,,0.0,0.39,3.97,644.67,649.03,6
6,6,fastfouriertransform,small,cold,200,2647.47,2647.46,0.0,4.72,2642.74,False,,0.0,3.91,0.0,0.8,4.72,7
7,7,fastfouriertransform,small,cold,200,2609.8,2609.8,0.0,4.65,2605.15,False,,0.0,3.89,0.0,0.75,4.64,8
8,8,fetchdata,large,cold,200,1743.93,1743.93,0.01,74.57,1669.36,False,74.49,0.0,0.07,0.0,,74.57,9
9,9,linpack,small,cold,200,1398.43,1398.43,0.0,5.16,1393.27,False,,0.0,0.36,4.02,0.78,5.15,10
10,10,linpack,small,cold,200,2009.7,2009.7,0.01,5.17,2004.52,False,,0.0,0.45,4.0,0.72,5.17,11
11,11,linpack,medium,cold,200,1949.2,1949.2,0.01,649.73,1299.47,False,,0.0,0.44,3.97,645.31,649.73,12
12,12,fetchdata,medium,cold,200,1463.96,1463.96,0.0,73.65,1390.31,False,73.57,0.0,0.07,0.0,,73.65,13
13,13,linpack,medium,cold,200,2505.17,2505.17,0.01,651.24,1853.93,False,,0.0,0.43,3.97,646.82,651.24,14
14,14,fastfouriertransform,small,cold,200,2258.31,2258.3,0.0,4.6,2253.7,False,,0.0,3.85,0.0,0.74,4.6,15
15,15,matrixmul,medium,cold,200,2381.91,2376.57,5.33,507.93,1868.64,True,,0.0,0.44,4.13,503.36,507.92,16
16,16,genmatrix,small,warm,200,944.09,944.09,0.0,0.13,943.96,False,,0.0,0.03,,0.1,0.13,17
17,17,fetchdata,medium,cold,200,1140.8,1140.8,0.0,73.73,1067.06,False,73.7,0.0,0.03,0.0,,73.73,18
18,18,fastfouriertransform,small,cold,200,2071.23,2071.23,0.0,4.64,2066.59,False,,0.0,3.86,0.0,0.78,4.64,19
19,19,matrixmul,small,cold,200,3265.37,3251.89,13.49,4.87,3247.02,False,,0.0,0.33,3.97,0.56,4.87,20
20,20,genmatrix,medium,warm,200,764.95,753.1,11.85,0.2,752.9,False,,0.0,0.02,,0.17,0.2,21
21,21,linpack,medium,cold,200,2755.88,2755.88,0.0,647.71,2108.17,False,,0.0,0.43,4.01,643.27,647.71,22
22,22,fastfouriertransform,large,cold,200,1194.57,1194.57,0.0,4.87,1189.71,False,,0.0,3.93,0.01,0.92,4.86,23
23,23,matrixmul,large,cold,200,3072.51,3065.73,6.78,4.94,3060.8,False,,0.0,0.35,4.01,0.57,4.93,24
24,24,fastfouriertransform,medium,cold,200,1737.31,1737.31,0.0,646.35,1090.96,False,,0.0,3.98,0.01,642.36,646.35,25
25,25,fastfouriertransform,large,cold,200,1730.0,1729.99,0.0,4.62,1725.37,False,,0.0,3.87,0.0,0.75,4.62,26
26,26,genmatrix,large,warm,200,478.36,442.05,36.32,0.99,441.06,False,,0.0,0.02,,0.96,0.99,27
27,27,linpack,medium,cold,200,3108.72,3108.71,0.0,650.24,2458.48,False,,0.0,0.43,3.97,645.84,650.24,28
28,28,linpack,small,cold,200,3060.92,3060.92,0.01,5.12,3055.79,False,,0.0,0.43,3.98,0.71,5.12,29
29,29,fastfouriertransform,small,cold,200,1527.2,1527.19,0.0,4.61,1522.59,False,,0.0,3.86,0.0,0.74,4.6,30
30,30,fetchdata,medium,warm,200,421.65,421.65,0.01,74.86,346.79,False,74.83,0.0,0.02,0.0,,74.86,31
31,31,fastfouriertransform,small,cold,200,1435.95,1435.95,0.01,4.64,1431.31,False,,0.0,3.89,0.0,0.74,4.64,32
32,32,fastfouriertransform,medium,warm,200,688.0,687.99,0.0,648.22,39.77,False,,0.0,3.84,0.0,644.38,648.22,33
33,33,genmatrix,medium,warm,200,122.27,98.4,23.87,0.19,98.21,False,,0.0,0.02,,0.17,0.19,33
34,34,genmatrix,small,warm,200,59.25,59.25,0.0,0.11,59.14,False,,0.0,0.02,,0.08,0.11,34
35,35,genmatrix,medium,warm,200,19.4,19.4,0.0,0.19,19.21,False,,0.0,0.02,,0.17,0.19,33
36,36,fetchdata,large,warm,200,408.0,407.99,0.0,73.38,334.61,False,73.35,0.0,0.02,0.0,,73.38,29
37,37,genmatrix,large,warm,200,91.04,37.77,53.27,0.79,36.98,False,,0.0,0.03,,0.76,0.79,27
38,38,fastfouriertransform,large,cold,200,1095.51,1095.5,0.0,4.73,1090.78,False,,0.0,3.85,0.0,0.87,4.72,28
39,39,fetchdata,large,warm,200,331.82,331.81,0.0,74.71,257.11,False,74.67,0.0,0.02,0.0,,74.7,27
40,40,fetchdata,small,warm,200,373.12,373.11,0.01,77.59,295.52,False,77.55,0.0,0.03,0.0,,77.59,27
41,41,matrixmul,medium,cold,200,1598.83,1598.82,0.0,508.51,1090.31,False,,0.0,0.37,3.96,504.17,508.51,28
42,42,genmatrix,large,warm,200,65.65,36.46,29.19,0.79,35.67,False,,0.0,0.02,,0.76,0.79,28
43,43,linpack,small,cold,200,2977.85,2977.84,0.01,5.27,2972.57,False,,0.0,0.33,4.18,0.75,5.27,28
44,44,genmatrix,small,warm,200,11.55,11.55,0.0,0.11,11.44,False,,0.0,0.02,,0.09,0.11,28
45,45,fetchdata,small,warm,200,197.95,197.95,0.0,73.95,124.0,False,73.91,0.01,0.02,0.0,,73.95,27
46,46,genmatrix,medium,warm,200,21.71,21.71,0.0,0.22,21.48,False,,0.0,0.02,,0.2,0.22,25
47,47,genmatrix,small,warm,200,14.35,14.34,0.0,0.11,14.23,False,,0.0,0.02,,0.09,0.11,25
48,48,fetchdata,large,warm,200,123.08,123.08,0.0,73.19,49.89,False,73.17,0.0,0.02,0.0,,73.19,24
49,49,genmatrix,small,warm,200,12.91,12.91,0.0,0.11,12.8,False,,0.0,0.02,,0.09,0.11,24
50,50,matrixmul,medium,cold,200,1664.08,1664.08,0.0,506.93,1157.14,False,,0.0,0.37,3.97,502.59,506.93,24
51,51,matrixmul,small,cold,200,1619.28,1619.27,0.0,4.91,1614.36,False,,0.0,0.36,3.98,0.56,4.91,22
52,52,genmatrix,small,warm,200,15.16,15.16,0.0,0.12,15.04,False,,0.0,0.02,,0.09,0.12,23
53,53,fetchdata,large,warm,200,84.72,84.72,0.0,73.69,11.02,False,73.67,0.0,0.02,0.0,,73.69,23
54,54,linpack,large,warm,200,24.49,24.48,0.01,5.19,19.29,True,,0.0,0.37,4.0,0.82,5.19,24
55,55,genmatrix,large,warm,200,63.69,36.77,26.92,0.79,35.98,False,,0.0,0.02,,0.77,0.79,23
56,56,linpack,medium,warm,200,679.3,679.28,0.02,653.06,26.22,False,,0.0,0.35,3.96,648.75,653.06,24
57,57,linpack,medium,warm,200,1281.08,1281.07,0.0,657.74,623.33,False,,0.0,0.34,3.96,653.44,657.74,24
58,58,genmatrix,small,warm,200,10.67,10.67,0.0,0.11,10.56,False,,0.0,0.02,,0.09,0.11,25
59,59,fetchdata,large,warm,200,89.45,89.44,0.0,74.73,14.72,False,74.7,0.0,0.02,0.0,,74.73,23
60,60,matrixmul,small,cold,200,1227.64,1221.77,5.87,4.9,1216.87,False,,0.0,0.37,3.97,0.56,4.9,16
61,61,fastfouriertransform,small,warm,200,27.29,27.28,0.01,4.68,22.6,False,,0.0,3.91,0.0,0.76,4.68,16
62,62,fetchdata,large,warm,200,94.03,94.02,0.01,80.52,13.5,False,80.5,0.0,0.02,0.0,,80.52,16
63,63,fetchdata,large,warm,200,120.65,120.65,0.01,75.89,44.75,False,75.87,0.0,0.02,0.0,,75.89,16
64,64,matrixmul,large,warm,200,984.41,978.4,6.01,4.87,973.53,False,,0.0,0.32,3.98,0.56,4.87,15
65,65,fastfouriertransform,medium,warm,200,667.96,667.96,0.0,637.38,30.58,False,,0.0,3.8,0.0,633.57,637.38,16
66,66,matrixmul,large,warm,200,939.0,931.93,7.07,4.87,927.06,False,,0.0,0.33,3.98,0.56,4.87,16
67,67,matrixmul,large,warm,200,887.42,887.42,0.0,4.91,882.5,False,,0.0,0.37,3.97,0.57,4.91,17
68,68,genmatrix,large,warm,200,60.67,37.34,23.33,0.79,36.55,False,,0.0,0.02,,0.77,0.79,18
69,69,fastfouriertransform,large,warm,200,467.39,467.39,0.0,4.57,462.82,False,,0.0,3.79,0.0,0.77,4.57,19
70,70,fastfouriertransform,large,warm,200,428.26,428.26,0.01,4.59,423.67,False,,0.0,3.84,0.0,0.75,4.59,18
71,71,linpack,medium,warm,200,1240.25,1240.25,0.0,659.57,580.67,False,,0.0,0.33,3.99,655.25,659.57,19
72,72,genmatrix,small,warm,200,11.77,11.77,0.0,0.11,11.66,False,,0.0,0.02,,0.08,0.11,20
73,73,genmatrix,medium,warm,200,26.38,20.33,6.05,0.2,20.13,False,,0.0,0.02,,0.18,0.2,19
74,74,fetchdata,medium,warm,200,84.77,84.77,0.0,73.22,11.54,False,73.2,0.0,0.02,0.0,,73.22,19
75,75,fastfouriertransform,large,warm,200,181.52,181.52,0.01,4.64,176.88,False,,0.0,3.79,0.0,0.84,4.63,20
76,76,genmatrix,large,warm,200,73.59,39.6,33.99,0.79,38.81,False,,0.0,0.02,,0.76,0.79,20
77,77,fetchdata,large,warm,200,90.32,90.32,0.0,73.38,16.94,False,73.35,0.0,0.02,0.0,,73.37,20
78,78,fastfouriertransform,large,warm,200,34.11,34.11,0.0,4.5,29.61,False,,0.0,3.76,0.0,0.73,4.5,20
79,79,genmatrix,large,warm,200,74.54,39.17,35.37,0.78,38.39,False,,0.0,0.02,,0.76,0.78,15
80,80,linpack,large,warm,200,802.95,802.95,0.01,5.08,797.87,False,,0.0,0.34,4.0,0.73,5.07,16
81,81,fetchdata,small,warm,200,86.29,86.28,0.01,72.57,13.71,False,72.55,0.0,0.02,0.0,,72.57,16
82,82,genmatrix,small,warm,200,14.56,14.56,0.0,0.11,14.45,False,,0.0,0.02,,0.09,0.11,17
83,83,linpack,large,warm,200,641.76,641.76,0.0,5.13,636.63,False,,0.0,0.33,4.05,0.74,5.13,15
84,84,fastfouriertransform,large,warm,200,42.66,42.66,0.0,4.59,38.07,False,,0.0,3.82,0.0,0.76,4.59,13
85,85,genmatrix,medium,warm,200,18.24,18.23,0.01,0.22,18.01,False,,0.0,0.02,,0.2,0.22,8
86,86,fastfouriertransform,small,warm,200,26.19,26.19,0.0,4.78,21.41,False,,0.0,3.95,0.0,0.82,4.78,8
87,87,genmatrix,medium,warm,200,19.62,19.62,0.01,0.22,19.4,False,,0.0,0.02,,0.2,0.22,8
88,88,fetchdata,small,warm,200,87.86,87.86,0.0,75.64,12.22,False,75.62,0.0,0.02,0.0,,75.64,8
89,89,fetchdata,large,warm,200,108.89,108.88,0.0,73.17,35.72,False,73.14,0.0,0.02,0.0,,73.16,9
90,90,fastfouriertransform,small,warm,200,23.32,23.31,0.0,4.62,18.69,False,,0.0,3.84,0.0,0.77,4.62,7
91,91,matrixmul,small,warm,200,33.0,27.3,5.7,4.98,22.31,False,,0.0,0.38,4.03,0.57,4.98,7
