index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,cold_start_server,io_ms,binary_read_ms,json_parsing_ms,parameter_extraction_ms,compute_ms,total_server_ms,in_flight
0,0,fastfouriertransform,small,cold,200,2705.62,2705.62,0.01,8.67,2696.95,True,,0.0,4.43,0.01,4.22,8.66,1
1,1,genmatrix,small,cold,200,3012.33,3012.33,0.0,9.5,3002.82,True,,0.0,0.04,,9.45,9.5,2
2,2,fetchdata,small,cold,200,3132.94,3132.94,0.01,90.31,3042.63,False,90.27,0.0,0.03,0.0,,90.31,3
3,3,fastfouriertransform,large,cold,200,4148.18,4148.17,0.01,4.69,4143.48,False,,0.0,3.87,0.0,0.81,4.69,4
4,4,linpack,small,cold,200,3110.43,3110.43,0.01,12.66,3097.76,True,,0.0,4.05,7.51,1.09,12.66,5
5,5,linpack,medium,cold,200,6730.47,6730.47,0.0,766.01,5964.46,False,,0.0,0.48,4.03,761.49,766.01,6
6,6,fastfouriertransform,small,cold,200,4003.32,4003.32,0.0,4.67,3998.64,False,,0.0,3.87,0.0,0.8,4.67,7
7,7,fastfouriertransform,small,cold,200,2374.59,2374.59,0.0,4.69,2369.89,False,,0.0,3.92,0.0,0.76,4.69,8
8,8,fetchdata,large,cold,200,3747.04,3747.03,0.0,88.76,3658.27,False,88.73,0.0,0.02,0.0,,88.76,9
9,9,linpack,small,cold,200,8182.75,8182.74,0.0,5.47,8177.27,False,,0.0,0.42,4.17,0.87,5.47,10
10,10,linpack,small,cold,200,8120.85,8120.85,0.01,5.4,8115.45,False,,0.0,0.4,4.16,0.84,5.4,11
11,11,linpack,medium,cold,200,8061.38,8061.38,0.0,849.91,7211.47,False,,0.0,0.42,4.17,845.3,849.91,12
12,12,fetchdata,medium,cold,200,3186.0,3186.0,0.0,93.63,3092.37,False,93.6,0.0,0.02,0.0,,93.63,13
