index,function,size,latency_ms,execution_time_sec,type,status
0,fastfouriertransform,small,2377.8,6.838,cold,200
1,grayscale,small,2254.4,25.520999999999997,cold,200
2,genmatrix,small,5921.8,6.902,cold,200
3,fastfouriertransform,large,2096.3,4.914,cold,200
4,pagerank,small,2197.8,269.668,cold,200
5,resnet,medium,3079.2,129.678,cold,200
6,graphgen,small,3863.3,6.627,cold,200
7,fastfouriertransform,small,1684.3,5.098,warm,200
8,genmatrix,large,5464.4,1.65,cold,200
9,resnet,small,3189.2,127.301,cold,200
10,pagerank,small,1612.6,10.83,warm,200
11,pagerank,medium,1606.5,45.789,warm,200
12,genmatrix,medium,4986.2,0.28200000000000003,cold,200
13,resnet,medium,2405.3,120.22,cold,200
14,graphgen,small,3095.0,4.037,cold,200
15,matrixmul,medium,3666.3,826.741,cold,200
16,grayscale,small,765.0,10.032,warm,200
17,genmatrix,medium,4484.1,0.7290000000000001,cold,200
18,fastfouriertransform,small,590.9,5.015000000000001,warm,200
19,matrixmul,small,3283.7,7.936999999999999,cold,200
20,linpack,medium,2761.4,668.5680000000001,cold,200
21,resnet,medium,1845.6,121.949,warm,200
22,graphgen,large,2836.7,120.452,cold,200
23,mobilenet,large,2360.5,40.89,cold,200
24,fastfouriertransform,medium,645.2,627.538,warm,200
25,fastfouriertransform,large,551.4,4.956,warm,200
26,grayscale,large,2849.2,2690.232,cold,200
27,resnet,medium,1527.3,152.837,warm,200
28,resnet,small,1021.8,120.044,warm,200
29,fastfouriertransform,small,157.8,4.8580000000000005,warm,200
30,genmatrix,medium,3189.0,0.23399999999999999,cold,200
31,fastfouriertransform,small,19.0,4.885,warm,200
32,fastfouriertransform,medium,658.5,646.018,warm,200
33,grayscale,medium,2163.4,59.25,cold,200
34,linpack,small,2061.0,5.106,cold,200
35,linpack,medium,1960.5,641.014,warm,200
36,genmatrix,large,2607.9,1.1150000000000002,cold,200
37,grayscale,large,7246.1,2693.476,cold,200
38,fastfouriertransform,large,64.4,4.832999999999999,warm,200
39,fetchdata,large,2204.2,126.01899999999999,cold,200
40,genmatrix,small,2178.4,0.277,cold,200
41,mobilenet,medium,576.0,18.738999999999997,warm,200
42,grayscale,large,6782.1,2680.632,cold,200
