request_id,scheduled_time,function,payload_size
0,0.0,mobilenet,small
1,0.2,resnet,small
2,0.4,mobilenet,small
3,0.6,mobilenet,large
4,0.8,mobilenet,large
5,1.0,resnet,small
6,1.2,mobilenet,small
7,1.4,mobilenet,small
8,1.6,mobilenet,large
9,1.8,mobilenet,large
10,2.0,resnet,small
11,2.2,resnet,large
12,2.4,resnet,small
13,2.6,mobilenet,large
14,2.8,resnet,medium
15,3.0,resnet,small
16,3.2,mobilenet,medium
17,3.4,mobilenet,small
18,3.6,resnet,small
19,3.8,resnet,medium
20,4.0,resnet,small
21,4.2,resnet,large
22,4.4,mobilenet,medium
23,4.6,mobilenet,large
24,4.8,resnet,large
25,5.0,resnet,large
26,5.2,mobilenet,large
27,5.4,mobilenet,small
28,5.6,mobilenet,medium
29,5.8,mobilenet,small
30,6.0,mobilenet,medium
31,6.2,resnet,medium
32,6.4,resnet,small
33,6.6,resnet,medium
34,6.8,mobilenet,large
35,7.0,resnet,large
36,7.2,mobilenet,large
37,7.4,mobilenet,large
38,7.6,mobilenet,small
39,7.8,resnet,medium
40,8.0,resnet,large
41,8.2,mobilenet,large
42,8.4,resnet,small
43,8.6,mobilenet,small
44,8.8,resnet,medium
45,9.0,resnet,small
46,9.2,mobilenet,large
47,9.4,resnet,small
48,9.6,resnet,medium
49,9.8,resnet,small
50,10.0,resnet,small
51,10.2,mobilenet,large
52,10.4,resnet,large
53,10.6,resnet,large
54,10.8,resnet,medium
55,11.0,mobilenet,small
56,11.2,resnet,small
57,11.4,mobilenet,small
58,11.6,mobilenet,large
59,11.8,mobilenet,large
60,12.0,resnet,large
61,12.2,mobilenet,medium
62,12.4,resnet,large
63,12.6,resnet,large
64,12.8,resnet,large
65,13.0,mobilenet,large
66,13.2,mobilenet,large
67,13.4,resnet,large
68,13.6,resnet,small
69,13.8,resnet,medium
70,14.0,mobilenet,medium
71,14.2,mobilenet,large
72,14.4,resnet,large
73,14.6,mobilenet,large
74,14.8,mobilenet,large
75,15.0,resnet,large
76,15.2,mobilenet,small
77,15.4,resnet,small
78,15.6,mobilenet,large
79,15.8,resnet,medium
80,16.0,mobilenet,small
81,16.2,resnet,medium
82,16.4,mobilenet,small
83,16.6,mobilenet,large
84,16.8,mobilenet,small
85,17.0,resnet,small
86,17.2,mobilenet,small
87,17.4,resnet,large
88,17.6,mobilenet,medium
89,17.8,resnet,small
90,18.0,mobilenet,large
91,18.2,resnet,medium
92,18.4,resnet,medium
93,18.6,resnet,small
94,18.8,mobilenet,small
95,19.0,mobilenet,medium
96,19.2,mobilenet,large
97,19.4,mobilenet,large
98,19.6,mobilenet,small
99,19.8,mobilenet,large
100,20.0,mobilenet,small
101,20.2,mobilenet,small
102,20.4,resnet,small
103,20.6,mobilenet,medium
104,20.8,resnet,small
105,21.0,mobilenet,large
106,21.2,resnet,small
107,21.4,resnet,medium
108,21.6,mobilenet,small
109,21.8,mobilenet,large
110,22.0,resnet,medium
111,22.2,resnet,medium
112,22.4,resnet,large
113,22.6,mobilenet,large
114,22.8,mobilenet,small
115,23.0,resnet,large
116,23.2,resnet,small
117,23.4,mobilenet,small
118,23.6,mobilenet,large
119,23.8,resnet,small
120,24.0,resnet,small
121,24.2,resnet,medium
122,24.4,mobilenet,small
123,24.6,resnet,large
124,24.8,mobilenet,small
125,25.0,mobilenet,small
126,25.2,mobilenet,small
127,25.4,resnet,medium
128,25.6,resnet,small
129,25.8,resnet,small
130,26.0,mobilenet,medium
131,26.2,mobilenet,medium
132,26.4,resnet,medium
133,26.6,resnet,medium
134,26.8,resnet,small
135,27.0,mobilenet,medium
136,27.2,mobilenet,small
137,27.4,mobilenet,large
138,27.6,resnet,small
139,27.8,mobilenet,large
140,28.0,resnet,large
141,28.2,mobilenet,small
142,28.4,mobilenet,small
143,28.6,mobilenet,large
144,28.8,mobilenet,large
145,29.0,mobilenet,medium
146,29.2,mobilenet,large
147,29.4,mobilenet,large
148,29.6,mobilenet,large
149,29.8,mobilenet,medium
150,30.0,resnet,medium
151,30.2,mobilenet,large
152,30.4,resnet,small
153,30.6,resnet,medium
154,30.8,mobilenet,large
155,31.0,resnet,medium
156,31.2,resnet,small
157,31.4,mobilenet,medium
158,31.6,mobilenet,small
159,31.8,mobilenet,large
160,32.0,resnet,small
161,32.2,resnet,small
162,32.4,mobilenet,medium
163,32.6,resnet,small
164,32.8,resnet,large
165,33.0,resnet,large
166,33.2,mobilenet,large
167,33.4,resnet,large
168,33.6,mobilenet,small
169,33.8,resnet,small
170,34.0,mobilenet,large
171,34.2,mobilenet,medium
172,34.4,resnet,large
173,34.6,mobilenet,large
174,34.8,resnet,small
175,35.0,resnet,large
176,35.2,resnet,medium
177,35.4,mobilenet,small
178,35.6,resnet,medium
179,35.8,mobilenet,small
180,36.0,resnet,small
181,36.2,resnet,small
182,36.4,resnet,large
183,36.6,resnet,large
184,36.8,mobilenet,small
185,37.0,mobilenet,large
186,37.2,mobilenet,large
187,37.4,mobilenet,medium
188,37.6,mobilenet,medium
189,37.8,mobilenet,small
190,38.0,resnet,medium
191,38.2,mobilenet,medium
192,38.4,mobilenet,large
193,38.6,mobilenet,large
194,38.8,mobilenet,medium
195,39.0,resnet,large
196,39.2,mobilenet,small
197,39.4,mobilenet,small
198,39.6,resnet,small
199,39.8,mobilenet,large
200,40.0,resnet,medium
201,40.2,mobilenet,medium
202,40.4,mobilenet,large
203,40.6,mobilenet,medium
204,40.8,mobilenet,medium
205,41.0,mobilenet,small
206,41.2,resnet,medium
207,41.4,resnet,small
208,41.6,mobilenet,small
209,41.8,mobilenet,medium
210,42.0,resnet,medium
211,42.2,mobilenet,medium
212,42.4,resnet,large
213,42.6,resnet,large
214,42.8,resnet,small
215,43.0,mobilenet,medium
216,43.2,mobilenet,large
217,43.4,resnet,small
218,43.6,mobilenet,large
219,43.8,resnet,medium
220,44.0,resnet,medium
221,44.2,mobilenet,medium
222,44.4,mobilenet,medium
223,44.6,mobilenet,large
224,44.8,resnet,small
225,45.0,mobilenet,medium
226,45.2,resnet,small
227,45.4,resnet,large
228,45.6,resnet,large
229,45.8,mobilenet,large
230,46.0,resnet,large
231,46.2,resnet,large
232,46.4,resnet,medium
233,46.6,resnet,large
234,46.8,resnet,large
235,47.0,mobilenet,small
236,47.2,resnet,large
237,47.4,resnet,large
238,47.6,mobilenet,large
239,47.8,resnet,medium
240,48.0,mobilenet,medium
241,48.2,resnet,small
242,48.4,resnet,large
243,48.6,resnet,medium
244,48.8,resnet,medium
245,49.0,mobilenet,large
246,49.2,resnet,large
247,49.4,mobilenet,large
248,49.6,mobilenet,medium
249,49.8,resnet,small
250,50.0,mobilenet,large
251,50.2,resnet,small
252,50.4,mobilenet,small
253,50.6,mobilenet,small
254,50.8,mobilenet,medium
255,51.0,mobilenet,medium
256,51.2,resnet,large
257,51.4,mobilenet,large
258,51.6,resnet,medium
259,51.8,resnet,small
260,52.0,mobilenet,large
261,52.2,mobilenet,small
262,52.4,resnet,small
263,52.6,mobilenet,large
264,52.8,resnet,small
265,53.0,mobilenet,small
266,53.2,resnet,small
267,53.4,resnet,large
268,53.6,resnet,medium
269,53.8,resnet,large
270,54.0,resnet,small
271,54.2,resnet,medium
272,54.4,resnet,small
273,54.6,resnet,large
274,54.8,resnet,large
275,55.0,mobilenet,medium
276,55.2,resnet,small
277,55.4,resnet,small
278,55.6,resnet,medium
279,55.8,resnet,large
280,56.0,mobilenet,small
281,56.2,mobilenet,small
282,56.4,resnet,large
283,56.6,mobilenet,large
284,56.8,mobilenet,small
285,57.0,resnet,medium
286,57.2,resnet,large
287,57.4,resnet,medium
288,57.6,mobilenet,small
289,57.8,resnet,medium
290,58.0,mobilenet,large
291,58.2,resnet,medium
292,58.4,mobilenet,medium
293,58.6,resnet,medium
294,58.8,resnet,large
295,59.0,mobilenet,medium
296,59.2,mobilenet,medium
297,59.4,resnet,medium
298,59.6,mobilenet,medium
299,59.8,resnet,large
300,60.0,resnet,large
301,60.2,mobilenet,medium
302,60.4,mobilenet,large
303,60.6,mobilenet,medium
304,60.8,mobilenet,small
305,61.0,resnet,small
306,61.2,resnet,small
307,61.4,mobilenet,medium
308,61.6,resnet,medium
309,61.8,mobilenet,medium
310,62.0,resnet,medium
311,62.2,resnet,medium
312,62.4,resnet,medium
313,62.6,mobilenet,medium
314,62.8,mobilenet,large
315,63.0,mobilenet,medium
316,63.2,mobilenet,large
317,63.4,mobilenet,large
318,63.6,mobilenet,small
319,63.8,mobilenet,small
320,64.0,mobilenet,large
321,64.2,mobilenet,small
322,64.4,mobilenet,medium
323,64.6,mobilenet,large
324,64.8,mobilenet,medium
325,65.0,resnet,medium
326,65.2,mobilenet,large
327,65.4,mobilenet,small
328,65.6,resnet,small
329,65.8,mobilenet,medium
330,66.0,resnet,medium
331,66.2,mobilenet,small
332,66.4,mobilenet,small
333,66.6,resnet,large
334,66.8,mobilenet,large
335,67.0,mobilenet,medium
336,67.2,resnet,large
337,67.4,resnet,small
338,67.6,resnet,small
339,67.8,resnet,medium
340,68.0,mobilenet,medium
341,68.2,resnet,large
342,68.4,resnet,large
343,68.6,mobilenet,medium
344,68.8,mobilenet,large
345,69.0,resnet,large
346,69.2,resnet,medium
347,69.4,resnet,large
348,69.6,resnet,medium
349,69.8,mobilenet,small
350,70.0,resnet,medium
351,70.2,mobilenet,medium
352,70.4,resnet,medium
353,70.6,mobilenet,medium
354,70.8,resnet,small
355,71.0,resnet,small
356,71.2,resnet,medium
357,71.4,resnet,medium
358,71.6,resnet,large
359,71.8,mobilenet,large
360,72.0,mobilenet,small
361,72.2,mobilenet,large
362,72.4,resnet,medium
363,72.6,mobilenet,large
364,72.8,resnet,large
365,73.0,resnet,medium
366,73.2,mobilenet,small
367,73.4,resnet,small
368,73.6,resnet,large
369,73.8,mobilenet,medium
370,74.0,resnet,medium
371,74.2,resnet,medium
372,74.4,resnet,medium
373,74.6,resnet,medium
374,74.8,resnet,medium
375,75.0,mobilenet,small
376,75.2,mobilenet,medium
377,75.4,mobilenet,large
378,75.6,mobilenet,small
379,75.8,mobilenet,large
380,76.0,resnet,medium
381,76.2,resnet,small
382,76.4,mobilenet,medium
383,76.6,mobilenet,medium
384,76.8,mobilenet,medium
385,77.0,mobilenet,large
386,77.2,mobilenet,medium
387,77.4,mobilenet,small
388,77.6,resnet,large
389,77.8,mobilenet,large
390,78.0,resnet,small
391,78.2,mobilenet,large
392,78.4,resnet,medium
393,78.6,resnet,medium
394,78.8,resnet,small
395,79.0,mobilenet,medium
396,79.2,resnet,small
397,79.4,mobilenet,medium
398,79.6,resnet,small
399,79.8,mobilenet,small
400,80.0,mobilenet,large
401,80.2,resnet,small
402,80.4,mobilenet,small
403,80.6,resnet,large
404,80.8,mobilenet,large
405,81.0,resnet,medium
406,81.2,resnet,medium
407,81.4,resnet,medium
408,81.6,mobilenet,large
409,81.8,mobilenet,small
410,82.0,mobilenet,medium
411,82.2,mobilenet,small
412,82.4,mobilenet,small
413,82.6,mobilenet,small
414,82.8,mobilenet,medium
415,83.0,resnet,large
416,83.2,resnet,medium
417,83.4,mobilenet,small
418,83.6,resnet,large
419,83.8,resnet,large
420,84.0,resnet,small
421,84.2,mobilenet,medium
422,84.4,mobilenet,medium
423,84.6,mobilenet,large
424,84.8,mobilenet,large
425,85.0,mobilenet,medium
426,85.2,mobilenet,small
427,85.4,mobilenet,small
428,85.6,resnet,large
429,85.8,resnet,medium
430,86.0,mobilenet,medium
431,86.2,resnet,large
432,86.4,resnet,medium
433,86.6,resnet,medium
434,86.8,mobilenet,large
435,87.0,mobilenet,medium
436,87.2,resnet,large
437,87.4,resnet,small
438,87.6,mobilenet,small
439,87.8,mobilenet,large
440,88.0,resnet,large
441,88.2,mobilenet,small
442,88.4,resnet,large
443,88.6,resnet,medium
444,88.8,mobilenet,large
445,89.0,resnet,large
446,89.2,resnet,small
447,89.4,resnet,medium
448,89.6,resnet,medium
449,89.8,resnet,large
450,90.0,mobilenet,small
451,90.2,resnet,medium
452,90.4,resnet,medium
453,90.6,resnet,large
454,90.8,mobilenet,medium
455,91.0,mobilenet,medium
456,91.2,resnet,medium
457,91.4,mobilenet,medium
458,91.6,mobilenet,large
459,91.8,resnet,medium
460,92.0,mobilenet,small
461,92.2,resnet,large
462,92.4,resnet,large
463,92.6,resnet,small
464,92.8,mobilenet,medium
465,93.0,mobilenet,medium
466,93.2,resnet,large
467,93.4,resnet,small
468,93.6,mobilenet,large
469,93.8,mobilenet,large
470,94.0,mobilenet,medium
471,94.2,mobilenet,large
472,94.4,resnet,small
473,94.6,mobilenet,small
474,94.8,resnet,small
475,95.0,mobilenet,medium
476,95.2,resnet,large
477,95.4,resnet,medium
478,95.6,resnet,medium
479,95.8,mobilenet,medium
480,96.0,mobilenet,medium
481,96.2,mobilenet,large
482,96.4,mobilenet,small
483,96.6,resnet,medium
484,96.8,resnet,large
485,97.0,resnet,small
486,97.2,resnet,large
487,97.4,resnet,large
488,97.6,resnet,small
489,97.8,resnet,large
490,98.0,resnet,medium
491,98.2,resnet,large
492,98.4,resnet,medium
493,98.6,resnet,small
494,98.8,mobilenet,large
495,99.0,resnet,small
496,99.2,resnet,small
497,99.4,resnet,large
498,99.6,resnet,large
499,99.8,resnet,medium
500,100.0,mobilenet,medium
501,100.2,mobilenet,small
502,100.4,resnet,small
503,100.6,resnet,small
504,100.8,resnet,small
505,101.0,mobilenet,medium
506,101.2,mobilenet,small
507,101.4,resnet,medium
508,101.6,resnet,large
509,101.8,resnet,large
510,102.0,mobilenet,medium
511,102.2,resnet,medium
512,102.4,resnet,large
513,102.6,mobilenet,large
514,102.8,mobilenet,small
515,103.0,resnet,small
516,103.2,mobilenet,medium
517,103.4,mobilenet,large
518,103.6,mobilenet,medium
519,103.8,mobilenet,large
520,104.0,resnet,small
521,104.2,mobilenet,medium
