index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,in_flight
0,0,mobilenet,small,cold,200,4154.09,4154.09,0.01,38.41,4115.67,1
1,1,resnet,small,cold,200,3595.2,3595.19,0.01,252.18,3343.01,2
2,2,mobilenet,small,cold,200,9023.08,9023.08,0.0,102.26,8920.82,3
3,3,mobilenet,large,cold,200,7186.28,7186.28,0.0,92.17,7094.11,4
4,4,mobilenet,large,cold,200,6871.02,6871.02,0.0,87.54,6783.48,5
5,5,resnet,small,cold,200,14203.08,14203.08,0.0,567.41,13635.67,6
6,6,mobilenet,small,cold,200,6523.79,6523.78,0.0,98.42,6425.36,7
7,7,mobilenet,small,cold,200,6052.4,6052.39,0.01,51.15,6001.24,8
8,8,mobilenet,large,cold,200,6116.29,6116.28,0.0,64.37,6051.91,9
9,9,mobilenet,large,cold,200,5934.35,5934.35,0.0,85.19,5849.15,10
10,10,resnet,small,cold,200,12402.62,12402.61,0.0,379.63,12022.98,11
11,11,resnet,large,cold,200,9829.09,9829.08,0.0,586.45,9242.63,12
12,12,resnet,small,cold,200,9224.43,9224.42,0.0,197.12,9027.3,13
13,13,mobilenet,large,cold,200,5679.93,5679.93,0.0,97.17,5582.75,14
14,14,resnet,medium,cold,200,9006.3,9006.29,0.0,120.15,8886.14,15
15,15,resnet,small,cold,200,8882.61,8882.61,0.0,136.72,8745.89,16
16,16,mobilenet,medium,cold,200,4345.79,4345.78,0.0,89.71,4256.07,17
17,17,mobilenet,small,cold,200,4193.78,4193.77,0.0,51.91,4141.86,18
18,18,resnet,small,cold,200,8714.24,8714.24,0.0,386.43,8327.8,19
19,19,resnet,medium,cold,200,10236.43,10236.43,0.0,177.62,10058.8,20
20,20,resnet,small,cold,200,10061.0,10060.99,0.01,315.37,9745.62,21
21,21,resnet,large,cold,200,3640.61,3640.59,0.02,244.66,3395.93,22
22,22,mobilenet,medium,cold,200,4611.7,4611.69,0.01,103.19,4508.5,23
23,23,mobilenet,large,cold,200,4031.38,4031.38,0.0,36.88,3994.5,24
24,24,resnet,large,cold,200,3869.76,3869.75,0.01,257.17,3612.58,25
25,25,resnet,large,cold,200,4046.75,4046.75,0.01,183.78,3862.97,26
26,26,mobilenet,large,cold,200,7036.07,7036.06,0.01,80.98,6955.08,27
27,27,mobilenet,small,cold,200,7485.86,7485.85,0.01,166.6,7319.25,28
28,28,mobilenet,medium,cold,200,6718.31,6718.3,0.0,84.08,6634.22,29
29,29,mobilenet,small,cold,200,6168.48,6168.48,0.0,136.81,6031.67,30
30,30,mobilenet,medium,cold,200,6358.86,6358.86,0.0,71.97,6286.89,31
31,31,resnet,medium,cold,200,4963.3,4963.3,0.01,198.25,4765.05,32
32,32,resnet,small,cold,200,5140.57,5140.57,0.0,181.91,4958.65,33
33,33,resnet,medium,cold,200,5704.08,5704.07,0.0,309.24,5394.83,34
34,34,mobilenet,large,cold,200,5739.21,5739.2,0.0,48.02,5691.19,35
35,35,resnet,large,cold,200,5378.0,5377.99,0.0,267.36,5110.64,36
36,36,mobilenet,large,cold,200,5330.68,5330.68,0.0,114.97,5215.71,37
37,37,mobilenet,large,cold,200,5569.1,5569.1,0.0,128.89,5440.2,38
38,38,mobilenet,small,cold,200,4339.16,4339.16,0.0,102.96,4236.2,39
39,39,resnet,medium,cold,200,10212.23,10212.23,0.0,163.75,10048.47,40
40,40,resnet,large,cold,200,10538.27,10538.26,0.0,216.14,10322.12,41
41,41,mobilenet,large,cold,200,5012.67,5012.66,0.01,66.75,4945.91,42
42,42,resnet,small,cold,200,10306.55,10306.54,0.01,127.59,10178.95,43
43,43,mobilenet,small,cold,200,4844.44,4844.44,0.0,38.44,4806.0,44
44,44,resnet,medium,cold,200,4644.59,4644.59,0.01,149.21,4495.38,45
45,45,resnet,small,cold,200,4472.46,4472.46,0.0,356.37,4116.09,46
46,46,mobilenet,large,cold,200,4719.5,4719.49,0.01,106.08,4613.41,47
47,47,resnet,small,cold,200,4099.85,4099.85,0.0,271.89,3827.96,48
48,48,resnet,medium,cold,200,7585.23,7585.22,0.0,265.77,7319.46,49
49,49,resnet,small,cold,200,8016.19,8016.19,0.0,419.01,7597.18,50
50,50,resnet,small,cold,200,7301.67,7301.67,0.01,456.3,6845.37,51
51,51,mobilenet,large,cold,200,3690.29,3690.28,0.01,39.81,3650.48,52
52,52,resnet,large,cold,200,6826.9,6826.89,0.0,453.86,6373.03,53
53,53,resnet,large,cold,200,6371.55,6371.54,0.0,309.98,6061.57,54
54,54,resnet,medium,cold,200,6042.0,6042.0,0.0,266.78,5775.22,55
55,55,mobilenet,small,cold,200,8104.8,8104.79,0.01,157.89,7946.9,56
56,56,resnet,small,cold,200,5759.62,5759.61,0.01,273.77,5485.84,57
57,57,mobilenet,small,cold,200,7931.33,7931.33,0.0,115.91,7815.42,58
58,58,mobilenet,large,cold,200,3655.46,3655.45,0.01,22.18,3633.27,59
59,59,mobilenet,large,cold,200,4321.97,4321.97,0.0,84.39,4237.57,60
60,60,resnet,large,cold,200,20481.06,20481.05,0.01,695.7,19785.35,61
61,61,mobilenet,medium,cold,200,3687.09,3687.09,0.0,28.16,3658.92,62
62,62,resnet,large,cold,200,11508.19,11508.19,0.0,297.58,11210.6,63
63,63,resnet,large,cold,200,18005.58,18005.58,0.0,651.79,17353.79,64
64,64,resnet,large,cold,200,10904.43,10904.43,0.01,296.24,10608.19,65
65,65,mobilenet,large,cold,200,3678.29,3678.28,0.01,25.09,3653.19,66
66,66,mobilenet,large,cold,200,3956.65,3956.65,0.0,103.61,3853.04,67
67,67,resnet,large,cold,200,12998.29,12998.29,0.0,663.65,12334.64,68
68,68,resnet,small,cold,200,11156.25,11156.25,0.0,285.51,10870.74,69
69,69,resnet,medium,cold,200,16149.92,16149.91,0.0,613.62,15536.29,70
70,70,mobilenet,medium,cold,200,3718.64,3718.64,0.01,32.31,3686.33,71
71,71,mobilenet,large,cold,200,8229.74,8229.73,0.0,136.46,8093.27,72
72,72,resnet,large,cold,200,17250.77,17250.76,0.0,592.82,16657.94,73
73,73,mobilenet,large,cold,200,4858.2,4858.19,0.01,80.46,4777.73,74
74,74,mobilenet,large,cold,200,7631.44,7631.43,0.0,107.93,7523.5,75
75,75,resnet,large,cold,200,18431.21,18431.2,0.01,532.74,17898.46,76
76,76,mobilenet,small,cold,200,7242.09,7242.08,0.0,122.74,7119.34,77
77,77,resnet,small,cold,200,10298.39,10298.39,0.0,134.62,10163.77,78
78,78,mobilenet,large,cold,200,7364.26,7364.25,0.01,135.1,7229.15,79
79,79,resnet,medium,cold,200,16586.09,16586.08,0.0,533.16,16052.92,80
80,80,mobilenet,small,cold,200,7086.18,7086.18,0.0,121.14,6965.03,81
81,81,resnet,medium,cold,200,10434.65,10434.65,0.0,169.75,10264.9,82
82,82,mobilenet,small,cold,200,6643.7,6643.7,0.0,145.51,6498.19,83
83,83,mobilenet,large,cold,200,6283.64,6283.63,0.01,113.82,6169.82,84
84,84,mobilenet,small,cold,200,5987.58,5987.58,0.01,87.09,5900.49,85
85,85,resnet,small,cold,200,19542.55,19542.55,0.0,476.29,19066.26,86
86,86,mobilenet,small,cold,200,7409.34,7409.34,0.01,119.17,7290.17,87
