index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,in_flight
0,0,mobilenet,small,cold,200,3674.69,3674.68,0.01,56.45,3618.23,1
1,1,resnet,small,cold,200,3793.75,3793.75,0.01,210.71,3583.04,2
2,2,mobilenet,small,cold,200,4839.32,4839.31,0.01,70.43,4768.88,3
3,3,mobilenet,large,cold,200,3561.8,3561.8,0.01,38.07,3523.72,4
4,4,mobilenet,large,cold,200,3709.52,3709.51,0.01,62.31,3647.2,5
5,5,resnet,small,cold,200,5081.55,5081.55,0.01,280.51,4801.04,6
6,6,mobilenet,small,cold,200,3451.82,3451.81,0.01,38.1,3413.71,7
7,7,mobilenet,small,cold,200,3787.4,3787.4,0.0,39.48,3747.92,8
8,8,mobilenet,large,cold,200,3696.01,3696.0,0.0,43.99,3652.02,9
9,9,mobilenet,large,cold,200,3597.26,3597.26,0.0,38.59,3558.67,10
10,10,resnet,small,cold,200,5035.15,5035.14,0.0,205.78,4829.36,11
11,11,resnet,large,cold,200,9770.87,9770.86,0.0,141.84,9629.03,12
12,12,resnet,small,cold,200,6778.82,6778.81,0.0,202.17,6576.65,13
13,13,mobilenet,large,cold,200,3357.2,3357.19,0.01,41.98,3315.21,14
14,14,resnet,medium,cold,200,7070.41,7070.41,0.01,242.38,6828.03,15
15,15,resnet,small,cold,200,9213.02,9213.01,0.01,218.92,8994.09,16
16,16,mobilenet,medium,cold,200,4660.61,4660.6,0.01,44.97,4615.63,17
17,17,mobilenet,small,cold,200,4667.98,4667.98,0.01,47.09,4620.89,18
18,18,resnet,small,cold,200,5803.42,5803.41,0.0,141.55,5661.86,19
19,19,resnet,medium,cold,200,7073.0,7073.0,0.01,249.01,6823.98,20
20,20,resnet,small,cold,200,6177.19,6177.19,0.01,261.09,5916.1,21
21,21,resnet,large,cold,200,5861.61,5861.61,0.0,209.45,5652.16,22
22,22,mobilenet,medium,cold,200,3894.95,3894.95,0.0,57.0,3837.95,23
23,23,mobilenet,large,cold,200,2814.62,2814.61,0.01,53.14,2761.47,24
24,24,resnet,large,cold,200,6328.87,6328.86,0.01,149.23,6179.63,25
25,25,resnet,large,cold,200,3810.38,3810.38,0.0,248.25,3562.13,26
26,26,mobilenet,large,cold,200,2566.27,2566.26,0.0,50.28,2515.98,27
27,27,mobilenet,small,cold,200,2451.1,2451.1,0.01,42.11,2408.98,28
28,28,mobilenet,medium,cold,200,3253.12,3253.12,0.0,50.27,3202.85,29
29,29,mobilenet,small,cold,200,3145.72,3145.71,0.01,47.95,3097.76,30
30,30,mobilenet,medium,cold,200,3047.06,3047.05,0.0,54.62,2992.43,31
31,31,resnet,medium,cold,200,7958.01,7958.0,0.01,169.34,7788.66,32
32,32,resnet,small,cold,200,8151.17,8151.16,0.01,245.94,7905.22,33
33,33,resnet,medium,cold,200,7535.52,7535.52,0.01,251.94,7283.58,34
34,34,mobilenet,large,cold,200,3164.41,3164.4,0.0,80.91,3083.5,35
35,35,resnet,large,cold,200,8429.41,8429.4,0.01,216.64,8212.77,36
36,36,mobilenet,large,cold,200,2982.77,2982.77,0.0,77.41,2905.36,37
37,37,mobilenet,large,cold,200,2425.74,2425.73,0.01,37.01,2388.72,38
38,38,mobilenet,small,cold,200,2335.36,2335.36,0.0,54.09,2281.27,39
39,39,resnet,medium,cold,200,7370.01,7370.01,0.0,147.52,7222.49,40
40,40,resnet,large,cold,200,6918.07,6918.06,0.01,231.92,6686.14,41
41,41,mobilenet,large,cold,200,3369.71,3369.7,0.01,64.47,3305.24,42
42,42,resnet,small,cold,200,8615.43,8615.43,0.01,247.83,8367.6,43
43,43,mobilenet,small,cold,200,3197.79,3197.78,0.0,55.47,3142.31,44
44,44,resnet,medium,cold,200,6316.11,6316.11,0.0,136.51,6179.6,45
45,45,resnet,small,cold,200,5972.42,5972.42,0.01,201.36,5771.05,46
46,46,mobilenet,large,cold,200,2204.24,2204.24,0.01,82.94,2121.3,47
47,47,resnet,small,cold,200,8110.03,8110.02,0.01,138.07,7971.95,48
48,48,resnet,medium,cold,200,8563.61,8563.6,0.01,252.86,8310.75,49
49,49,resnet,small,cold,200,6225.29,6225.28,0.01,158.52,6066.76,50
50,50,resnet,small,cold,200,5882.64,5882.64,0.0,152.27,5730.37,51
51,51,mobilenet,large,cold,200,1851.55,1851.54,0.01,88.22,1763.32,52
52,52,resnet,large,cold,200,8489.44,8489.44,0.0,120.04,8369.4,53
53,53,resnet,large,cold,200,1482.28,1482.27,0.0,280.92,1201.36,54
54,54,resnet,medium,cold,200,1661.63,1661.63,0.0,224.79,1436.84,55
55,55,mobilenet,small,cold,200,1562.99,1562.98,0.01,29.19,1533.8,56
56,56,resnet,small,cold,200,1718.51,1718.5,0.01,156.54,1561.96,57
57,57,mobilenet,small,cold,200,2453.73,2453.72,0.01,68.95,2384.77,58
58,58,mobilenet,large,cold,200,2330.47,2330.46,0.01,61.67,2268.79,59
59,59,mobilenet,large,cold,200,2216.33,2216.33,0.01,53.21,2163.12,60
60,60,resnet,large,cold,200,1660.62,1660.62,0.01,138.0,1522.61,61
61,61,mobilenet,medium,cold,200,2067.48,2067.47,0.01,35.48,2032.0,62
62,62,resnet,large,cold,200,1699.06,1699.05,0.0,137.81,1561.24,63
63,63,resnet,large,cold,200,3288.2,3288.2,0.0,203.48,3084.72,64
64,64,resnet,large,cold,200,2683.02,2683.02,0.01,186.08,2496.93,65
65,65,mobilenet,large,cold,200,1837.73,1837.72,0.0,41.91,1795.81,66
66,66,mobilenet,large,cold,200,1739.28,1739.27,0.0,35.53,1703.74,67
67,67,resnet,large,cold,200,3219.78,3219.77,0.0,129.24,3090.53,68
68,68,resnet,small,cold,200,2832.51,2832.5,0.0,345.27,2487.23,69
69,69,resnet,medium,cold,200,2242.27,2242.26,0.01,145.82,2096.44,70
70,70,mobilenet,medium,cold,200,1215.14,1215.13,0.01,47.96,1167.17,71
71,71,mobilenet,large,warm,200,649.87,649.87,0.01,39.33,610.53,72
72,72,resnet,large,cold,200,7623.85,7623.84,0.01,120.82,7503.02,73
73,73,mobilenet,large,cold,200,1915.07,1915.07,0.0,39.71,1875.36,74
74,74,mobilenet,large,warm,200,107.4,107.39,0.01,82.03,25.36,74
75,75,resnet,large,cold,200,7622.45,7622.44,0.01,152.08,7470.37,74
76,76,mobilenet,small,warm,200,74.9,74.9,0.0,51.28,23.62,74
77,77,resnet,small,cold,200,7646.09,7646.08,0.01,132.64,7513.44,71
78,78,mobilenet,large,warm,200,122.82,122.82,0.0,101.43,21.39,71
79,79,resnet,medium,cold,200,8807.63,8807.62,0.01,236.82,8570.8,71
80,80,mobilenet,small,warm,200,107.41,107.41,0.0,74.55,32.85,71
81,81,resnet,medium,cold,200,8938.05,8938.04,0.01,227.27,8710.77,69
82,82,mobilenet,small,warm,200,49.5,49.49,0.0,32.16,17.33,69
83,83,mobilenet,large,warm,200,89.53,89.53,0.01,64.53,25.0,66
84,84,mobilenet,small,warm,200,97.87,97.87,0.0,61.86,36.01,66
85,85,resnet,small,cold,200,7401.45,7401.44,0.01,144.11,7257.33,65
86,86,mobilenet,small,warm,200,65.56,65.56,0.0,45.08,20.48,64
87,87,resnet,large,cold,200,7534.0,7534.0,0.01,230.4,7303.59,64
88,88,mobilenet,medium,warm,200,57.69,57.68,0.01,40.7,16.98,63
89,89,resnet,small,cold,200,8697.08,8697.07,0.01,155.91,8541.17,63
90,90,mobilenet,large,warm,200,41.88,41.87,0.01,20.95,20.92,62
91,91,resnet,medium,cold,200,7543.65,7543.64,0.01,205.9,7337.74,61
92,92,resnet,medium,cold,200,8702.53,8702.53,0.01,146.01,8556.52,61
93,93,resnet,small,cold,200,7607.8,7607.8,0.01,165.75,7442.05,61
94,94,mobilenet,small,warm,200,40.76,40.76,0.0,20.43,20.32,60
95,95,mobilenet,medium,warm,200,40.62,40.62,0.01,17.79,22.83,59
96,96,mobilenet,large,warm,200,57.13,57.12,0.01,30.35,26.78,57
97,97,mobilenet,large,warm,200,65.94,65.93,0.01,48.58,17.35,58
98,98,mobilenet,small,warm,200,73.69,73.69,0.01,49.86,23.83,57
99,99,mobilenet,large,warm,200,74.1,74.09,0.01,51.93,22.17,56
100,100,mobilenet,small,warm,200,82.2,82.19,0.01,49.57,32.62,55
101,101,mobilenet,small,warm,200,90.35,90.34,0.01,58.59,31.75,53
102,102,resnet,small,cold,200,7279.44,7279.44,0.01,128.18,7151.25,52
103,103,mobilenet,medium,warm,200,81.7,81.7,0.0,64.14,17.56,51
104,104,resnet,small,cold,200,7319.59,7319.58,0.0,138.41,7181.17,51
105,105,mobilenet,large,warm,200,57.62,57.61,0.0,36.41,21.21,50
106,106,resnet,small,cold,200,8120.72,8120.71,0.01,126.68,7994.02,51
107,107,resnet,medium,warm,200,212.03,212.02,0.0,190.01,22.01,49
108,108,mobilenet,small,warm,200,48.37,48.37,0.0,25.26,23.11,49
109,109,mobilenet,large,warm,200,114.85,114.84,0.0,91.95,22.89,48
110,110,resnet,medium,warm,200,275.01,275.01,0.01,208.67,66.34,48
111,111,resnet,medium,warm,200,290.85,290.85,0.01,265.35,25.5,47
112,112,resnet,large,warm,200,356.1,356.1,0.01,328.66,27.44,45
113,113,mobilenet,large,warm,200,48.87,48.86,0.01,29.51,19.35,46
114,114,mobilenet,small,warm,200,72.84,72.83,0.0,44.72,28.11,45
115,115,resnet,large,warm,200,476.49,476.48,0.0,264.38,212.1,46
116,116,resnet,small,warm,200,267.3,267.29,0.01,245.55,21.74,45
117,117,mobilenet,small,warm,200,72.8,72.79,0.01,48.35,24.44,45
118,118,mobilenet,large,warm,200,113.56,113.55,0.01,82.49,31.07,45
119,119,resnet,small,warm,200,386.33,386.33,0.0,261.28,125.05,45
120,120,resnet,small,warm,200,329.68,329.68,0.01,306.52,23.16,45
121,121,resnet,medium,warm,200,522.42,522.42,0.01,228.95,293.47,45
122,122,mobilenet,small,warm,200,111.81,111.8,0.01,93.02,18.78,45
123,123,resnet,large,warm,200,265.58,265.57,0.01,192.79,72.78,46
124,124,mobilenet,small,warm,200,64.39,64.38,0.01,45.56,18.82,46
125,125,mobilenet,small,warm,200,88.48,88.47,0.0,67.76,20.72,45
126,126,mobilenet,small,warm,200,40.43,40.42,0.0,23.06,17.36,45
127,127,resnet,medium,warm,200,192.46,192.46,0.01,170.92,21.54,42
128,128,resnet,small,warm,200,322.47,322.47,0.0,152.66,169.8,43
129,129,resnet,small,warm,200,233.4,233.39,0.01,141.37,92.03,42
130,130,mobilenet,medium,warm,200,72.81,72.8,0.0,49.87,22.94,43
131,131,mobilenet,medium,warm,200,65.41,65.4,0.01,42.14,23.26,43
132,132,resnet,medium,warm,200,248.91,248.9,0.01,170.83,78.07,41
133,133,resnet,medium,warm,200,217.06,217.06,0.0,196.89,20.17,41
134,134,resnet,small,warm,200,369.33,369.32,0.01,343.48,25.85,41
135,135,mobilenet,medium,warm,200,136.44,136.43,0.0,107.83,28.6,40
136,136,mobilenet,small,warm,200,72.46,72.45,0.0,53.51,18.95,41
137,137,mobilenet,large,warm,200,120.73,120.73,0.01,101.71,19.02,42
138,138,resnet,small,warm,200,529.63,529.62,0.01,357.29,172.34,39
139,139,mobilenet,large,warm,200,88.14,88.13,0.01,67.05,21.08,39
140,140,resnet,large,warm,200,218.01,218.0,0.01,195.75,22.26,39
141,141,mobilenet,small,warm,200,64.72,64.72,0.01,45.58,19.14,39
142,142,mobilenet,small,warm,200,48.49,48.48,0.01,25.6,22.88,39
143,143,mobilenet,large,warm,200,40.38,40.38,0.0,18.06,22.31,38
144,144,mobilenet,large,warm,200,40.03,40.02,0.0,22.49,17.54,37
145,145,mobilenet,medium,warm,200,88.23,88.23,0.01,53.39,34.84,36
146,146,mobilenet,large,warm,200,80.26,80.26,0.01,49.82,30.44,37
147,147,mobilenet,large,warm,200,39.92,39.92,0.0,17.62,22.3,37
148,148,mobilenet,large,warm,200,40.05,40.04,0.0,18.28,21.76,35
149,149,mobilenet,medium,warm,200,159.63,159.62,0.01,129.04,30.58,34
150,150,resnet,medium,warm,200,319.12,319.11,0.01,289.62,29.49,35
151,151,mobilenet,large,warm,200,79.73,79.72,0.0,60.08,19.64,35
152,152,resnet,small,warm,200,278.86,278.85,0.01,257.33,21.52,36
153,153,resnet,medium,warm,200,484.9,484.9,0.01,317.01,167.88,35
154,154,mobilenet,large,warm,200,55.83,55.83,0.01,32.83,23.0,36
155,155,resnet,medium,warm,200,318.56,318.55,0.01,300.22,18.34,37
156,156,resnet,small,warm,200,564.62,564.61,0.01,287.07,277.55,36
157,157,mobilenet,medium,warm,200,55.92,55.91,0.01,34.17,21.75,36
158,158,mobilenet,small,warm,200,63.85,63.84,0.01,46.48,17.36,36
159,159,mobilenet,large,warm,200,47.7,47.7,0.0,26.15,21.55,36
160,160,resnet,small,warm,200,301.82,301.81,0.01,264.9,36.91,35
161,161,resnet,small,warm,200,397.16,397.15,0.01,149.1,248.05,35
162,162,mobilenet,medium,warm,200,110.69,110.69,0.01,80.66,30.02,35
163,163,resnet,small,warm,200,158.94,158.94,0.0,139.21,19.72,35
164,164,resnet,large,warm,200,175.32,175.32,0.01,157.78,17.54,35
165,165,resnet,large,warm,200,245.98,245.98,0.0,226.93,19.05,35
166,166,mobilenet,large,warm,200,39.7,39.69,0.01,18.38,21.31,34
