index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,in_flight
0,0,mobilenet,small,cold,200,2391.15,2391.15,0.01,56.68,2334.46,1
1,1,resnet,small,cold,200,2822.35,2822.34,0.01,276.56,2545.78,2
2,2,mobilenet,small,cold,200,3783.56,3783.56,0.01,98.92,3684.63,3
3,3,mobilenet,large,cold,200,4053.34,4053.33,0.01,109.1,3944.23,4
4,4,mobilenet,large,cold,200,3841.45,3841.44,0.01,73.16,3768.29,5
5,5,resnet,small,cold,200,11109.48,11109.48,0.01,630.05,10479.43,6
6,6,mobilenet,small,cold,200,3642.96,3642.95,0.01,95.92,3547.04,7
7,7,mobilenet,small,cold,200,3890.41,3890.4,0.01,83.84,3806.56,8
8,8,mobilenet,large,cold,200,3407.39,3407.39,0.01,56.13,3351.26,9
9,9,mobilenet,large,cold,200,3274.73,3274.73,0.01,46.81,3227.92,10
10,10,resnet,small,cold,200,35282.62,35282.62,0.01,243.04,35039.58,11
11,11,resnet,large,cold,200,31428.69,31428.69,0.01,649.12,30779.57,12
12,12,resnet,small,cold,200,16451.55,16451.54,0.0,937.17,15514.37,13
13,13,mobilenet,large,cold,200,3159.5,3159.49,0.01,43.43,3116.06,14
14,14,resnet,medium,cold,200,17506.95,17506.95,0.0,1082.62,16424.33,15
15,15,resnet,small,cold,200,32321.15,32321.14,0.01,922.89,31398.26,16
16,16,mobilenet,medium,cold,200,3014.42,3014.41,0.01,56.49,2957.92,17
17,17,mobilenet,small,cold,200,2756.1,2756.09,0.01,41.52,2714.57,18
18,18,resnet,small,cold,200,22851.08,22851.07,0.01,1165.44,21685.63,19
19,19,resnet,medium,cold,200,20430.47,20430.46,0.01,983.11,19447.35,20
20,20,resnet,small,cold,200,9051.14,9051.14,0.0,487.26,8563.88,21
21,21,resnet,large,cold,200,25150.61,25150.6,0.01,1218.87,23931.73,22
22,22,mobilenet,medium,cold,200,2613.25,2613.25,0.0,35.95,2577.29,23
23,23,mobilenet,large,cold,200,2527.96,2527.95,0.01,27.29,2500.67,24
24,24,resnet,large,cold,200,26163.47,26163.47,0.0,1034.68,25128.79,25
25,25,resnet,large,cold,200,27283.38,27283.37,0.01,1127.25,26156.11,26
26,26,mobilenet,large,cold,200,2441.8,2441.79,0.01,32.66,2409.13,27
27,27,mobilenet,small,cold,200,3153.3,3153.29,0.01,52.05,3101.24,28
28,28,mobilenet,medium,cold,200,2356.85,2356.84,0.01,41.44,2315.4,29
29,29,mobilenet,small,cold,200,3028.43,3028.42,0.01,32.85,2995.57,30
30,30,mobilenet,medium,cold,200,2936.94,2936.93,0.01,62.55,2874.38,31
31,31,resnet,medium,cold,200,28227.07,28227.07,0.01,991.37,27235.7,32
32,32,resnet,small,cold,200,3114.41,3114.41,0.01,314.6,2799.81,33
33,33,resnet,medium,cold,200,2788.17,2788.17,0.01,269.87,2518.3,34
34,34,mobilenet,large,cold,200,2778.67,2778.67,0.0,50.14,2728.52,35
35,35,resnet,large,cold,200,3573.73,3573.72,0.01,480.95,3092.77,36
36,36,mobilenet,large,cold,200,2702.26,2702.25,0.01,60.18,2642.07,37
37,37,mobilenet,large,cold,200,2626.28,2626.28,0.01,37.61,2588.67,38
38,38,mobilenet,small,cold,200,2588.85,2588.84,0.01,35.86,2552.99,39
39,39,resnet,medium,cold,200,4459.75,4459.74,0.01,437.95,4021.8,40
40,40,resnet,large,cold,200,4016.94,4016.94,0.0,487.0,3529.94,41
41,41,mobilenet,large,cold,200,2471.89,2471.88,0.01,46.96,2424.92,42
42,42,resnet,small,cold,200,4586.68,4586.68,0.01,147.99,4438.69,43
43,43,mobilenet,small,cold,200,2364.82,2364.82,0.01,30.7,2334.12,44
44,44,resnet,medium,cold,200,8314.87,8314.86,0.0,756.68,7558.18,45
45,45,resnet,small,cold,200,7546.31,7546.31,0.0,428.25,7118.06,46
46,46,mobilenet,large,cold,200,2268.03,2268.02,0.01,39.18,2228.84,47
47,47,resnet,small,cold,200,7099.56,7099.56,0.0,396.49,6703.07,48
48,48,resnet,medium,cold,200,4739.87,4739.87,0.0,218.57,4521.29,49
49,49,resnet,small,cold,200,6683.47,6683.47,0.0,498.24,6185.23,50
50,50,resnet,small,cold,200,6166.14,6166.13,0.01,235.85,5930.28,51
51,51,mobilenet,large,cold,200,2157.5,2157.49,0.01,27.89,2129.6,52
52,52,resnet,large,cold,200,5910.63,5910.62,0.01,202.55,5708.08,53
53,53,resnet,large,cold,200,11985.79,11985.78,0.0,667.9,11317.88,54
54,54,resnet,medium,cold,200,5686.8,5686.79,0.01,129.1,5557.69,55
55,55,mobilenet,small,cold,200,2030.03,2030.02,0.01,26.85,2003.17,56
56,56,resnet,small,cold,200,9977.63,9977.63,0.0,520.98,9456.65,57
57,57,mobilenet,small,cold,200,5153.07,5153.06,0.01,117.37,5035.7,58
58,58,mobilenet,large,cold,200,5030.85,5030.85,0.0,87.03,4943.82,59
59,59,mobilenet,large,cold,200,4812.5,4812.5,0.0,56.14,4756.36,60
60,60,resnet,large,cold,200,23511.8,23511.78,0.02,1077.55,22434.23,61
61,61,mobilenet,medium,cold,200,4905.05,4905.05,0.01,71.05,4834.0,62
62,62,resnet,large,cold,200,5467.96,5467.96,0.0,459.44,5008.51,63
63,63,resnet,large,cold,200,5009.48,5009.48,0.0,407.59,4601.89,64
64,64,resnet,large,cold,200,21217.84,21217.83,0.01,1238.41,19979.42,65
65,65,mobilenet,large,cold,200,4797.7,4797.7,0.0,36.68,4761.02,66
66,66,mobilenet,large,cold,200,4260.11,4260.11,0.0,179.03,4081.07,67
67,67,resnet,large,cold,200,9334.81,9334.8,0.0,758.31,8576.49,68
68,68,resnet,small,cold,200,12610.91,12610.91,0.0,757.2,11853.71,69
69,69,resnet,medium,cold,200,11143.84,11143.83,0.0,677.01,10466.82,70
70,70,mobilenet,medium,cold,200,3855.02,3855.02,0.01,85.75,3769.27,71
71,71,mobilenet,large,cold,200,3657.65,3657.65,0.0,113.61,3544.04,72
72,72,resnet,large,cold,200,17755.67,17755.67,0.0,813.18,16942.49,73
73,73,mobilenet,large,cold,200,3427.41,3427.41,0.01,80.89,3346.51,74
74,74,mobilenet,large,cold,200,1706.1,1706.1,0.01,49.16,1656.94,75
75,75,resnet,large,cold,200,30143.28,30143.27,0.01,1319.17,28824.1,76
76,76,mobilenet,small,cold,200,1742.04,1742.03,0.01,53.86,1688.18,77
77,77,resnet,small,cold,200,14854.61,14854.61,0.0,1147.69,13706.92,78
78,78,mobilenet,large,cold,200,5227.37,5227.37,0.01,61.89,5165.48,79
79,79,resnet,medium,cold,200,18833.44,18833.44,0.01,1136.62,17696.82,80
80,80,mobilenet,small,cold,200,1759.16,1759.15,0.01,46.9,1712.25,81
81,81,resnet,medium,cold,200,34330.54,34330.53,0.01,250.61,34079.93,82
82,82,mobilenet,small,cold,200,4352.9,4352.89,0.0,101.34,4251.56,83
83,83,mobilenet,large,cold,200,4407.92,4407.91,0.01,66.89,4341.02,84
84,84,mobilenet,small,cold,200,2767.66,2767.65,0.01,114.78,2652.86,85
85,85,resnet,small,cold,200,34027.91,34027.91,0.01,225.53,33802.37,86
86,86,mobilenet,small,cold,200,4490.51,4490.51,0.0,45.65,4444.86,87
87,87,resnet,large,cold,200,33784.44,33784.43,0.01,210.67,33573.76,88
88,88,mobilenet,medium,cold,200,4181.2,4181.2,0.01,28.35,4152.85,89
89,89,resnet,small,cold,200,34727.41,34727.4,0.01,233.43,34493.97,90
90,90,mobilenet,large,cold,200,4082.0,4082.0,0.01,66.26,4015.74,91
91,91,resnet,medium,cold,200,32946.07,32946.06,0.01,617.33,32328.73,92
