index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,in_flight
0,0,mobilenet,small,cold,200,3290.54,3290.54,0.01,34.24,3256.3,1
1,1,resnet,small,cold,200,3850.03,3850.03,0.01,378.4,3471.63,2
2,2,mobilenet,small,cold,200,3817.02,3817.01,0.01,49.03,3767.98,3
3,3,mobilenet,large,cold,200,3749.27,3749.27,0.0,28.22,3721.05,4
4,4,mobilenet,large,cold,200,3698.21,3698.2,0.01,32.67,3665.53,5
5,5,resnet,small,cold,200,8648.13,8648.13,0.01,272.39,8375.74,6
6,6,mobilenet,small,cold,200,2741.94,2741.93,0.01,35.52,2706.42,7
7,7,mobilenet,small,cold,200,2683.14,2683.13,0.01,39.85,2643.28,8
8,8,mobilenet,large,cold,200,2650.48,2650.47,0.01,29.22,2621.25,9
9,9,mobilenet,large,cold,200,2515.43,2515.43,0.01,31.44,2483.99,10
10,10,resnet,small,cold,200,8626.49,8626.48,0.01,486.81,8139.67,11
11,11,resnet,large,cold,200,3103.62,3103.61,0.0,245.65,2857.97,12
12,12,resnet,small,cold,200,3277.12,3277.11,0.01,266.08,3011.03,13
13,13,mobilenet,large,cold,200,2204.16,2204.15,0.01,53.75,2150.4,14
14,14,resnet,medium,cold,200,3420.69,3420.68,0.01,339.37,3081.32,15
15,15,resnet,small,cold,200,6559.65,6559.65,0.01,377.34,6182.31,16
16,16,mobilenet,medium,cold,200,1969.17,1969.17,0.01,66.99,1902.18,17
17,17,mobilenet,small,cold,200,1925.96,1925.95,0.01,59.96,1865.99,18
18,18,resnet,small,cold,200,3396.8,3396.8,0.01,385.98,3010.82,19
19,19,resnet,medium,cold,200,4142.01,4142.0,0.01,436.92,3705.08,20
20,20,resnet,small,cold,200,3602.42,3602.41,0.01,400.97,3201.44,21
21,21,resnet,large,cold,200,4314.1,4314.09,0.01,368.58,3945.51,22
22,22,mobilenet,medium,cold,200,1465.24,1465.23,0.01,38.36,1426.87,23
23,23,mobilenet,large,cold,200,1416.15,1416.14,0.01,55.38,1360.76,24
24,24,resnet,large,cold,200,4506.63,4506.63,0.01,488.94,4017.68,25
